workload,leaves,fns,nodes,merges,depth,algorithm,trial,parlay_threads,dnc_cutoff,wallclock_ms
deep-m,10000,8,200000,20000,3,nelson_seq,3,64,16,87.4493
deep-m,10000,8,200000,20000,3,nelson_seq,4,64,16,86.9609
deep-m,10000,8,200000,20000,3,par_close,0,64,16,15.3345
deep-m,10000,8,200000,20000,3,par_close,1,64,16,14.8298
deep-m,10000,8,200000,20000,3,par_close,2,64,16,14.3906
deep-m,10000,8,200000,20000,3,par_close,3,64,16,14.6487
deep-m,10000,8,200000,20000,3,par_close,4,64,16,14.3832
deep-l,50000,16,1000000,100000,3,nelson_seq,0,64,16,857.9405
deep-l,50000,16,1000000,100000,3,nelson_seq,1,64,16,861.8946
deep-l,50000,16,1000000,100000,3,nelson_seq,2,64,16,866.2410
deep-l,50000,16,1000000,100000,3,nelson_seq,3,64,16,866.2998
deep-l,50000,16,1000000,100000,3,nelson_seq,4,64,16,871.0915
deep-l,50000,16,1000000,100000,3,par_close,0,64,16,48.7449
deep-l,50000,16,1000000,100000,3,par_close,1,64,16,45.6768
deep-l,50000,16,1000000,100000,3,par_close,2,64,16,48.1356
deep-l,50000,16,1000000,100000,3,par_close,3,64,16,46.2049
deep-l,50000,16,1000000,100000,3,par_close,4,64,16,46.6251
small,1000,4,10000,2000,1,nelson_seq,0,128,16,4.5646
small,1000,4,10000,2000,1,nelson_seq,1,128,16,4.4647
small,1000,4,10000,2000,1,nelson_seq,2,128,16,4.5205
small,1000,4,10000,2000,1,nelson_seq,3,128,16,4.4629
small,1000,4,10000,2000,1,nelson_seq,4,128,16,4.4151
small,1000,4,10000,2000,1,par_close,0,128,16,8.6508
small,1000,4,10000,2000,1,par_close,1,128,16,6.0932
small,1000,4,10000,2000,1,par_close,2,128,16,5.6691
small,1000,4,10000,2000,1,par_close,3,128,16,4.9983
small,1000,4,10000,2000,1,par_close,4,128,16,4.8945
medium,10000,8,200000,20000,1,nelson_seq,0,128,16,80.6744
medium,10000,8,200000,20000,1,nelson_seq,1,128,16,85.6599
medium,10000,8,200000,20000,1,nelson_seq,2,128,16,89.1687
medium,10000,8,200000,20000,1,nelson_seq,3,128,16,89.2105
medium,10000,8,200000,20000,1,nelson_seq,4,128,16,84.2310
medium,10000,8,200000,20000,1,par_close,0,128,16,14.5235
medium,10000,8,200000,20000,1,par_close,1,128,16,13.4620
medium,10000,8,200000,20000,1,par_close,2,128,16,14.4419
medium,10000,8,200000,20000,1,par_close,3,128,16,12.5633
medium,10000,8,200000,20000,1,par_close,4,128,16,12.6145
large,50000,16,1000000,100000,1,nelson_seq,0,128,16,922.4198
large,50000,16,1000000,100000,1,nelson_seq,1,128,16,926.2785
large,50000,16,1000000,100000,1,nelson_seq,2,128,16,941.2832
large,50000,16,1000000,100000,1,nelson_seq,3,128,16,1002.5242
large,50000,16,1000000,100000,1,nelson_seq,4,128,16,952.4026
large,50000,16,1000000,100000,1,par_close,0,128,16,43.6815
large,50000,16,1000000,100000,1,par_close,1,128,16,43.9351
large,50000,16,1000000,100000,1,par_close,2,128,16,43.3973
large,50000,16,1000000,100000,1,par_close,3,128,16,42.1178
large,50000,16,1000000,100000,1,par_close,4,128,16,44.8069
deep-s,1000,4,10000,2000,3,nelson_seq,0,128,16,3.4407
deep-s,1000,4,10000,2000,3,nelson_seq,1,128,16,3.4681
deep-s,1000,4,10000,2000,3,nelson_seq,2,128,16,3.4614
deep-s,1000,4,10000,2000,3,nelson_seq,3,128,16,3.5207
deep-s,1000,4,10000,2000,3,nelson_seq,4,128,16,3.4418
deep-s,1000,4,10000,2000,3,par_close,0,128,16,4.4940
deep-s,1000,4,10000,2000,3,par_close,1,128,16,4.4193
deep-s,1000,4,10000,2000,3,par_close,2,128,16,4.8376
deep-s,1000,4,10000,2000,3,par_close,3,128,16,4.5517
deep-s,1000,4,10000,2000,3,par_close,4,128,16,4.6552
deep-m,10000,8,200000,20000,3,nelson_seq,0,128,16,87.4574
deep-m,10000,8,200000,20000,3,nelson_seq,1,128,16,89.1389
deep-m,10000,8,200000,20000,3,nelson_seq,2,128,16,91.3941
deep-m,10000,8,200000,20000,3,nelson_seq,3,128,16,87.3429
deep-m,10000,8,200000,20000,3,nelson_seq,4,128,16,88.0908
deep-m,10000,8,200000,20000,3,par_close,0,128,16,14.3822
deep-m,10000,8,200000,20000,3,par_close,1,128,16,13.8077
deep-m,10000,8,200000,20000,3,par_close,2,128,16,13.2678
deep-m,10000,8,200000,20000,3,par_close,3,128,16,13.3142
deep-m,10000,8,200000,20000,3,par_close,4,128,16,13.0977
deep-l,50000,16,1000000,100000,3,nelson_seq,0,128,16,856.9279
deep-l,50000,16,1000000,100000,3,nelson_seq,1,128,16,855.1128
deep-l,50000,16,1000000,100000,3,nelson_seq,2,128,16,855.3407
deep-l,50000,16,1000000,100000,3,nelson_seq,3,128,16,857.3958
deep-l,50000,16,1000000,100000,3,nelson_seq,4,128,16,856.2097
deep-l,50000,16,1000000,100000,3,par_close,0,128,16,41.7269
deep-l,50000,16,1000000,100000,3,par_close,1,128,16,40.0582
deep-l,50000,16,1000000,100000,3,par_close,2,128,16,38.7996
deep-l,50000,16,1000000,100000,3,par_close,3,128,16,38.7121
deep-l,50000,16,1000000,100000,3,par_close,4,128,16,44.4452
small,1000,4,10000,2000,1,nelson_seq,0,144,16,4.8778
small,1000,4,10000,2000,1,nelson_seq,1,144,16,4.7733
small,1000,4,10000,2000,1,nelson_seq,2,144,16,4.7700
small,1000,4,10000,2000,1,nelson_seq,3,144,16,4.7175
small,1000,4,10000,2000,1,nelson_seq,4,144,16,4.7110
small,1000,4,10000,2000,1,par_close,0,144,16,8.9224
small,1000,4,10000,2000,1,par_close,1,144,16,6.3614
small,1000,4,10000,2000,1,par_close,2,144,16,5.9295
small,1000,4,10000,2000,1,par_close,3,144,16,5.7497
small,1000,4,10000,2000,1,par_close,4,144,16,4.9008
medium,10000,8,200000,20000,1,nelson_seq,0,144,16,78.7262
medium,10000,8,200000,20000,1,nelson_seq,1,144,16,79.6175
medium,10000,8,200000,20000,1,nelson_seq,2,144,16,79.2127
medium,10000,8,200000,20000,1,nelson_seq,3,144,16,80.9819
medium,10000,8,200000,20000,1,nelson_seq,4,144,16,79.6926
medium,10000,8,200000,20000,1,par_close,0,144,16,13.6003
medium,10000,8,200000,20000,1,par_close,1,144,16,14.3380
medium,10000,8,200000,20000,1,par_close,2,144,16,14.2698
medium,10000,8,200000,20000,1,par_close,3,144,16,12.3082
medium,10000,8,200000,20000,1,par_close,4,144,16,12.6675
large,50000,16,1000000,100000,1,nelson_seq,0,144,16,916.4890
large,50000,16,1000000,100000,1,nelson_seq,1,144,16,918.8094
large,50000,16,1000000,100000,1,nelson_seq,2,144,16,919.5767
large,50000,16,1000000,100000,1,nelson_seq,3,144,16,922.2803
large,50000,16,1000000,100000,1,nelson_seq,4,144,16,924.4611
large,50000,16,1000000,100000,1,par_close,0,144,16,49.2025
large,50000,16,1000000,100000,1,par_close,1,144,16,43.0715
large,50000,16,1000000,100000,1,par_close,2,144,16,39.1359
large,50000,16,1000000,100000,1,par_close,3,144,16,44.0473
large,50000,16,1000000,100000,1,par_close,4,144,16,45.7927
deep-s,1000,4,10000,2000,3,nelson_seq,0,144,16,4.1135
deep-s,1000,4,10000,2000,3,nelson_seq,1,144,16,4.1215
deep-s,1000,4,10000,2000,3,nelson_seq,2,144,16,5.1216
deep-s,1000,4,10000,2000,3,nelson_seq,3,144,16,4.1187
deep-s,1000,4,10000,2000,3,nelson_seq,4,144,16,4.1386
deep-s,1000,4,10000,2000,3,par_close,0,144,16,5.5676
deep-s,1000,4,10000,2000,3,par_close,1,144,16,5.3386
deep-s,1000,4,10000,2000,3,par_close,2,144,16,5.3380
deep-s,1000,4,10000,2000,3,par_close,3,144,16,5.5934
deep-s,1000,4,10000,2000,3,par_close,4,144,16,5.6011
deep-m,10000,8,200000,20000,3,nelson_seq,0,144,16,85.6873
deep-m,10000,8,200000,20000,3,nelson_seq,1,144,16,82.7842
deep-m,10000,8,200000,20000,3,nelson_seq,2,144,16,82.6361
deep-m,10000,8,200000,20000,3,nelson_seq,3,144,16,83.4227
deep-m,10000,8,200000,20000,3,nelson_seq,4,144,16,83.1193
deep-m,10000,8,200000,20000,3,par_close,0,144,16,14.8307
deep-m,10000,8,200000,20000,3,par_close,1,144,16,13.6832
deep-m,10000,8,200000,20000,3,par_close,2,144,16,13.9548
deep-m,10000,8,200000,20000,3,par_close,3,144,16,14.9051
deep-m,10000,8,200000,20000,3,par_close,4,144,16,13.7380
deep-l,50000,16,1000000,100000,3,nelson_seq,0,144,16,849.3724
deep-l,50000,16,1000000,100000,3,nelson_seq,1,144,16,855.0474
deep-l,50000,16,1000000,100000,3,nelson_seq,2,144,16,864.7451
deep-l,50000,16,1000000,100000,3,nelson_seq,3,144,16,854.8814
deep-l,50000,16,1000000,100000,3,nelson_seq,4,144,16,853.5094
deep-l,50000,16,1000000,100000,3,par_close,0,144,16,43.0475
deep-l,50000,16,1000000,100000,3,par_close,1,144,16,41.2618
deep-l,50000,16,1000000,100000,3,par_close,2,144,16,38.8681
deep-l,50000,16,1000000,100000,3,par_close,3,144,16,39.6187
deep-l,50000,16,1000000,100000,3,par_close,4,144,16,39.5226
