workload,parlay_threads,round,work,frontier,next,consolidate_ms,frontier_ms,semisort_ms,keyed_ms,group_by_ms,per_group_ms
cube_d2_k5,1,0,10,750,250,0.394,0.014,0.214,0.000,0.091,0.063
cube_d2_k5,1,1,250,250,122,0.124,0.022,0.072,0.000,0.029,0.020
cube_d2_k5,1,2,122,122,64,0.062,0.012,0.039,0.000,0.016,0.011
cube_d2_k5,1,3,64,64,32,0.033,0.007,0.023,0.000,0.010,0.006
cube_d2_k5,1,4,32,32,16,0.018,0.004,0.015,0.000,0.007,0.003
cube_d2_k5,1,5,16,16,8,0.010,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,1,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,1,7,4,4,2,0.004,0.002,0.006,0.000,0.004,0.001
cube_d2_k5,1,8,2,0,0,0.003,0.001,0.000,,,
cube_d2_k5,1,0,10,750,250,0.008,0.003,0.162,0.000,0.063,0.042
cube_d2_k5,1,1,250,250,122,0.122,0.021,0.070,0.000,0.028,0.020
cube_d2_k5,1,2,122,122,64,0.062,0.011,0.039,0.000,0.016,0.011
cube_d2_k5,1,3,64,64,32,0.034,0.007,0.022,0.000,0.010,0.006
cube_d2_k5,1,4,32,32,16,0.018,0.004,0.014,0.000,0.007,0.003
cube_d2_k5,1,5,16,16,8,0.010,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,1,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,1,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,1,8,2,0,0,0.003,0.001,0.000,,,
cube_d2_k5,1,0,10,750,250,0.008,0.003,0.162,0.000,0.063,0.042
cube_d2_k5,1,1,250,250,122,0.123,0.021,0.069,0.000,0.028,0.020
cube_d2_k5,1,2,122,122,64,0.062,0.011,0.038,0.000,0.016,0.011
cube_d2_k5,1,3,64,64,32,0.033,0.007,0.022,0.000,0.010,0.006
cube_d2_k5,1,4,32,32,16,0.018,0.004,0.014,0.000,0.007,0.003
cube_d2_k5,1,5,16,16,8,0.009,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,1,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,1,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,1,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,1,0,10,750,250,0.008,0.003,0.162,0.000,0.063,0.042
cube_d2_k5,1,1,250,250,122,0.122,0.020,0.069,0.000,0.028,0.020
cube_d2_k5,1,2,122,122,64,0.062,0.011,0.038,0.000,0.016,0.011
cube_d2_k5,1,3,64,64,32,0.033,0.007,0.022,0.000,0.010,0.006
cube_d2_k5,1,4,32,32,16,0.017,0.004,0.014,0.000,0.007,0.003
cube_d2_k5,1,5,16,16,8,0.009,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,1,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,1,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,1,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,1,0,10,750,250,0.008,0.003,0.161,0.000,0.063,0.042
cube_d2_k5,1,1,250,250,122,0.123,0.021,0.069,0.000,0.028,0.020
cube_d2_k5,1,2,122,122,64,0.062,0.011,0.038,0.000,0.016,0.011
cube_d2_k5,1,3,64,64,32,0.032,0.007,0.022,0.000,0.010,0.006
cube_d2_k5,1,4,32,32,16,0.017,0.004,0.014,0.000,0.007,0.003
cube_d2_k5,1,5,16,16,8,0.009,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,1,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,1,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,1,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,1,0,10,750,250,0.008,0.003,0.162,0.000,0.064,0.042
cube_d2_k5,1,1,250,250,122,0.122,0.021,0.069,0.000,0.028,0.019
cube_d2_k5,1,2,122,122,64,0.062,0.011,0.038,0.000,0.016,0.011
cube_d2_k5,1,3,64,64,32,0.033,0.007,0.022,0.000,0.010,0.006
cube_d2_k5,1,4,32,32,16,0.017,0.004,0.014,0.000,0.007,0.003
cube_d2_k5,1,5,16,16,8,0.010,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,1,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,1,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,1,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,2,0,10,750,250,0.455,0.007,0.599,0.000,0.408,0.088
cube_d2_k5,2,1,250,250,122,0.146,0.022,0.071,0.000,0.030,0.019
cube_d2_k5,2,2,122,122,64,0.063,0.012,0.040,0.000,0.017,0.011
cube_d2_k5,2,3,64,64,32,0.030,0.008,0.023,0.000,0.010,0.006
cube_d2_k5,2,4,32,32,16,0.018,0.004,0.014,0.000,0.007,0.003
cube_d2_k5,2,5,16,16,8,0.010,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,2,6,8,8,4,0.005,0.002,0.008,0.000,0.005,0.001
cube_d2_k5,2,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,2,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,2,0,10,750,250,0.008,0.003,0.154,0.000,0.065,0.039
cube_d2_k5,2,1,250,250,122,0.103,0.021,0.070,0.000,0.029,0.019
cube_d2_k5,2,2,122,122,64,0.060,0.012,0.039,0.000,0.016,0.011
cube_d2_k5,2,3,64,64,32,0.030,0.007,0.023,0.000,0.010,0.006
cube_d2_k5,2,4,32,32,16,0.017,0.004,0.015,0.000,0.007,0.003
cube_d2_k5,2,5,16,16,8,0.010,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,2,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,2,7,4,4,2,0.003,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,2,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,2,0,10,750,250,0.317,0.004,0.166,0.000,0.066,0.038
cube_d2_k5,2,1,250,250,122,0.107,0.022,0.070,0.000,0.029,0.018
cube_d2_k5,2,2,122,122,64,0.063,0.012,0.039,0.000,0.016,0.011
cube_d2_k5,2,3,64,64,32,0.032,0.007,0.023,0.000,0.010,0.006
cube_d2_k5,2,4,32,32,16,0.018,0.004,0.014,0.000,0.007,0.003
cube_d2_k5,2,5,16,16,8,0.010,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,2,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,2,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,2,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,2,0,10,750,250,0.008,0.003,0.151,0.000,0.064,0.038
cube_d2_k5,2,1,250,250,122,0.105,0.022,0.081,0.000,0.036,0.024
cube_d2_k5,2,2,122,122,64,0.060,0.012,0.039,0.000,0.016,0.011
cube_d2_k5,2,3,64,64,32,0.029,0.007,0.022,0.000,0.010,0.006
cube_d2_k5,2,4,32,32,16,0.018,0.004,0.014,0.000,0.007,0.003
cube_d2_k5,2,5,16,16,8,0.010,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,2,6,8,8,4,0.006,0.002,0.007,0.000,0.004,0.001
cube_d2_k5,2,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,2,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,2,0,10,750,250,0.008,0.003,0.147,0.000,0.067,0.033
cube_d2_k5,2,1,250,250,122,0.091,0.022,0.068,0.000,0.028,0.016
cube_d2_k5,2,2,122,122,64,0.056,0.012,0.041,0.000,0.017,0.011
cube_d2_k5,2,3,64,64,32,0.025,0.008,0.024,0.000,0.011,0.006
cube_d2_k5,2,4,32,32,16,0.019,0.004,0.015,0.000,0.007,0.004
cube_d2_k5,2,5,16,16,8,0.010,0.003,0.010,0.000,0.006,0.002
cube_d2_k5,2,6,8,8,4,0.006,0.002,0.008,0.000,0.005,0.001
cube_d2_k5,2,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,2,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,2,0,10,750,250,0.008,0.003,0.145,0.000,0.066,0.033
cube_d2_k5,2,1,250,250,122,0.090,0.022,0.068,0.000,0.028,0.017
cube_d2_k5,2,2,122,122,64,0.057,0.012,0.040,0.000,0.017,0.011
cube_d2_k5,2,3,64,64,32,0.026,0.008,0.023,0.000,0.010,0.006
cube_d2_k5,2,4,32,32,16,0.018,0.004,0.015,0.000,0.007,0.004
cube_d2_k5,2,5,16,16,8,0.010,0.003,0.011,0.000,0.006,0.002
cube_d2_k5,2,6,8,8,4,0.006,0.002,0.008,0.000,0.005,0.001
cube_d2_k5,2,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,2,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,4,0,10,750,250,0.813,0.005,0.168,0.000,0.079,0.039
cube_d2_k5,4,1,250,250,122,0.103,0.024,0.072,0.000,0.031,0.017
cube_d2_k5,4,2,122,122,64,0.059,0.013,0.043,0.000,0.019,0.012
cube_d2_k5,4,3,64,64,32,0.025,0.008,0.025,0.000,0.010,0.007
cube_d2_k5,4,4,32,32,16,0.020,0.005,0.015,0.000,0.007,0.004
cube_d2_k5,4,5,16,16,8,0.010,0.003,0.011,0.000,0.006,0.002
cube_d2_k5,4,6,8,8,4,0.006,0.002,0.008,0.000,0.005,0.001
cube_d2_k5,4,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,4,8,2,0,0,0.003,0.001,0.000,,,
cube_d2_k5,4,0,10,750,250,0.008,0.004,0.140,0.000,0.069,0.030
cube_d2_k5,4,1,250,250,122,0.085,0.023,0.070,0.000,0.030,0.016
cube_d2_k5,4,2,122,122,64,0.061,0.013,0.042,0.000,0.017,0.012
cube_d2_k5,4,3,64,64,32,0.025,0.008,0.025,0.000,0.010,0.007
cube_d2_k5,4,4,32,32,16,0.020,0.005,0.015,0.000,0.007,0.004
cube_d2_k5,4,5,16,16,8,0.010,0.003,0.010,0.000,0.006,0.002
cube_d2_k5,4,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,4,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,4,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,4,0,10,750,250,0.008,0.004,0.141,0.000,0.069,0.029
cube_d2_k5,4,1,250,250,122,0.085,0.023,0.070,0.000,0.030,0.017
cube_d2_k5,4,2,122,122,64,0.061,0.012,0.043,0.000,0.018,0.012
cube_d2_k5,4,3,64,64,32,0.025,0.008,0.026,0.000,0.010,0.008
cube_d2_k5,4,4,32,32,16,0.020,0.005,0.015,0.000,0.007,0.004
cube_d2_k5,4,5,16,16,8,0.010,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,4,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,4,7,4,4,2,0.004,0.002,0.006,0.000,0.004,0.001
cube_d2_k5,4,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,4,0,10,750,250,0.008,0.004,0.144,0.000,0.069,0.030
cube_d2_k5,4,1,250,250,122,0.085,0.023,0.069,0.000,0.030,0.016
cube_d2_k5,4,2,122,122,64,0.061,0.012,0.043,0.000,0.017,0.012
cube_d2_k5,4,3,64,64,32,0.025,0.008,0.025,0.000,0.010,0.007
cube_d2_k5,4,4,32,32,16,0.020,0.005,0.015,0.000,0.007,0.004
cube_d2_k5,4,5,16,16,8,0.012,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,4,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,4,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,4,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,4,0,10,750,250,0.008,0.003,0.140,0.000,0.069,0.030
cube_d2_k5,4,1,250,250,122,0.085,0.023,0.069,0.000,0.030,0.016
cube_d2_k5,4,2,122,122,64,0.061,0.012,0.043,0.000,0.017,0.012
cube_d2_k5,4,3,64,64,32,0.024,0.008,0.025,0.000,0.010,0.007
cube_d2_k5,4,4,32,32,16,0.019,0.005,0.015,0.000,0.007,0.004
cube_d2_k5,4,5,16,16,8,0.011,0.003,0.010,0.000,0.006,0.002
cube_d2_k5,4,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,4,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,4,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,4,0,10,750,250,0.008,0.004,0.147,0.000,0.062,0.041
cube_d2_k5,4,1,250,250,122,0.084,0.023,0.068,0.000,0.030,0.016
cube_d2_k5,4,2,122,122,64,0.063,0.012,0.041,0.000,0.017,0.011
cube_d2_k5,4,3,64,64,32,0.023,0.008,0.025,0.000,0.010,0.007
cube_d2_k5,4,4,32,32,16,0.020,0.005,0.015,0.000,0.007,0.004
cube_d2_k5,4,5,16,16,8,0.011,0.003,0.010,0.000,0.006,0.002
cube_d2_k5,4,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,4,7,4,4,2,0.004,0.002,0.006,0.000,0.004,0.001
cube_d2_k5,4,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,8,0,10,750,250,1.065,0.006,0.414,0.000,0.300,0.062
cube_d2_k5,8,1,250,250,122,0.433,0.032,0.076,0.000,0.031,0.017
cube_d2_k5,8,2,122,122,64,0.052,0.013,0.041,0.000,0.017,0.011
cube_d2_k5,8,3,64,64,32,0.021,0.008,0.024,0.000,0.010,0.006
cube_d2_k5,8,4,32,32,16,0.015,0.005,0.015,0.000,0.007,0.004
cube_d2_k5,8,5,16,16,8,0.009,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,8,6,8,8,4,0.006,0.002,0.008,0.000,0.005,0.001
cube_d2_k5,8,7,4,4,2,0.004,0.002,0.006,0.000,0.004,0.001
cube_d2_k5,8,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,8,0,10,750,250,0.257,0.004,0.115,0.000,0.050,0.023
cube_d2_k5,8,1,250,250,122,0.077,0.023,0.065,0.000,0.026,0.017
cube_d2_k5,8,2,122,122,64,0.032,0.013,0.040,0.000,0.016,0.010
cube_d2_k5,8,3,64,64,32,0.019,0.008,0.023,0.000,0.010,0.006
cube_d2_k5,8,4,32,32,16,0.014,0.005,0.015,0.000,0.007,0.004
cube_d2_k5,8,5,16,16,8,0.009,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,8,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,8,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,8,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,8,0,10,750,250,0.284,0.004,0.117,0.000,0.051,0.024
cube_d2_k5,8,1,250,250,122,0.061,0.022,0.062,0.000,0.025,0.017
cube_d2_k5,8,2,122,122,64,0.035,0.013,0.040,0.000,0.017,0.010
cube_d2_k5,8,3,64,64,32,0.021,0.008,0.024,0.000,0.010,0.007
cube_d2_k5,8,4,32,32,16,0.015,0.005,0.015,0.000,0.007,0.004
cube_d2_k5,8,5,16,16,8,0.008,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,8,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,8,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,8,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,8,0,10,750,250,0.008,0.003,0.111,0.000,0.051,0.023
cube_d2_k5,8,1,250,250,122,0.064,0.022,0.062,0.000,0.025,0.017
cube_d2_k5,8,2,122,122,64,0.032,0.012,0.039,0.000,0.016,0.010
cube_d2_k5,8,3,64,64,32,0.020,0.008,0.023,0.000,0.010,0.006
cube_d2_k5,8,4,32,32,16,0.011,0.005,0.015,0.000,0.007,0.003
cube_d2_k5,8,5,16,16,8,0.008,0.003,0.010,0.000,0.006,0.002
cube_d2_k5,8,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,8,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,8,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,8,0,10,750,250,0.286,0.004,0.115,0.000,0.050,0.023
cube_d2_k5,8,1,250,250,122,0.057,0.021,0.071,0.000,0.034,0.016
cube_d2_k5,8,2,122,122,64,0.040,0.012,0.035,0.000,0.015,0.008
cube_d2_k5,8,3,64,64,32,0.018,0.008,0.023,0.000,0.010,0.006
cube_d2_k5,8,4,32,32,16,0.015,0.005,0.015,0.000,0.007,0.004
cube_d2_k5,8,5,16,16,8,0.007,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,8,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,8,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,8,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,8,0,10,750,250,0.008,0.003,0.125,0.000,0.059,0.031
cube_d2_k5,8,1,250,250,122,0.069,0.021,0.061,0.000,0.024,0.017
cube_d2_k5,8,2,122,122,64,0.024,0.012,0.039,0.000,0.016,0.011
cube_d2_k5,8,3,64,64,32,0.025,0.007,0.023,0.000,0.010,0.006
cube_d2_k5,8,4,32,32,16,0.015,0.005,0.014,0.000,0.007,0.003
cube_d2_k5,8,5,16,16,8,0.009,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,8,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,8,7,4,4,2,0.003,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,8,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,16,0,10,750,250,0.827,0.004,0.525,0.000,0.446,0.035
cube_d2_k5,16,1,250,250,122,0.041,0.024,0.066,0.000,0.027,0.017
cube_d2_k5,16,2,122,122,64,0.028,0.013,0.039,0.000,0.015,0.010
cube_d2_k5,16,3,64,64,32,0.015,0.008,0.024,0.000,0.010,0.007
cube_d2_k5,16,4,32,32,16,0.013,0.005,0.015,0.000,0.007,0.004
cube_d2_k5,16,5,16,16,8,0.008,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,16,6,8,8,4,0.006,0.002,0.008,0.000,0.004,0.001
cube_d2_k5,16,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,16,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,16,0,10,750,250,0.243,0.004,0.108,0.000,0.047,0.021
cube_d2_k5,16,1,250,250,122,0.039,0.023,0.060,0.000,0.025,0.017
cube_d2_k5,16,2,122,122,64,0.024,0.013,0.037,0.000,0.015,0.009
cube_d2_k5,16,3,64,64,32,0.018,0.008,0.023,0.000,0.010,0.006
cube_d2_k5,16,4,32,32,16,0.014,0.005,0.015,0.000,0.007,0.004
cube_d2_k5,16,5,16,16,8,0.008,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,16,6,8,8,4,0.005,0.002,0.007,0.000,0.004,0.001
cube_d2_k5,16,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,16,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,16,0,10,750,250,0.275,0.004,0.105,0.000,0.047,0.019
cube_d2_k5,16,1,250,250,122,0.041,0.023,0.059,0.000,0.023,0.016
cube_d2_k5,16,2,122,122,64,0.025,0.013,0.037,0.000,0.014,0.009
cube_d2_k5,16,3,64,64,32,0.015,0.008,0.023,0.000,0.010,0.006
cube_d2_k5,16,4,32,32,16,0.013,0.005,0.015,0.000,0.007,0.003
cube_d2_k5,16,5,16,16,8,0.007,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,16,6,8,8,4,0.005,0.002,0.007,0.000,0.004,0.001
cube_d2_k5,16,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,16,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,16,0,10,750,250,0.008,0.003,0.100,0.000,0.046,0.018
cube_d2_k5,16,1,250,250,122,0.039,0.022,0.057,0.000,0.024,0.015
cube_d2_k5,16,2,122,122,64,0.025,0.013,0.036,0.000,0.015,0.009
cube_d2_k5,16,3,64,64,32,0.015,0.008,0.023,0.000,0.010,0.007
cube_d2_k5,16,4,32,32,16,0.023,0.005,0.015,0.000,0.008,0.004
cube_d2_k5,16,5,16,16,8,0.008,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,16,6,8,8,4,0.006,0.002,0.007,0.000,0.004,0.001
cube_d2_k5,16,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,16,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,16,0,10,750,250,0.256,0.004,0.099,0.000,0.046,0.018
cube_d2_k5,16,1,250,250,122,0.039,0.022,0.061,0.000,0.025,0.015
cube_d2_k5,16,2,122,122,64,0.024,0.013,0.037,0.000,0.015,0.009
cube_d2_k5,16,3,64,64,32,0.015,0.008,0.024,0.000,0.010,0.007
cube_d2_k5,16,4,32,32,16,0.009,0.005,0.014,0.000,0.007,0.004
cube_d2_k5,16,5,16,16,8,0.007,0.003,0.010,0.000,0.005,0.002
cube_d2_k5,16,6,8,8,4,0.006,0.002,0.007,0.000,0.004,0.001
cube_d2_k5,16,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,16,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,16,0,10,750,250,0.234,0.004,0.095,0.000,0.046,0.017
cube_d2_k5,16,1,250,250,122,0.038,0.024,0.053,0.000,0.022,0.014
cube_d2_k5,16,2,122,122,64,0.025,0.013,0.037,0.000,0.014,0.009
cube_d2_k5,16,3,64,64,32,0.017,0.008,0.023,0.000,0.010,0.006
cube_d2_k5,16,4,32,32,16,0.012,0.005,0.015,0.000,0.007,0.003
cube_d2_k5,16,5,16,16,8,0.007,0.003,0.010,0.000,0.006,0.002
cube_d2_k5,16,6,8,8,4,0.005,0.002,0.007,0.000,0.004,0.001
cube_d2_k5,16,7,4,4,2,0.004,0.001,0.006,0.000,0.004,0.001
cube_d2_k5,16,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,32,0,10,750,250,0.887,0.005,0.478,0.000,0.401,0.033
cube_d2_k5,32,1,250,250,122,0.443,0.026,0.066,0.000,0.031,0.016
cube_d2_k5,32,2,122,122,64,0.030,0.014,0.042,0.000,0.017,0.011
cube_d2_k5,32,3,64,64,32,0.015,0.008,0.025,0.000,0.011,0.007
cube_d2_k5,32,4,32,32,16,0.017,0.005,0.016,0.000,0.008,0.004
cube_d2_k5,32,5,16,16,8,0.008,0.003,0.011,0.000,0.006,0.002
cube_d2_k5,32,6,8,8,4,0.007,0.002,0.008,0.000,0.005,0.001
cube_d2_k5,32,7,4,4,2,0.004,0.002,0.007,0.000,0.005,0.001
cube_d2_k5,32,8,2,0,0,0.003,0.001,0.000,,,
cube_d2_k5,32,0,10,750,250,0.216,0.004,0.104,0.000,0.049,0.017
cube_d2_k5,32,1,250,250,122,0.033,0.024,0.070,0.000,0.026,0.015
cube_d2_k5,32,2,122,122,64,0.021,0.014,0.039,0.000,0.016,0.009
cube_d2_k5,32,3,64,64,32,0.015,0.008,0.024,0.000,0.011,0.007
cube_d2_k5,32,4,32,32,16,0.010,0.005,0.016,0.000,0.008,0.004
cube_d2_k5,32,5,16,16,8,0.007,0.003,0.011,0.000,0.006,0.002
cube_d2_k5,32,6,8,8,4,0.006,0.002,0.008,0.000,0.005,0.001
cube_d2_k5,32,7,4,4,2,0.004,0.001,0.007,0.000,0.005,0.001
cube_d2_k5,32,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,32,0,10,750,250,0.260,0.004,0.102,0.000,0.049,0.017
cube_d2_k5,32,1,250,250,122,0.033,0.023,0.059,0.000,0.026,0.015
cube_d2_k5,32,2,122,122,64,0.021,0.013,0.039,0.000,0.017,0.009
cube_d2_k5,32,3,64,64,32,0.013,0.008,0.025,0.000,0.011,0.007
cube_d2_k5,32,4,32,32,16,0.014,0.005,0.016,0.000,0.008,0.004
cube_d2_k5,32,5,16,16,8,0.009,0.003,0.011,0.000,0.006,0.002
cube_d2_k5,32,6,8,8,4,0.006,0.002,0.008,0.000,0.005,0.001
cube_d2_k5,32,7,4,4,2,0.004,0.001,0.007,0.000,0.005,0.001
cube_d2_k5,32,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,32,0,10,750,250,0.247,0.004,0.094,0.000,0.045,0.016
cube_d2_k5,32,1,250,250,122,0.031,0.025,0.060,0.000,0.027,0.015
cube_d2_k5,32,2,122,122,64,0.020,0.014,0.039,0.000,0.017,0.009
cube_d2_k5,32,3,64,64,32,0.017,0.008,0.024,0.000,0.011,0.007
cube_d2_k5,32,4,32,32,16,0.014,0.005,0.015,0.000,0.008,0.004
cube_d2_k5,32,5,16,16,8,0.008,0.003,0.011,0.000,0.006,0.002
cube_d2_k5,32,6,8,8,4,0.007,0.002,0.008,0.000,0.005,0.001
cube_d2_k5,32,7,4,4,2,0.004,0.001,0.007,0.000,0.005,0.001
cube_d2_k5,32,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,32,0,10,750,250,0.222,0.004,0.102,0.000,0.049,0.016
cube_d2_k5,32,1,250,250,122,0.033,0.023,0.060,0.000,0.027,0.015
cube_d2_k5,32,2,122,122,64,0.022,0.013,0.038,0.000,0.016,0.009
cube_d2_k5,32,3,64,64,32,0.014,0.009,0.024,0.000,0.011,0.007
cube_d2_k5,32,4,32,32,16,0.014,0.005,0.015,0.000,0.008,0.004
cube_d2_k5,32,5,16,16,8,0.007,0.003,0.011,0.000,0.006,0.002
cube_d2_k5,32,6,8,8,4,0.006,0.002,0.008,0.000,0.005,0.001
cube_d2_k5,32,7,4,4,2,0.003,0.001,0.007,0.000,0.005,0.001
cube_d2_k5,32,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,32,0,10,750,250,0.224,0.004,0.093,0.000,0.044,0.016
cube_d2_k5,32,1,250,250,122,0.033,0.023,0.059,0.000,0.027,0.015
cube_d2_k5,32,2,122,122,64,0.021,0.014,0.039,0.000,0.017,0.009
cube_d2_k5,32,3,64,64,32,0.017,0.008,0.024,0.000,0.011,0.007
cube_d2_k5,32,4,32,32,16,0.014,0.005,0.015,0.000,0.008,0.004
cube_d2_k5,32,5,16,16,8,0.008,0.003,0.011,0.000,0.006,0.002
cube_d2_k5,32,6,8,8,4,0.006,0.002,0.008,0.000,0.005,0.001
cube_d2_k5,32,7,4,4,2,0.004,0.001,0.007,0.000,0.005,0.001
cube_d2_k5,32,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,64,0,10,750,250,0.927,0.007,1.083,0.000,0.732,0.298
cube_d2_k5,64,1,250,250,122,0.557,0.275,0.474,0.000,0.385,0.043
cube_d2_k5,64,2,122,122,64,0.546,0.035,0.362,0.000,0.032,0.300
cube_d2_k5,64,3,64,64,32,0.497,0.229,0.050,0.000,0.022,0.014
cube_d2_k5,64,4,32,32,16,0.237,0.013,0.031,0.000,0.013,0.010
cube_d2_k5,64,5,16,16,8,0.232,0.006,0.018,0.000,0.010,0.004
cube_d2_k5,64,6,8,8,4,0.010,0.004,0.013,0.000,0.008,0.002
