workload,leaves,fns,nodes,merges,depth,algorithm,trial,parlay_threads,union_style,dnc_cutoff,wallclock_ms
small,1000,4,10000,2000,1,par_close,2,64,dnc,16,3.4608
small,1000,4,10000,2000,1,par_close,3,64,dnc,16,3.4378
small,1000,4,10000,2000,1,par_close,4,64,dnc,16,3.3477
medium,10000,8,200000,20000,1,nelson_seq,0,64,dnc,16,142.8543
medium,10000,8,200000,20000,1,nelson_seq,1,64,dnc,16,144.5121
medium,10000,8,200000,20000,1,nelson_seq,2,64,dnc,16,141.7544
medium,10000,8,200000,20000,1,nelson_seq,3,64,dnc,16,142.1988
medium,10000,8,200000,20000,1,nelson_seq,4,64,dnc,16,144.2882
medium,10000,8,200000,20000,1,par_close,0,64,dnc,16,10.6329
medium,10000,8,200000,20000,1,par_close,1,64,dnc,16,10.7739
medium,10000,8,200000,20000,1,par_close,2,64,dnc,16,9.7840
medium,10000,8,200000,20000,1,par_close,3,64,dnc,16,10.1676
medium,10000,8,200000,20000,1,par_close,4,64,dnc,16,9.6844
large,50000,16,1000000,100000,1,nelson_seq,0,64,dnc,16,1118.6604
large,50000,16,1000000,100000,1,nelson_seq,1,64,dnc,16,1128.8277
large,50000,16,1000000,100000,1,nelson_seq,2,64,dnc,16,1135.5841
large,50000,16,1000000,100000,1,nelson_seq,3,64,dnc,16,1143.9423
large,50000,16,1000000,100000,1,nelson_seq,4,64,dnc,16,1147.3528
large,50000,16,1000000,100000,1,par_close,0,64,dnc,16,36.8754
large,50000,16,1000000,100000,1,par_close,1,64,dnc,16,37.6465
large,50000,16,1000000,100000,1,par_close,2,64,dnc,16,37.9349
large,50000,16,1000000,100000,1,par_close,3,64,dnc,16,38.6662
large,50000,16,1000000,100000,1,par_close,4,64,dnc,16,36.4297
deep-s,1000,4,10000,2000,3,nelson_seq,0,64,dnc,16,4.6774
deep-s,1000,4,10000,2000,3,nelson_seq,1,64,dnc,16,5.1026
deep-s,1000,4,10000,2000,3,nelson_seq,2,64,dnc,16,5.1405
deep-s,1000,4,10000,2000,3,nelson_seq,3,64,dnc,16,4.9551
deep-s,1000,4,10000,2000,3,nelson_seq,4,64,dnc,16,4.9424
deep-s,1000,4,10000,2000,3,par_close,0,64,dnc,16,2.4889
deep-s,1000,4,10000,2000,3,par_close,1,64,dnc,16,2.4236
deep-s,1000,4,10000,2000,3,par_close,2,64,dnc,16,2.4489
deep-s,1000,4,10000,2000,3,par_close,3,64,dnc,16,2.5342
deep-s,1000,4,10000,2000,3,par_close,4,64,dnc,16,2.4298
deep-m,10000,8,200000,20000,3,nelson_seq,0,64,dnc,16,144.8764
deep-m,10000,8,200000,20000,3,nelson_seq,1,64,dnc,16,145.9344
deep-m,10000,8,200000,20000,3,nelson_seq,2,64,dnc,16,144.1665
deep-m,10000,8,200000,20000,3,nelson_seq,3,64,dnc,16,147.5370
deep-m,10000,8,200000,20000,3,nelson_seq,4,64,dnc,16,146.2646
deep-m,10000,8,200000,20000,3,par_close,0,64,dnc,16,19.7822
deep-m,10000,8,200000,20000,3,par_close,1,64,dnc,16,19.3362
deep-m,10000,8,200000,20000,3,par_close,2,64,dnc,16,19.6325
deep-m,10000,8,200000,20000,3,par_close,3,64,dnc,16,19.6274
deep-m,10000,8,200000,20000,3,par_close,4,64,dnc,16,19.1422
deep-l,50000,16,1000000,100000,3,nelson_seq,0,64,dnc,16,1049.3699
deep-l,50000,16,1000000,100000,3,nelson_seq,1,64,dnc,16,1060.4591
deep-l,50000,16,1000000,100000,3,nelson_seq,2,64,dnc,16,1057.8678
deep-l,50000,16,1000000,100000,3,nelson_seq,3,64,dnc,16,1056.0950
deep-l,50000,16,1000000,100000,3,nelson_seq,4,64,dnc,16,1050.1816
deep-l,50000,16,1000000,100000,3,par_close,0,64,dnc,16,29.1098
deep-l,50000,16,1000000,100000,3,par_close,1,64,dnc,16,29.3756
deep-l,50000,16,1000000,100000,3,par_close,2,64,dnc,16,30.0116
deep-l,50000,16,1000000,100000,3,par_close,3,64,dnc,16,28.6948
deep-l,50000,16,1000000,100000,3,par_close,4,64,dnc,16,28.9515
small,1000,4,10000,2000,1,nelson_seq,0,128,dnc,16,5.0162
small,1000,4,10000,2000,1,nelson_seq,1,128,dnc,16,4.8491
small,1000,4,10000,2000,1,nelson_seq,2,128,dnc,16,4.9857
small,1000,4,10000,2000,1,nelson_seq,3,128,dnc,16,4.9926
small,1000,4,10000,2000,1,nelson_seq,4,128,dnc,16,4.8534
small,1000,4,10000,2000,1,par_close,0,128,dnc,16,20.8019
small,1000,4,10000,2000,1,par_close,1,128,dnc,16,15.1949
small,1000,4,10000,2000,1,par_close,2,128,dnc,16,6.8334
small,1000,4,10000,2000,1,par_close,3,128,dnc,16,8.4286
small,1000,4,10000,2000,1,par_close,4,128,dnc,16,8.1723
medium,10000,8,200000,20000,1,nelson_seq,0,128,dnc,16,160.9198
medium,10000,8,200000,20000,1,nelson_seq,1,128,dnc,16,162.1801
medium,10000,8,200000,20000,1,nelson_seq,2,128,dnc,16,161.8543
medium,10000,8,200000,20000,1,nelson_seq,3,128,dnc,16,167.0509
medium,10000,8,200000,20000,1,nelson_seq,4,128,dnc,16,159.4644
medium,10000,8,200000,20000,1,par_close,0,128,dnc,16,13.6090
medium,10000,8,200000,20000,1,par_close,1,128,dnc,16,12.0270
medium,10000,8,200000,20000,1,par_close,2,128,dnc,16,11.0431
medium,10000,8,200000,20000,1,par_close,3,128,dnc,16,12.1660
medium,10000,8,200000,20000,1,par_close,4,128,dnc,16,11.0249
large,50000,16,1000000,100000,1,nelson_seq,0,128,dnc,16,1278.1640
large,50000,16,1000000,100000,1,nelson_seq,1,128,dnc,16,1278.6921
large,50000,16,1000000,100000,1,nelson_seq,2,128,dnc,16,1286.2329
large,50000,16,1000000,100000,1,nelson_seq,3,128,dnc,16,1282.3865
large,50000,16,1000000,100000,1,nelson_seq,4,128,dnc,16,1276.6822
large,50000,16,1000000,100000,1,par_close,0,128,dnc,16,41.5788
large,50000,16,1000000,100000,1,par_close,1,128,dnc,16,39.2937
large,50000,16,1000000,100000,1,par_close,2,128,dnc,16,39.4267
large,50000,16,1000000,100000,1,par_close,3,128,dnc,16,37.6550
large,50000,16,1000000,100000,1,par_close,4,128,dnc,16,37.8178
deep-s,1000,4,10000,2000,3,nelson_seq,0,128,dnc,16,5.5395
deep-s,1000,4,10000,2000,3,nelson_seq,1,128,dnc,16,5.9006
deep-s,1000,4,10000,2000,3,nelson_seq,2,128,dnc,16,5.8505
deep-s,1000,4,10000,2000,3,nelson_seq,3,128,dnc,16,5.5533
deep-s,1000,4,10000,2000,3,nelson_seq,4,128,dnc,16,5.5570
deep-s,1000,4,10000,2000,3,par_close,0,128,dnc,16,2.8495
deep-s,1000,4,10000,2000,3,par_close,1,128,dnc,16,2.8683
deep-s,1000,4,10000,2000,3,par_close,2,128,dnc,16,3.6929
deep-s,1000,4,10000,2000,3,par_close,3,128,dnc,16,3.6095
deep-s,1000,4,10000,2000,3,par_close,4,128,dnc,16,2.8944
deep-m,10000,8,200000,20000,3,nelson_seq,0,128,dnc,16,163.6213
deep-m,10000,8,200000,20000,3,nelson_seq,1,128,dnc,16,163.7633
deep-m,10000,8,200000,20000,3,nelson_seq,2,128,dnc,16,163.4490
deep-m,10000,8,200000,20000,3,nelson_seq,3,128,dnc,16,162.7857
deep-m,10000,8,200000,20000,3,nelson_seq,4,128,dnc,16,162.5790
deep-m,10000,8,200000,20000,3,par_close,0,128,dnc,16,21.2250
deep-m,10000,8,200000,20000,3,par_close,1,128,dnc,16,22.1985
deep-m,10000,8,200000,20000,3,par_close,2,128,dnc,16,21.3305
deep-m,10000,8,200000,20000,3,par_close,3,128,dnc,16,19.8968
deep-m,10000,8,200000,20000,3,par_close,4,128,dnc,16,19.7265
deep-l,50000,16,1000000,100000,3,nelson_seq,0,128,dnc,16,1126.2876
deep-l,50000,16,1000000,100000,3,nelson_seq,1,128,dnc,16,1125.8605
deep-l,50000,16,1000000,100000,3,nelson_seq,2,128,dnc,16,1126.8255
deep-l,50000,16,1000000,100000,3,nelson_seq,3,128,dnc,16,1121.1675
deep-l,50000,16,1000000,100000,3,nelson_seq,4,128,dnc,16,1128.3597
deep-l,50000,16,1000000,100000,3,par_close,0,128,dnc,16,29.1718
deep-l,50000,16,1000000,100000,3,par_close,1,128,dnc,16,28.7811
deep-l,50000,16,1000000,100000,3,par_close,2,128,dnc,16,29.3077
deep-l,50000,16,1000000,100000,3,par_close,3,128,dnc,16,29.2108
deep-l,50000,16,1000000,100000,3,par_close,4,128,dnc,16,29.6108
