workload,parlay_threads,round,work,frontier,next,consolidate_ms,frontier_ms,semisort_ms,keyed_ms,group_by_ms,per_group_ms
4XL,64,0,100000,5333332,2666666,1.985,1.227,57.164,0.000,16.172,9.780
4XL,64,1,2666666,5333332,2666666,24.873,5.774,54.941,0.000,12.079,5.626
4XL,64,2,2666666,5333336,112,24.468,4.799,74.687,0.000,25.697,8.132
4XL,64,3,112,0,0,0.073,0.023,0.000,,,
4XL,64,0,100000,5333332,2666666,1.858,1.197,53.811,0.000,13.587,9.668
4XL,64,1,2666666,5333332,2666666,23.185,5.856,55.785,0.000,12.664,5.482
4XL,64,2,2666666,5333336,112,25.278,5.155,76.483,0.000,26.116,8.293
4XL,64,3,112,0,0,0.068,0.024,0.000,,,
4XL,64,0,100000,5333332,2666666,1.785,1.274,53.455,0.000,12.899,9.677
4XL,64,1,2666666,5333332,2666666,23.174,5.855,55.618,0.000,12.611,5.521
4XL,64,2,2666666,5333336,112,25.197,5.938,74.823,0.000,25.358,8.185
4XL,64,3,112,0,0,0.069,0.025,0.000,,,
4XL,8,0,100000,5333332,2666666,5.284,2.205,270.076,0.000,36.199,57.498
4XL,8,1,2666666,5333332,2666666,111.216,12.074,299.405,0.000,43.330,36.984
4XL,8,2,2666666,5333336,112,150.147,12.025,421.932,0.000,138.782,37.984
4XL,8,3,112,0,0,0.084,0.015,0.000,,,
4XL,8,0,100000,5333332,2666666,4.840,1.291,260.717,0.000,33.288,55.440
4XL,8,1,2666666,5333332,2666666,109.927,7.240,298.611,0.000,35.428,38.912
4XL,8,2,2666666,5333336,112,146.328,11.251,425.736,0.000,140.350,37.637
4XL,8,3,112,0,0,0.077,0.015,0.000,,,
4XL,8,0,100000,5333332,2666666,5.197,1.344,284.071,0.000,33.680,55.862
4XL,8,1,2666666,5333332,2666666,113.679,8.201,329.625,0.000,34.192,39.588
4XL,8,2,2666666,5333336,112,151.476,11.406,476.231,0.000,147.011,43.341
4XL,8,3,112,0,0,0.089,0.030,0.000,,,
4XL,8,0,100000,5333332,2666666,5.268,1.294,282.109,0.000,33.113,55.847
4XL,8,1,2666666,5333332,2666666,109.802,7.858,329.610,0.000,35.518,38.641
4XL,8,2,2666666,5333336,112,150.148,11.567,475.483,0.000,147.466,43.115
4XL,8,3,112,0,0,0.082,0.031,0.000,,,
4XL,8,0,100000,5333332,2666666,5.251,1.382,283.384,0.000,33.479,55.582
4XL,8,1,2666666,5333332,2666666,109.843,8.179,327.226,0.000,34.437,38.234
4XL,8,2,2666666,5333336,112,150.679,11.502,478.644,0.000,148.548,43.784
4XL,8,3,112,0,0,0.082,0.029,0.000,,,
4XL,8,0,100000,5333332,2666666,5.369,1.377,282.075,0.000,32.589,54.938
4XL,8,1,2666666,5333332,2666666,110.817,10.524,328.012,0.000,34.789,38.801
4XL,8,2,2666666,5333336,112,152.093,12.192,480.266,0.000,147.756,44.765
4XL,8,3,112,0,0,0.093,0.030,0.000,,,
8XL,1,0,100000,10666666,5333333,26.222,14.330,3782.211,0.000,600.516,408.236
8XL,1,1,5333333,10666666,5333333,1615.769,113.169,4730.499,0.000,542.601,403.355
8XL,1,2,5333333,10666668,434,1901.737,142.218,6324.944,0.000,1711.783,419.846
8XL,1,3,434,0,0,0.420,0.023,0.000,,,
8XL,1,0,100000,10666666,5333333,26.110,13.917,3805.177,0.000,597.607,407.468
8XL,1,1,5333333,10666666,5333333,1626.172,103.999,4686.838,0.000,519.345,410.366
8XL,1,2,5333333,10666668,434,1887.125,141.311,6288.289,0.000,1697.677,408.870
8XL,1,3,434,0,0,0.416,0.023,0.000,,,
8XL,1,0,100000,10666666,5333333,25.872,14.002,3759.147,0.000,597.554,407.696
8XL,1,1,5333333,10666666,5333333,1611.410,103.999,4692.056,0.000,514.279,406.837
8XL,1,2,5333333,10666668,434,1899.805,140.681,6897.517,0.000,1992.343,571.546
8XL,1,3,434,0,0,0.445,0.026,0.000,,,
8XL,1,0,100000,10666666,5333333,26.223,13.899,3752.435,0.000,596.267,407.319
8XL,1,1,5333333,10666666,5333333,1609.373,104.970,4707.580,0.000,518.762,413.036
8XL,1,2,5333333,10666668,434,1899.125,141.733,6897.540,0.000,1996.510,570.805
8XL,1,3,434,0,0,0.439,0.026,0.000,,,
8XL,1,0,100000,10666666,5333333,26.399,13.902,3747.083,0.000,595.664,405.271
8XL,1,1,5333333,10666666,5333333,1618.399,104.323,4692.791,0.000,513.673,408.737
8XL,1,2,5333333,10666668,434,1906.619,141.689,6910.089,0.000,2006.591,575.606
8XL,1,3,434,0,0,0.434,0.024,0.000,,,
8XL,1,0,100000,10666666,5333333,26.368,13.881,3742.087,0.000,596.087,405.460
8XL,1,1,5333333,10666666,5333333,1611.272,103.860,4696.111,0.000,518.573,415.712
8XL,1,2,5333333,10666668,434,1899.836,141.976,6909.852,0.000,2004.324,576.004
8XL,1,3,434,0,0,0.425,0.026,0.000,,,
8XL,128,0,100000,10666666,5333333,14.142,29.382,165.811,0.000,41.090,42.531
8XL,128,1,5333333,10666666,5333333,49.248,13.581,155.015,0.000,72.232,16.713
8XL,128,2,5333333,10666668,434,46.080,11.604,133.649,0.000,43.916,22.576
8XL,128,3,434,0,0,0.201,0.058,0.000,,,
8XL,128,0,100000,10666666,5333333,2.785,2.467,100.920,0.000,30.345,16.798
8XL,128,1,5333333,10666666,5333333,41.325,9.379,125.480,0.000,51.636,8.226
8XL,128,2,5333333,10666668,434,31.317,9.931,123.865,0.000,38.276,15.656
8XL,128,3,434,0,0,0.232,0.067,0.000,,,
8XL,128,0,100000,10666666,5333333,2.842,2.460,101.215,0.000,28.160,18.005
8XL,128,1,5333333,10666666,5333333,40.515,9.265,104.601,0.000,28.496,8.252
8XL,128,2,5333333,10666668,434,31.055,9.468,125.081,0.000,39.938,15.613
8XL,128,3,434,0,0,0.200,0.063,0.000,,,
8XL,128,0,100000,10666666,5333333,3.072,2.305,99.041,0.000,27.651,17.193
8XL,128,1,5333333,10666666,5333333,41.045,8.341,127.903,0.000,54.043,8.306
8XL,128,2,5333333,10666668,434,30.917,10.226,125.748,0.000,39.620,15.326
8XL,128,3,434,0,0,0.197,0.060,0.000,,,
8XL,128,0,100000,10666666,5333333,3.071,2.386,98.718,0.000,27.266,17.454
8XL,128,1,5333333,10666666,5333333,40.773,9.479,170.037,0.000,94.576,8.382
8XL,128,2,5333333,10666668,434,30.933,10.409,127.419,0.000,41.203,15.680
8XL,128,3,434,0,0,0.206,0.056,0.000,,,
8XL,128,0,100000,10666666,5333333,3.878,2.328,100.154,0.000,28.243,17.518
8XL,128,1,5333333,10666666,5333333,41.377,9.436,103.884,0.000,29.744,8.475
8XL,128,2,5333333,10666668,434,31.157,9.607,125.542,0.000,39.336,15.319
8XL,128,3,434,0,0,0.197,0.060,0.000,,,
8XL,16,0,100000,10666666,5333333,4.399,4.457,288.238,0.000,36.228,69.578
8XL,16,1,5333333,10666666,5333333,126.203,19.020,342.411,0.000,62.418,38.141
8XL,16,2,5333333,10666668,434,141.940,13.120,463.346,0.000,149.879,40.369
8XL,16,3,434,0,0,0.178,0.049,0.000,,,
8XL,16,0,100000,10666666,5333333,4.464,2.000,270.451,0.000,26.667,65.125
8XL,16,1,5333333,10666666,5333333,123.818,9.553,321.439,0.000,41.798,38.519
8XL,16,2,5333333,10666668,434,141.982,11.493,464.725,0.000,148.754,40.669
8XL,16,3,434,0,0,0.176,0.047,0.000,,,
8XL,16,0,100000,10666666,5333333,3.472,1.993,272.930,0.000,27.406,64.673
8XL,16,1,5333333,10666666,5333333,123.050,9.512,318.526,0.000,39.469,38.016
8XL,16,2,5333333,10666668,434,142.166,11.443,462.223,0.000,149.048,40.123
8XL,16,3,434,0,0,0.177,0.048,0.000,,,
8XL,16,0,100000,10666666,5333333,3.503,1.898,273.764,0.000,27.207,67.170
8XL,16,1,5333333,10666666,5333333,121.195,11.457,326.678,0.000,45.808,38.951
8XL,16,2,5333333,10666668,434,142.134,11.031,467.944,0.000,150.613,41.486
8XL,16,3,434,0,0,0.173,0.048,0.000,,,
8XL,16,0,100000,10666666,5333333,3.555,1.921,271.323,0.000,27.011,64.300
8XL,16,1,5333333,10666666,5333333,123.729,9.544,325.877,0.000,46.046,37.950
8XL,16,2,5333333,10666668,434,143.185,11.015,471.072,0.000,152.926,42.047
8XL,16,3,434,0,0,0.188,0.047,0.000,,,
8XL,16,0,100000,10666666,5333333,3.400,1.933,285.573,0.000,28.129,62.676
8XL,16,1,5333333,10666666,5333333,124.509,13.320,347.075,0.000,40.298,36.937
8XL,16,2,5333333,10666668,434,138.653,10.045,507.720,0.000,152.106,46.491
8XL,16,3,434,0,0,0.196,0.061,0.000,,,
8XL,2,0,100000,10666666,5333333,19.409,9.624,1983.535,0.000,149.772,382.486
8XL,2,1,5333333,10666666,5333333,877.908,51.242,2500.761,0.000,254.607,259.947
8XL,2,2,5333333,10666668,434,1020.114,64.033,3340.649,0.000,902.997,226.948
8XL,2,3,434,0,0,0.366,0.037,0.000,,,
8XL,2,0,100000,10666666,5333333,17.597,8.420,1963.207,0.000,148.123,375.490
8XL,2,1,5333333,10666666,5333333,871.647,50.099,2495.297,0.000,251.001,268.576
8XL,2,2,5333333,10666668,434,1019.741,64.777,3373.873,0.000,913.440,231.293
8XL,2,3,434,0,0,0.354,0.037,0.000,,,
8XL,2,0,100000,10666666,5333333,18.951,8.508,1953.622,0.000,146.813,373.648
8XL,2,1,5333333,10666666,5333333,873.028,49.943,2501.236,0.000,247.211,264.822
8XL,2,2,5333333,10666668,434,1030.815,65.147,3662.003,0.000,1066.208,306.881
8XL,2,3,434,0,0,0.393,0.041,0.000,,,
8XL,2,0,100000,10666666,5333333,18.131,8.398,1959.837,0.000,146.935,373.327
8XL,2,1,5333333,10666666,5333333,873.588,50.995,2506.448,0.000,250.270,270.235
8XL,2,2,5333333,10666668,434,1024.998,66.022,3642.069,0.000,1055.446,299.832
8XL,2,3,434,0,0,0.380,0.040,0.000,,,
8XL,2,0,100000,10666666,5333333,18.932,8.474,1961.859,0.000,147.829,374.849
8XL,2,1,5333333,10666666,5333333,870.895,50.849,2487.731,0.000,247.156,265.896
8XL,2,2,5333333,10666668,434,1028.064,65.966,3675.441,0.000,1072.818,308.055
8XL,2,3,434,0,0,0.381,0.039,0.000,,,
8XL,2,0,100000,10666666,5333333,17.662,8.436,1948.855,0.000,148.526,373.469
8XL,2,1,5333333,10666666,5333333,877.321,49.709,2502.588,0.000,250.590,269.858
8XL,2,2,5333333,10666668,434,1028.298,65.017,3665.828,0.000,1064.271,303.767
8XL,2,3,434,0,0,0.366,0.040,0.000,,,
8XL,32,0,100000,10666666,5333333,4.467,6.951,186.896,0.000,35.122,43.068
8XL,32,1,5333333,10666666,5333333,72.245,13.542,210.689,0.000,46.175,24.128
8XL,32,2,5333333,10666668,434,74.928,10.043,268.141,0.000,85.109,25.718
8XL,32,3,434,0,0,0.219,0.048,0.000,,,
8XL,32,0,100000,10666666,5333333,2.511,2.331,166.419,0.000,26.452,35.456
8XL,32,1,5333333,10666666,5333333,69.984,10.489,205.432,0.000,43.902,19.296
8XL,32,2,5333333,10666668,434,76.942,8.453,267.853,0.000,83.982,24.842
8XL,32,3,434,0,0,0.183,0.049,0.000,,,
8XL,32,0,100000,10666666,5333333,3.414,2.529,169.609,0.000,28.128,37.143
8XL,32,1,5333333,10666666,5333333,74.094,12.760,203.994,0.000,43.317,19.204
8XL,32,2,5333333,10666668,434,77.606,9.087,270.067,0.000,85.023,25.395
8XL,32,3,434,0,0,0.199,0.057,0.000,,,
8XL,32,0,100000,10666666,5333333,2.672,2.311,167.661,0.000,26.418,37.021
8XL,32,1,5333333,10666666,5333333,69.826,10.647,198.021,0.000,38.172,18.683
8XL,32,2,5333333,10666668,434,78.508,9.922,271.616,0.000,86.306,25.547
8XL,32,3,434,0,0,0.182,0.051,0.000,,,
8XL,32,0,100000,10666666,5333333,2.519,2.328,167.247,0.000,25.579,37.538
8XL,32,1,5333333,10666666,5333333,71.513,9.883,204.157,0.000,42.902,17.719
8XL,32,2,5333333,10666668,434,78.644,8.887,271.198,0.000,86.417,25.549
8XL,32,3,434,0,0,0.182,0.061,0.000,,,
8XL,32,0,100000,10666666,5333333,2.568,2.254,167.320,0.000,26.114,37.607
8XL,32,1,5333333,10666666,5333333,72.514,11.322,188.721,0.000,29.700,18.103
8XL,32,2,5333333,10666668,434,79.290,10.021,272.066,0.000,86.694,25.527
8XL,32,3,434,0,0,0.230,0.052,0.000,,,
8XL,4,0,100000,10666666,5333333,10.587,4.827,1050.498,0.000,78.966,240.143
8XL,4,1,5333333,10666666,5333333,460.849,27.499,1292.240,0.000,132.321,143.878
8XL,4,2,5333333,10666668,434,528.119,33.484,1849.680,0.000,499.811,132.253
8XL,4,3,434,0,0,0.303,0.076,0.000,,,
8XL,4,0,100000,10666666,5333333,10.285,4.162,1094.205,0.000,73.109,242.834
8XL,4,1,5333333,10666666,5333333,491.113,26.726,1413.334,0.000,126.735,148.830
8XL,4,2,5333333,10666668,434,564.279,33.906,1978.566,0.000,538.818,156.397
8XL,4,3,434,0,0,0.286,0.069,0.000,,,
8XL,4,0,100000,10666666,5333333,10.628,4.099,1092.081,0.000,73.385,239.767
8XL,4,1,5333333,10666666,5333333,488.555,24.794,1409.057,0.000,122.872,149.430
8XL,4,2,5333333,10666668,434,566.529,34.447,1973.515,0.000,537.511,157.237
8XL,4,3,434,0,0,0.324,0.069,0.000,,,
8XL,4,0,100000,10666666,5333333,10.053,4.050,1098.675,0.000,74.121,243.539
8XL,4,1,5333333,10666666,5333333,491.268,25.189,1410.216,0.000,124.527,151.542
8XL,4,2,5333333,10666668,434,571.436,34.662,2021.753,0.000,562.749,170.973
8XL,4,3,434,0,0,0.297,0.070,0.000,,,
8XL,4,0,100000,10666666,5333333,10.680,4.138,1090.170,0.000,74.264,232.467
8XL,4,1,5333333,10666666,5333333,482.586,26.628,1408.295,0.000,123.171,149.085
8XL,4,2,5333333,10666668,434,570.043,34.289,1955.519,0.000,530.333,150.123
8XL,4,3,434,0,0,0.293,0.064,0.000,,,
8XL,4,0,100000,10666666,5333333,10.364,4.195,1090.836,0.000,73.423,238.182
8XL,4,1,5333333,10666666,5333333,486.001,26.278,1414.766,0.000,124.857,151.627
8XL,4,2,5333333,10666668,434,567.269,34.586,2041.991,0.000,569.860,175.648
8XL,4,3,434,0,0,0.308,0.078,0.000,,,
8XL,64,0,100000,10666666,5333333,6.512,12.641,147.181,0.000,35.169,27.601
8XL,64,1,5333333,10666666,5333333,50.635,14.713,166.836,0.000,53.365,19.983
8XL,64,2,5333333,10666668,434,48.349,11.083,174.580,0.000,57.523,18.638
8XL,64,3,434,0,0,0.172,0.057,0.000,,,
8XL,64,0,100000,10666666,5333333,2.382,2.883,127.322,0.000,26.151,21.438
8XL,64,1,5333333,10666666,5333333,47.686,9.888,132.965,0.000,27.890,10.339
8XL,64,2,5333333,10666668,434,43.075,8.744,171.455,0.000,53.662,17.054
8XL,64,3,434,0,0,0.173,0.042,0.000,,,
8XL,64,0,100000,10666666,5333333,2.364,2.283,127.154,0.000,24.882,21.857
8XL,64,1,5333333,10666666,5333333,45.697,8.113,160.178,0.000,55.457,10.322
8XL,64,2,5333333,10666668,434,43.842,9.531,172.264,0.000,55.212,17.553
8XL,64,3,434,0,0,0.184,0.044,0.000,,,
8XL,64,0,100000,10666666,5333333,2.249,2.403,125.502,0.000,26.800,22.261
8XL,64,1,5333333,10666666,5333333,45.955,8.873,133.746,0.000,28.082,10.298
8XL,64,2,5333333,10666668,434,45.148,9.102,170.335,0.000,54.762,17.716
8XL,64,3,434,0,0,0.174,0.053,0.000,,,
8XL,64,0,100000,10666666,5333333,2.362,2.339,125.621,0.000,27.569,22.695
8XL,64,1,5333333,10666666,5333333,46.870,10.372,141.599,0.000,36.185,10.179
8XL,64,2,5333333,10666668,434,44.572,9.196,168.496,0.000,55.539,17.558
8XL,64,3,434,0,0,0.178,0.048,0.000,,,
8XL,64,0,100000,10666666,5333333,2.237,2.611,123.515,0.000,25.521,22.519
8XL,64,1,5333333,10666666,5333333,46.448,9.256,127.545,0.000,27.910,10.743
8XL,64,2,5333333,10666668,434,46.740,9.442,167.992,0.000,55.595,17.812
8XL,64,3,434,0,0,0.174,0.050,0.000,,,
8XL,8,0,100000,10666666,5333333,6.304,4.764,513.514,0.000,45.438,118.461
8XL,8,1,5333333,10666666,5333333,232.469,17.141,619.509,0.000,77.078,70.669
8XL,8,2,5333333,10666668,434,266.088,19.060,875.377,0.000,269.862,74.180
8XL,8,3,434,0,0,0.197,0.049,0.000,,,
8XL,8,0,100000,10666666,5333333,5.775,2.353,507.772,0.000,38.747,119.745
8XL,8,1,5333333,10666666,5333333,227.480,15.045,609.707,0.000,68.628,71.956
8XL,8,2,5333333,10666668,434,264.043,17.437,881.849,0.000,273.761,74.651
8XL,8,3,434,0,0,0.196,0.047,0.000,,,
8XL,8,0,100000,10666666,5333333,5.850,2.625,554.655,0.000,39.805,126.143
8XL,8,1,5333333,10666666,5333333,239.383,14.890,679.022,0.000,66.334,71.585
8XL,8,2,5333333,10666668,434,288.219,18.242,996.207,0.000,294.404,88.095
8XL,8,3,434,0,0,0.248,0.051,0.000,,,
8XL,8,0,100000,10666666,5333333,5.789,2.589,552.588,0.000,39.800,125.424
8XL,8,1,5333333,10666666,5333333,237.852,14.894,675.855,0.000,65.449,73.672
8XL,8,2,5333333,10666668,434,286.382,18.303,989.622,0.000,291.171,88.217
8XL,8,3,434,0,0,0.241,0.054,0.000,,,
8XL,8,0,100000,10666666,5333333,5.829,2.499,552.100,0.000,39.165,125.584
8XL,8,1,5333333,10666666,5333333,239.436,13.714,676.114,0.000,65.027,73.849
8XL,8,2,5333333,10666668,434,286.519,18.244,989.736,0.000,291.409,88.033
8XL,8,3,434,0,0,0.262,0.068,0.000,,,
8XL,8,0,100000,10666666,5333333,5.848,2.657,556.920,0.000,41.733,126.586
8XL,8,1,5333333,10666666,5333333,237.313,14.763,678.315,0.000,65.992,72.513
8XL,8,2,5333333,10666668,434,287.716,18.773,992.113,0.000,292.255,86.570
8XL,8,3,434,0,0,0.214,0.059,0.000,,,
XL,1,0,98194,1309196,646139,18.437,1.801,392.236,0.000,64.078,22.677
XL,1,1,646139,1292237,616539,136.510,12.668,455.856,0.000,87.371,46.343
XL,1,2,616539,1233075,12,263.065,33.266,533.128,0.000,184.617,38.309
XL,1,3,12,0,0,0.016,0.003,0.000,,,
XL,1,0,98194,1309196,646139,18.479,1.780,390.693,0.000,63.731,22.902
XL,1,1,646139,1292237,616539,137.126,12.823,466.493,0.000,89.889,52.811
XL,1,2,616539,1233075,12,262.622,34.482,529.024,0.000,178.803,35.478
XL,1,3,12,0,0,0.014,0.003,0.000,,,
XL,1,0,98194,1309196,646139,18.538,1.768,392.165,0.000,64.900,23.071
XL,1,1,646139,1292237,616539,133.366,12.780,466.746,0.000,88.379,53.188
XL,1,2,616539,1233075,12,267.070,35.118,564.093,0.000,195.453,45.077
XL,1,3,12,0,0,0.014,0.003,0.000,,,
XL,1,0,98194,1309196,646139,18.791,1.806,393.614,0.000,64.785,23.025
XL,1,1,646139,1292237,616539,133.478,13.122,469.860,0.000,90.133,55.759
XL,1,2,616539,1233075,12,267.636,35.554,559.490,0.000,195.204,44.960
XL,1,3,12,0,0,0.015,0.003,0.000,,,
XL,1,0,98194,1309196,646139,18.632,1.756,393.669,0.000,65.758,22.938
XL,1,1,646139,1292237,616539,138.167,12.866,464.086,0.000,88.046,52.330
XL,1,2,616539,1233075,12,266.323,35.569,567.031,0.000,197.159,46.110
XL,1,3,12,0,0,0.014,0.003,0.000,,,
XL,1,0,98194,1309196,646139,18.987,1.803,394.598,0.000,64.660,23.064
XL,1,1,646139,1292237,616539,138.316,12.695,471.182,0.000,90.114,55.977
XL,1,2,616539,1233075,12,266.800,35.342,561.943,0.000,197.908,45.918
XL,1,3,12,0,0,0.015,0.003,0.000,,,
XL,128,0,98194,1309196,646139,7.555,18.346,37.239,0.000,12.562,9.743
XL,128,1,646139,1292237,616539,20.862,3.240,20.355,0.000,10.944,1.803
XL,128,2,616539,1233075,12,9.703,3.598,19.117,0.000,7.407,5.913
XL,128,3,12,0,0,0.021,0.003,0.000,,,
XL,128,0,98194,1309196,646139,1.656,0.616,16.033,0.000,5.691,2.595
XL,128,1,646139,1292237,616539,10.063,2.139,14.062,0.000,4.087,1.718
XL,128,2,616539,1233075,12,11.064,2.121,12.395,0.000,5.113,1.647
XL,128,3,12,0,0,0.025,0.004,0.000,,,
XL,128,0,98194,1309196,646139,1.591,0.622,17.112,0.000,6.650,2.671
XL,128,1,646139,1292237,616539,7.282,1.688,13.798,0.000,4.352,1.691
XL,128,2,616539,1233075,12,8.177,2.042,12.613,0.000,5.272,1.648
XL,128,3,12,0,0,0.022,0.004,0.000,,,
XL,128,0,98194,1309196,646139,1.666,0.656,16.743,0.000,5.929,3.134
XL,128,1,646139,1292237,616539,6.963,1.615,13.844,0.000,4.402,1.693
XL,128,2,616539,1233075,12,8.027,2.161,12.554,0.000,5.125,1.664
XL,128,3,12,0,0,0.022,0.004,0.000,,,
XL,128,0,98194,1309196,646139,1.508,0.626,16.829,0.000,6.253,2.810
XL,128,1,646139,1292237,616539,6.838,2.147,14.633,0.000,4.259,1.744
XL,128,2,616539,1233075,12,8.273,2.033,13.022,0.000,5.582,1.674
XL,128,3,12,0,0,0.024,0.004,0.000,,,
XL,128,0,98194,1309196,646139,1.596,0.644,16.560,0.000,5.436,3.332
XL,128,1,646139,1292237,616539,7.813,1.990,13.621,0.000,4.237,1.698
XL,128,2,616539,1233075,12,7.890,2.376,12.561,0.000,5.081,1.677
XL,128,3,12,0,0,0.021,0.003,0.000,,,
XL,16,0,98194,1309196,646139,4.418,2.727,41.322,0.000,6.782,9.684
XL,16,1,646139,1292237,616539,19.123,2.527,39.034,0.000,8.390,6.263
XL,16,2,616539,1233075,12,29.602,3.956,44.797,0.000,17.506,4.590
XL,16,3,12,0,0,0.019,0.004,0.000,,,
XL,16,0,98194,1309196,646139,3.537,0.573,39.745,0.000,6.455,9.842
XL,16,1,646139,1292237,616539,16.833,1.816,39.317,0.000,8.518,6.627
XL,16,2,616539,1233075,12,29.038,3.778,44.364,0.000,17.124,4.440
XL,16,3,12,0,0,0.019,0.004,0.000,,,
XL,16,0,98194,1309196,646139,2.784,0.545,38.334,0.000,5.778,9.088
XL,16,1,646139,1292237,616539,16.003,2.732,38.257,0.000,7.107,6.646
XL,16,2,616539,1233075,12,29.413,4.243,45.220,0.000,17.601,4.544
XL,16,3,12,0,0,0.019,0.004,0.000,,,
XL,16,0,98194,1309196,646139,2.676,0.555,38.584,0.000,6.260,9.057
XL,16,1,646139,1292237,616539,16.334,2.894,38.765,0.000,7.243,6.870
XL,16,2,616539,1233075,12,29.798,3.934,45.283,0.000,17.530,4.482
XL,16,3,12,0,0,0.019,0.004,0.000,,,
XL,16,0,98194,1309196,646139,2.668,0.571,39.811,0.000,6.185,8.911
XL,16,1,646139,1292237,616539,17.416,2.507,39.060,0.000,7.437,6.741
XL,16,2,616539,1233075,12,29.484,3.932,45.664,0.000,17.680,4.568
XL,16,3,12,0,0,0.020,0.004,0.000,,,
XL,16,0,98194,1309196,646139,2.795,0.565,38.419,0.000,5.876,8.830
XL,16,1,646139,1292237,616539,16.880,1.967,38.931,0.000,7.376,6.972
XL,16,2,616539,1233075,12,30.195,3.971,45.369,0.000,17.559,4.468
XL,16,3,12,0,0,0.019,0.004,0.000,,,
XL,2,0,98194,1309196,646139,14.638,1.160,241.516,0.000,29.895,42.873
XL,2,1,646139,1292237,616539,94.155,6.865,266.260,0.000,42.751,42.078
XL,2,2,616539,1233075,12,165.590,18.266,311.332,0.000,106.755,23.366
XL,2,3,12,0,0,0.016,0.003,0.000,,,
XL,2,0,98194,1309196,646139,13.458,1.104,237.014,0.000,29.614,42.901
XL,2,1,646139,1292237,616539,91.935,6.708,272.232,0.000,45.332,46.211
XL,2,2,616539,1233075,12,166.421,18.221,310.171,0.000,106.820,22.319
XL,2,3,12,0,0,0.017,0.004,0.000,,,
XL,2,0,98194,1309196,646139,13.437,1.083,238.025,0.000,29.180,44.148
XL,2,1,646139,1292237,616539,91.586,6.762,272.963,0.000,43.513,47.012
XL,2,2,616539,1233075,12,167.370,17.882,326.179,0.000,114.858,26.550
XL,2,3,12,0,0,0.016,0.003,0.000,,,
XL,2,0,98194,1309196,646139,14.380,1.301,240.885,0.000,30.002,41.983
XL,2,1,646139,1292237,616539,93.099,6.774,275.487,0.000,45.408,49.025
XL,2,2,616539,1233075,12,168.243,18.111,326.627,0.000,115.054,26.518
XL,2,3,12,0,0,0.015,0.003,0.000,,,
XL,2,0,98194,1309196,646139,14.568,1.148,244.616,0.000,29.673,43.692
XL,2,1,646139,1292237,616539,93.695,6.795,269.598,0.000,43.678,46.723
XL,2,2,616539,1233075,12,167.917,18.367,327.128,0.000,116.693,27.422
XL,2,3,12,0,0,0.016,0.003,0.000,,,
XL,2,0,98194,1309196,646139,13.823,1.157,237.855,0.000,30.102,44.751
XL,2,1,646139,1292237,616539,92.870,6.713,272.293,0.000,45.503,49.003
XL,2,2,616539,1233075,12,168.683,18.080,324.971,0.000,116.545,27.083
XL,2,3,12,0,0,0.019,0.003,0.000,,,
XL,32,0,98194,1309196,646139,2.783,3.303,28.445,0.000,6.372,6.428
XL,32,1,646139,1292237,616539,11.443,2.158,23.470,0.000,6.283,3.565
XL,32,2,616539,1233075,12,16.123,2.688,26.111,0.000,10.559,3.819
XL,32,3,12,0,0,0.019,0.004,0.000,,,
XL,32,0,98194,1309196,646139,1.773,0.525,22.538,0.000,5.187,4.895
XL,32,1,646139,1292237,616539,9.605,1.813,22.961,0.000,4.617,3.678
XL,32,2,616539,1233075,12,14.666,2.275,23.925,0.000,9.523,2.789
XL,32,3,12,0,0,0.017,0.004,0.000,,,
XL,32,0,98194,1309196,646139,2.517,0.546,21.873,0.000,4.704,4.793
XL,32,1,646139,1292237,616539,9.438,1.580,21.831,0.000,4.876,3.585
XL,32,2,616539,1233075,12,17.081,2.700,24.677,0.000,9.925,2.789
XL,32,3,12,0,0,0.019,0.004,0.000,,,
XL,32,0,98194,1309196,646139,1.679,0.532,22.283,0.000,4.590,4.801
XL,32,1,646139,1292237,616539,9.292,1.942,22.346,0.000,4.768,3.557
XL,32,2,616539,1233075,12,16.977,2.935,24.960,0.000,9.822,2.731
XL,32,3,12,0,0,0.018,0.004,0.000,,,
XL,32,0,98194,1309196,646139,1.665,0.515,22.510,0.000,4.572,5.023
XL,32,1,646139,1292237,616539,9.550,1.859,22.684,0.000,4.874,3.633
XL,32,2,616539,1233075,12,14.237,2.180,25.183,0.000,9.898,2.744
XL,32,3,12,0,0,0.018,0.004,0.000,,,
XL,32,0,98194,1309196,646139,1.654,0.559,24.052,0.000,4.514,5.000
XL,32,1,646139,1292237,616539,8.957,2.028,22.770,0.000,4.854,3.586
XL,32,2,616539,1233075,12,14.225,2.493,25.370,0.000,9.987,2.825
XL,32,3,12,0,0,0.021,0.004,0.000,,,
XL,4,0,98194,1309196,646139,11.945,0.937,143.229,0.000,17.795,26.103
XL,4,1,646139,1292237,616539,54.861,4.499,159.219,0.000,24.165,22.731
XL,4,2,616539,1233075,12,96.298,10.538,195.585,0.000,65.280,18.090
XL,4,3,12,0,0,0.018,0.003,0.000,,,
XL,4,0,98194,1309196,646139,9.191,0.698,142.733,0.000,17.190,26.753
XL,4,1,646139,1292237,616539,53.956,4.395,157.179,0.000,23.899,21.795
XL,4,2,616539,1233075,12,94.584,11.337,192.860,0.000,64.678,16.679
XL,4,3,12,0,0,0.016,0.003,0.000,,,
XL,4,0,98194,1309196,646139,10.197,0.884,143.701,0.000,16.494,28.244
