file,expected,algorithm,threads,trial,result,wall_s,read_s,parse_s,build_s,close_s,check_s,dtor_s,error
graphics-lod.3.ground.smt2,,par_async,1,0,unsat,0.540217,0.019980,0.189510,0.194730,0.058670,0.000000,0.001150,
graphics-lod.3.ground.smt2,,par_async,2,0,unsat,0.516995,0.018480,0.189710,0.188080,0.045120,0.000000,0.001490,
graphics-lod.3.ground.smt2,,par_async,4,0,unsat,0.514155,0.019150,0.190410,0.187420,0.037170,0.000000,0.002600,
graphics-lod.3.ground.smt2,,par_async,8,0,unsat,0.454094,0.018990,0.150320,0.176440,0.030050,0.000000,0.005580,
graphics-lod.3.ground.smt2,,par_async,16,0,unsat,0.520927,0.019380,0.188370,0.193890,0.030300,0.000000,0.012680,
graphics-lod.3.ground.smt2,,par_async,32,0,unsat,0.478941,0.019810,0.148030,0.188760,0.026360,0.000000,0.021120,
graphics-lod.3.ground.smt2,,par_async,64,0,unsat,0.556133,0.018520,0.184140,0.202310,0.031330,0.000000,0.052390,
graphics-lod.3.ground.smt2,,par_async,128,0,unsat,0.575802,0.017970,0.185950,0.209870,0.029700,0.000000,0.061090,
graphics-lod.3.ground.smt2,,par_async,144,0,unsat,0.584028,0.017860,0.188410,0.205070,0.030250,0.000000,0.073460,
graphics-lod.4.ground.smt2,,nelson_topo_iter,1,0,unsat,2.825736,0.212830,1.254030,0.875500,0.058300,0.000000,0.002870,
graphics-lod.4.ground.smt2,,nelson_simple,1,0,unsat,2.626822,0.180590,1.166680,0.807860,0.044200,0.000000,0.002950,
graphics-lod.4.ground.smt2,,par_async,1,0,unsat,2.994367,0.219180,1.416710,0.826150,0.115380,0.000000,0.001620,
graphics-lod.4.ground.smt2,,par_async,2,0,unsat,2.977722,0.219500,1.422590,0.818000,0.092560,0.000000,0.002030,
graphics-lod.4.ground.smt2,,par_async,4,0,unsat,2.955247,0.194280,1.436950,0.826960,0.077210,0.000000,0.004660,
graphics-lod.4.ground.smt2,,par_async,8,0,unsat,2.884152,0.181750,1.346410,0.855500,0.067780,0.000000,0.010830,
graphics-lod.4.ground.smt2,,par_async,16,0,unsat,2.434723,0.181440,1.004030,0.744200,0.059620,0.000000,0.023350,
graphics-lod.4.ground.smt2,,par_async,32,0,unsat,2.449815,0.180490,0.988460,0.748840,0.060140,0.000000,0.042190,
graphics-lod.4.ground.smt2,,par_async,64,0,unsat,2.432827,0.179420,0.888610,0.784030,0.077910,0.000000,0.076830,
graphics-lod.4.ground.smt2,,par_async,128,0,unsat,2.448172,0.162600,0.864790,0.813830,0.075650,0.000000,0.121460,
graphics-lod.4.ground.smt2,,par_async,144,0,unsat,3.146399,0.274190,1.352240,0.893580,0.079980,0.000000,0.136100,
graphics-lod.5.ground.smt2,,nelson_topo_iter,1,0,unsat,2.510237,0.186200,1.011680,0.787600,0.078460,0.000000,0.002950,
graphics-lod.5.ground.smt2,,nelson_simple,1,0,unsat,2.483348,0.176530,1.022500,0.788570,0.045100,0.000000,0.003110,
graphics-lod.5.ground.smt2,,par_async,1,0,unsat,2.545388,0.182030,1.010600,0.774030,0.126350,0.000000,0.001630,
graphics-lod.5.ground.smt2,,par_async,2,0,unsat,2.506650,0.184320,1.002140,0.767720,0.101780,0.000000,0.002330,
graphics-lod.5.ground.smt2,,par_async,4,0,unsat,2.501746,0.177390,1.007900,0.773420,0.085560,0.000000,0.004790,
graphics-lod.5.ground.smt2,,par_async,8,0,unsat,2.516301,0.182130,1.017610,0.784830,0.074760,0.000000,0.010540,
graphics-lod.5.ground.smt2,,par_async,16,0,unsat,2.562349,0.182340,1.012920,0.793330,0.066820,0.000000,0.026330,
graphics-lod.5.ground.smt2,,par_async,32,0,unsat,2.845816,0.187700,1.168590,0.923140,0.069210,0.000000,0.049000,
graphics-lod.5.ground.smt2,,par_async,64,0,unsat,2.610040,0.182700,0.896160,0.912450,0.072150,0.000000,0.088030,
graphics-lod.5.ground.smt2,,par_async,128,0,unsat,3.121673,0.184900,1.008280,1.267060,0.093190,0.000000,0.124920,
graphics-lod.5.ground.smt2,,par_async,144,0,unsat,3.135150,0.188070,1.459710,0.839910,0.078100,0.000000,0.135460,
graphics-lod.6.ground.smt2,,nelson_topo_iter,1,0,unsat,3.454309,0.349170,1.650060,0.899900,0.052320,0.000000,0.002630,
graphics-lod.6.ground.smt2,,nelson_simple,1,0,unsat,3.473164,0.304130,1.702670,0.903720,0.039090,0.000000,0.002790,
graphics-lod.6.ground.smt2,,par_async,1,0,unsat,3.530523,0.290830,1.724540,0.898460,0.104280,0.000000,0.001500,
graphics-lod.6.ground.smt2,,par_async,2,0,unsat,3.490045,0.307530,1.695370,0.888120,0.086090,0.000000,0.001860,
graphics-lod.6.ground.smt2,,par_async,4,0,unsat,3.491677,0.299830,1.700480,0.904120,0.069550,0.000000,0.004340,
graphics-lod.6.ground.smt2,,par_async,8,0,unsat,3.480292,0.299510,1.704410,0.902780,0.061050,0.000000,0.009880,
graphics-lod.6.ground.smt2,,par_async,16,0,unsat,3.493205,0.288780,1.720410,0.907190,0.053950,0.000000,0.020640,
graphics-lod.6.ground.smt2,,par_async,32,0,unsat,3.656412,0.285220,1.718590,1.049890,0.053410,0.000000,0.036070,
graphics-lod.6.ground.smt2,,par_async,64,0,unsat,3.122090,0.225220,1.119340,0.940010,0.066900,0.000000,0.080680,
graphics-lod.6.ground.smt2,,par_async,128,0,unsat,3.169643,0.224480,1.219380,1.052020,0.069650,0.000000,0.104260,
graphics-lod.6.ground.smt2,,par_async,144,0,unsat,3.708934,0.236310,1.658790,1.106100,0.076270,0.000000,0.121780,
graphics-lod.7.ground.smt2,,nelson_topo_iter,1,0,unsat,0.454242,0.022550,0.185560,0.154210,0.017100,0.000000,0.001450,
graphics-lod.7.ground.smt2,,nelson_simple,1,0,unsat,0.443394,0.020990,0.175670,0.155600,0.015940,0.000000,0.001420,
graphics-lod.7.ground.smt2,,par_async,1,0,unsat,0.418840,0.016190,0.144510,0.145980,0.041860,0.000000,0.000860,
graphics-lod.7.ground.smt2,,par_async,2,0,unsat,0.736153,0.021180,0.238660,0.306980,0.077990,0.000000,0.003380,
graphics-lod.7.ground.smt2,,par_async,4,0,unsat,0.457925,0.020810,0.147380,0.178110,0.031090,0.000000,0.002070,
graphics-lod.7.ground.smt2,,par_async,8,0,unsat,0.523134,0.019040,0.185280,0.203380,0.031200,0.000000,0.006310,
graphics-lod.7.ground.smt2,,par_async,16,0,unsat,0.469199,0.020160,0.145930,0.179780,0.024860,0.000000,0.012750,
graphics-lod.7.ground.smt2,,par_async,32,0,unsat,0.529002,0.019430,0.186100,0.178200,0.023760,0.000000,0.022820,
graphics-lod.7.ground.smt2,,par_async,64,0,unsat,0.544370,0.020240,0.184960,0.186760,0.026930,0.000000,0.052590,
graphics-lod.7.ground.smt2,,par_async,128,0,unsat,0.618756,0.019270,0.185210,0.234090,0.037330,0.000000,0.069980,
graphics-lod.7.ground.smt2,,par_async,144,0,unsat,0.583130,0.018990,0.183350,0.206570,0.031670,0.000000,0.072800,
graphics-lod.8.ground.smt2,,nelson_topo_iter,1,0,unsat,2.450750,0.159990,1.056370,0.779040,0.080920,0.000000,0.003210,
graphics-lod.8.ground.smt2,,nelson_simple,1,0,unsat,2.457040,0.162240,1.070750,0.785200,0.054670,0.000000,0.003420,
graphics-lod.8.ground.smt2,,par_async,1,0,unsat,2.270664,0.161070,0.904770,0.684860,0.139980,0.000000,0.001760,
graphics-lod.8.ground.smt2,,par_async,2,0,unsat,2.129702,0.159590,0.792010,0.685830,0.106750,0.000000,0.002340,
graphics-lod.8.ground.smt2,,par_async,4,0,unsat,2.257261,0.161960,0.911320,0.701410,0.095700,0.000000,0.003960,
graphics-lod.8.ground.smt2,,par_async,8,0,unsat,2.821137,0.195770,1.355620,0.794850,0.078280,0.000000,0.012210,
graphics-lod.8.ground.smt2,,par_async,16,0,unsat,2.279322,0.161550,0.931560,0.699020,0.069920,0.000000,0.030710,
graphics-lod.8.ground.smt2,,par_async,32,0,unsat,2.804520,0.255060,1.277310,0.776250,0.073650,0.000000,0.039800,
graphics-lod.8.ground.smt2,,par_async,64,0,unsat,2.841744,0.161240,1.229820,0.866260,0.083410,0.000000,0.092680,
graphics-lod.8.ground.smt2,,par_async,128,0,unsat,2.462387,0.161840,0.931080,0.773780,0.090060,0.000000,0.129160,
graphics-lod.8.ground.smt2,,par_async,144,0,unsat,2.606185,0.159990,0.932090,0.925100,0.091620,0.000000,0.133780,
graphics-lod.9.ground.smt2,,nelson_topo_iter,1,0,unsat,2.237812,0.170740,0.909730,0.708050,0.073600,0.000000,0.003190,
graphics-lod.9.ground.smt2,,nelson_simple,1,0,unsat,2.791605,0.245610,1.311970,0.799540,0.054690,0.000000,0.003300,
graphics-lod.9.ground.smt2,,par_async,1,0,unsat,2.301048,0.163240,0.913350,0.693770,0.142020,0.000000,0.001850,
graphics-lod.9.ground.smt2,,par_async,2,0,unsat,2.153070,0.163750,0.800950,0.688220,0.113570,0.000000,0.002600,
graphics-lod.9.ground.smt2,,par_async,4,0,unsat,2.260468,0.167360,0.910910,0.695030,0.099400,0.000000,0.005240,
graphics-lod.9.ground.smt2,,par_async,8,0,unsat,2.800307,0.234450,1.300850,0.788600,0.079660,0.000000,0.012500,
graphics-lod.9.ground.smt2,,par_async,16,0,unsat,2.479562,0.166320,1.051690,0.773090,0.071640,0.000000,0.026650,
graphics-lod.9.ground.smt2,,par_async,32,0,unsat,2.270644,0.163110,0.911630,0.703700,0.068020,0.000000,0.037190,
graphics-lod.9.ground.smt2,,par_async,64,0,unsat,2.279868,0.164710,0.796080,0.736880,0.084510,0.000000,0.102340,
graphics-lod.9.ground.smt2,,par_async,128,0,unsat,2.744100,0.166800,1.134840,0.831100,0.095800,0.000000,0.142960,
graphics-lod.9.ground.smt2,,par_async,144,0,unsat,2.354252,0.170070,0.796860,0.765400,0.092900,0.000000,0.158860,
graphics-log-transform.0.ground.smt2,,nelson_topo_iter,1,0,unsat,0.808924,0.044670,0.364350,0.244910,0.038630,0.000000,0.002690,
graphics-log-transform.0.ground.smt2,,nelson_simple,1,0,unsat,0.744642,0.041510,0.265360,0.286400,0.033230,0.000000,0.002760,
graphics-log-transform.0.ground.smt2,,par_async,1,0,unsat,1.173177,0.041510,0.535740,0.351750,0.120630,0.000000,0.002010,
graphics-log-transform.0.ground.smt2,,par_async,2,0,unsat,0.682346,0.038490,0.232970,0.241600,0.053750,0.000000,0.001520,
graphics-log-transform.0.ground.smt2,,par_async,4,0,unsat,0.867110,0.038940,0.330170,0.318020,0.059200,0.000000,0.003330,
graphics-log-transform.0.ground.smt2,,par_async,8,0,unsat,0.700036,0.036730,0.233970,0.265420,0.041170,0.000000,0.008210,
graphics-log-transform.0.ground.smt2,,par_async,16,0,unsat,0.890637,0.037060,0.332930,0.339790,0.044440,0.000000,0.018240,
graphics-log-transform.0.ground.smt2,,par_async,32,0,unsat,0.744121,0.039630,0.252270,0.273760,0.036980,0.000000,0.026900,
graphics-log-transform.0.ground.smt2,,par_async,64,0,unsat,0.803909,0.038720,0.279990,0.265490,0.042450,0.000000,0.065660,
graphics-log-transform.0.ground.smt2,,par_async,128,0,unsat,0.901724,0.040510,0.307010,0.298300,0.047370,0.000000,0.098190,
graphics-log-transform.0.ground.smt2,,par_async,144,0,unsat,0.892820,0.039440,0.285290,0.306960,0.044020,0.000000,0.092240,
graphics-log-transform.1.ground.smt2,,nelson_topo_iter,1,0,unsat,0.513033,0.026580,0.196260,0.190550,0.020090,0.000000,0.001760,
graphics-log-transform.1.ground.smt2,,nelson_simple,1,0,unsat,0.504208,0.026910,0.185800,0.192850,0.017730,0.000000,0.001770,
graphics-log-transform.1.ground.smt2,,par_async,1,0,unsat,0.526094,0.029740,0.174690,0.180530,0.061660,0.000000,0.001000,
graphics-log-transform.1.ground.smt2,,par_async,2,0,unsat,0.517045,0.026300,0.182640,0.181530,0.046730,0.000000,0.001220,
graphics-log-transform.1.ground.smt2,,par_async,4,0,unsat,0.526237,0.024220,0.196750,0.188070,0.036840,0.000000,0.002320,
graphics-log-transform.1.ground.smt2,,par_async,8,0,unsat,0.480852,0.024960,0.153820,0.185270,0.032890,0.000000,0.004630,
graphics-log-transform.1.ground.smt2,,par_async,16,0,unsat,0.478650,0.022650,0.152450,0.185190,0.028860,0.000000,0.011800,
graphics-log-transform.1.ground.smt2,,par_async,32,0,unsat,0.499839,0.023770,0.152530,0.190940,0.030280,0.000000,0.022470,
graphics-log-transform.1.ground.smt2,,par_async,64,0,unsat,0.591346,0.025400,0.193550,0.213900,0.034890,0.000000,0.042080,
graphics-log-transform.1.ground.smt2,,par_async,128,0,unsat,0.623213,0.025190,0.193030,0.234980,0.040420,0.000000,0.052930,
graphics-log-transform.1.ground.smt2,,par_async,144,0,unsat,0.644513,0.024900,0.208700,0.229610,0.036480,0.000000,0.069710,
graphics-log-transform.2.ground.smt2,,nelson_topo_iter,1,0,unsat,0.683707,0.043210,0.269480,0.225940,0.037400,0.000000,0.001960,
graphics-log-transform.2.ground.smt2,,nelson_simple,1,0,unsat,0.703037,0.038010,0.250830,0.272560,0.032410,0.000000,0.002670,
graphics-log-transform.2.ground.smt2,,par_async,1,0,unsat,0.643960,0.032950,0.221460,0.216750,0.067030,0.000000,0.001080,
graphics-log-transform.2.ground.smt2,,par_async,2,0,unsat,0.692216,0.039760,0.248410,0.242940,0.053870,0.000000,0.001510,
graphics-log-transform.2.ground.smt2,,par_async,4,0,unsat,0.675668,0.036540,0.223050,0.256670,0.049840,0.000000,0.003090,
graphics-log-transform.2.ground.smt2,,par_async,8,0,unsat,1.004160,0.034710,0.426860,0.349750,0.058960,0.000000,0.007430,
graphics-log-transform.2.ground.smt2,,par_async,16,0,unsat,1.056529,0.039940,0.492740,0.341910,0.052730,0.000000,0.018110,
graphics-log-transform.2.ground.smt2,,par_async,32,0,unsat,1.084868,0.051980,0.513020,0.330970,0.050570,0.000000,0.026530,
graphics-log-transform.2.ground.smt2,,par_async,64,0,unsat,0.787557,0.041280,0.272230,0.258700,0.044570,0.000000,0.063910,
graphics-log-transform.2.ground.smt2,,par_async,128,0,unsat,0.850110,0.040040,0.296710,0.277790,0.048630,0.000000,0.088770,
graphics-log-transform.2.ground.smt2,,par_async,144,0,unsat,0.871032,0.037480,0.278990,0.300760,0.049320,0.000000,0.095120,
graphics-log-transform.3.ground.smt2,,nelson_topo_iter,1,0,unsat,0.953593,0.048930,0.364890,0.326860,0.051640,0.000000,0.002590,
graphics-log-transform.3.ground.smt2,,nelson_simple,1,0,unsat,0.941165,0.047440,0.339220,0.339980,0.054490,0.000000,0.002510,
graphics-log-transform.3.ground.smt2,,par_async,1,0,unsat,1.543558,0.055990,0.671970,0.445980,0.212980,0.000000,0.001870,
graphics-log-transform.3.ground.smt2,,par_async,2,0,unsat,1.004525,0.049310,0.342200,0.328910,0.128690,0.000000,0.001800,
graphics-log-transform.3.ground.smt2,,par_async,4,0,unsat,1.037973,0.047890,0.398690,0.320510,0.110990,0.000000,0.004370,
graphics-log-transform.3.ground.smt2,,par_async,8,0,unsat,0.960546,0.044720,0.317130,0.332290,0.098550,0.000000,0.009360,
graphics-log-transform.3.ground.smt2,,par_async,16,0,unsat,1.044141,0.046960,0.386720,0.331540,0.092840,0.000000,0.028990,
graphics-log-transform.3.ground.smt2,,par_async,32,0,unsat,1.003386,0.045740,0.319740,0.336260,0.095370,0.000000,0.033130,
graphics-log-transform.3.ground.smt2,,par_async,64,0,unsat,1.082048,0.047870,0.310480,0.369200,0.104040,0.000000,0.082310,
graphics-log-transform.3.ground.smt2,,par_async,128,0,unsat,1.159594,0.049100,0.373050,0.380800,0.109220,0.000000,0.109240,
graphics-log-transform.3.ground.smt2,,par_async,144,0,unsat,1.231598,0.047010,0.407010,0.400400,0.117160,0.000000,0.118520,
graphics-log-transform.4.ground.smt2,,nelson_topo_iter,1,0,unsat,0.342577,0.014300,0.137930,0.119310,0.015130,0.000000,0.001080,
graphics-log-transform.4.ground.smt2,,nelson_simple,1,0,unsat,0.466642,0.013390,0.110470,0.227450,0.031720,0.000000,0.002670,
graphics-log-transform.4.ground.smt2,,par_async,1,0,unsat,0.522269,0.016980,0.128700,0.211120,0.082260,0.000000,0.001480,
graphics-log-transform.4.ground.smt2,,par_async,2,0,unsat,0.558672,0.018200,0.167100,0.227800,0.060560,0.000000,0.001630,
graphics-log-transform.4.ground.smt2,,par_async,4,0,unsat,0.597664,0.017700,0.213720,0.229740,0.050660,0.000000,0.002920,
graphics-log-transform.4.ground.smt2,,par_async,8,0,unsat,0.347006,0.017600,0.131640,0.114550,0.021550,0.000000,0.003930,
graphics-log-transform.4.ground.smt2,,par_async,16,0,unsat,0.322440,0.011960,0.108560,0.116610,0.019810,0.000000,0.011140,
graphics-log-transform.4.ground.smt2,,par_async,32,0,unsat,0.375123,0.013640,0.135230,0.133650,0.019940,0.000000,0.017420,
graphics-log-transform.4.ground.smt2,,par_async,64,0,unsat,0.436834,0.014780,0.138350,0.157420,0.025910,0.000000,0.037750,
graphics-log-transform.4.ground.smt2,,par_async,128,0,unsat,0.447830,0.013340,0.137880,0.168670,0.027770,0.000000,0.041900,
graphics-log-transform.4.ground.smt2,,par_async,144,0,unsat,0.536337,0.013610,0.205270,0.181170,0.029250,0.000000,0.052640,
graphics-log-transform.5.ground.smt2,,nelson_topo_iter,1,0,unsat,0.892988,0.041190,0.313770,0.330670,0.039070,0.000000,0.002450,
graphics-log-transform.5.ground.smt2,,nelson_simple,1,0,unsat,1.419602,0.045650,0.655370,0.481740,0.064430,0.000000,0.003290,
graphics-log-transform.5.ground.smt2,,par_async,1,0,unsat,1.365031,0.047330,0.475990,0.433180,0.234460,0.000000,0.001780,
graphics-log-transform.5.ground.smt2,,par_async,2,0,unsat,1.106922,0.048260,0.380470,0.371680,0.136920,0.000000,0.002010,
graphics-log-transform.5.ground.smt2,,par_async,4,0,unsat,1.152019,0.043050,0.417470,0.384130,0.134960,0.000000,0.004390,
graphics-log-transform.5.ground.smt2,,par_async,8,0,unsat,1.450535,0.044760,0.660730,0.448180,0.118000,0.000000,0.010320,
graphics-log-transform.5.ground.smt2,,par_async,16,0,unsat,1.374232,0.046040,0.581010,0.420630,0.117530,0.000000,0.024860,
graphics-log-transform.5.ground.smt2,,par_async,32,0,unsat,1.092835,0.044620,0.389540,0.363610,0.087810,0.000000,0.037890,
graphics-log-transform.5.ground.smt2,,par_async,64,0,unsat,1.282298,0.047250,0.462970,0.422170,0.118190,0.000000,0.067930,
graphics-log-transform.5.ground.smt2,,par_async,128,0,unsat,1.139941,0.045690,0.346270,0.361420,0.113510,0.000000,0.111490,
graphics-log-transform.5.ground.smt2,,par_async,144,0,unsat,1.264313,0.046320,0.405550,0.406480,0.129760,0.000000,0.116470,
graphics-pbrt.0.ground.smt2,,nelson_topo_iter,1,0,unsat,0.976657,0.059100,0.349320,0.344860,0.035140,0.000000,0.002290,
graphics-pbrt.0.ground.smt2,,nelson_simple,1,0,unsat,1.005810,0.054550,0.355920,0.356160,0.052870,0.000000,0.002370,
graphics-pbrt.0.ground.smt2,,par_async,1,0,unsat,1.098639,0.057300,0.365410,0.332850,0.158920,0.000000,0.001220,
graphics-pbrt.0.ground.smt2,,par_async,2,0,unsat,1.053475,0.053780,0.358390,0.331600,0.124460,0.000000,0.001860,
graphics-pbrt.0.ground.smt2,,par_async,4,0,unsat,1.159589,0.052070,0.378820,0.394070,0.129160,0.000000,0.004390,
graphics-pbrt.0.ground.smt2,,par_async,8,0,unsat,1.296136,0.052770,0.512200,0.417910,0.111920,0.000000,0.010320,
graphics-pbrt.0.ground.smt2,,par_async,16,0,unsat,1.201796,0.059560,0.461100,0.388250,0.089270,0.000000,0.019050,
graphics-pbrt.0.ground.smt2,,par_async,32,0,unsat,1.380346,0.058150,0.519570,0.412490,0.102240,0.000000,0.040630,
graphics-pbrt.0.ground.smt2,,par_async,64,0,unsat,1.269171,0.064470,0.447470,0.403280,0.102060,0.000000,0.073240,
graphics-pbrt.0.ground.smt2,,par_async,128,0,unsat,1.381458,0.059050,0.379860,0.535430,0.134080,0.000000,0.094330,
graphics-pbrt.0.ground.smt2,,par_async,144,0,unsat,1.382359,0.062200,0.455970,0.455660,0.125150,0.000000,0.111390,
graphics-pbrt.1.ground.smt2,,nelson_topo_iter,1,0,unsat,1.145641,0.059740,0.467470,0.391570,0.037870,0.000000,0.002480,
graphics-pbrt.1.ground.smt2,,nelson_simple,1,0,unsat,1.572236,0.056580,0.740520,0.496430,0.082920,0.000000,0.003500,
graphics-pbrt.1.ground.smt2,,par_async,1,0,unsat,1.231491,0.058140,0.460930,0.355530,0.174780,0.000000,0.001320,
graphics-pbrt.1.ground.smt2,,par_async,2,0,unsat,1.207104,0.060040,0.428960,0.392710,0.139790,0.000000,0.001910,
graphics-pbrt.1.ground.smt2,,par_async,4,0,unsat,1.576606,0.052390,0.721950,0.476750,0.135060,0.000000,0.004240,
graphics-pbrt.1.ground.smt2,,par_async,8,0,unsat,1.138761,0.057990,0.422540,0.357610,0.105820,0.000000,0.009370,
graphics-pbrt.1.ground.smt2,,par_async,16,0,unsat,1.194168,0.056820,0.414600,0.405710,0.099510,0.000000,0.029150,
graphics-pbrt.1.ground.smt2,,par_async,32,0,unsat,1.229163,0.053340,0.424190,0.412610,0.100410,0.000000,0.041410,
graphics-pbrt.1.ground.smt2,,par_async,64,0,unsat,1.224620,0.058910,0.395160,0.392640,0.116160,0.000000,0.077230,
graphics-pbrt.1.ground.smt2,,par_async,128,0,unsat,1.410861,0.057990,0.456320,0.490460,0.139050,0.000000,0.097550,
graphics-pbrt.1.ground.smt2,,par_async,144,0,unsat,1.331110,0.058880,0.431260,0.436730,0.119180,0.000000,0.110920,
graphics-pbrt.10.ground.smt2,,nelson_topo_iter,1,0,unsat,1.959956,0.103310,0.718260,0.729780,0.039240,0.000000,0.004500,
graphics-pbrt.10.ground.smt2,,nelson_simple,1,0,unsat,2.697973,0.177490,1.233820,0.844240,0.058900,0.000000,0.004920,
graphics-pbrt.10.ground.smt2,,par_async,1,0,unsat,2.261006,0.118720,0.841550,0.713900,0.211130,0.000000,0.002330,
graphics-pbrt.10.ground.smt2,,par_async,2,0,unsat,2.739049,0.155080,1.252700,0.819630,0.126810,0.000000,0.001790,
graphics-pbrt.10.ground.smt2,,par_async,4,0,unsat,2.124378,0.117570,0.841280,0.711760,0.075130,0.000000,0.001650,
graphics-pbrt.10.ground.smt2,,par_async,8,0,unsat,2.486298,0.120480,1.084130,0.836860,0.056830,0.000000,0.002360,
graphics-pbrt.10.ground.smt2,,par_async,16,0,unsat,2.351291,0.118010,1.013180,0.791160,0.037540,0.000000,0.002290,
graphics-pbrt.10.ground.smt2,,par_async,32,0,unsat,2.202278,0.114600,0.859840,0.709210,0.039700,0.000000,0.002400,
graphics-pbrt.10.ground.smt2,,par_async,64,0,unsat,2.555935,0.119530,1.261300,0.741050,0.054890,0.000000,0.003910,
graphics-pbrt.10.ground.smt2,,par_async,128,0,unsat,2.916422,0.128790,1.280120,1.032880,0.064530,0.000000,0.004140,
graphics-pbrt.10.ground.smt2,,par_async,144,0,unsat,2.617339,0.123620,1.169840,0.836640,0.075990,0.000000,0.004570,
graphics-pbrt.100.ground.smt2,,nelson_topo_iter,1,0,unsat,1.665604,0.065550,0.809430,0.525720,0.062550,0.000000,0.003990,
graphics-pbrt.100.ground.smt2,,nelson_simple,1,0,unsat,1.109684,0.065770,0.404810,0.411060,0.031560,0.000000,0.003020,
graphics-pbrt.100.ground.smt2,,par_async,1,0,unsat,1.314960,0.060200,0.475220,0.432400,0.150620,0.000000,0.001540,
graphics-pbrt.100.ground.smt2,,par_async,2,0,unsat,1.162409,0.051610,0.406590,0.389470,0.119550,0.000000,0.002410,
graphics-pbrt.100.ground.smt2,,par_async,4,0,unsat,1.296572,0.059320,0.506760,0.424520,0.102170,0.000000,0.004800,
graphics-pbrt.100.ground.smt2,,par_async,8,0,unsat,1.220727,0.077410,0.432090,0.415660,0.094330,0.000000,0.008120,
graphics-pbrt.100.ground.smt2,,par_async,16,0,unsat,1.238094,0.055380,0.444770,0.429780,0.082050,0.000000,0.029640,
graphics-pbrt.100.ground.smt2,,par_async,32,0,unsat,1.740400,0.068010,0.812740,0.510680,0.099190,0.000000,0.045590,
graphics-pbrt.100.ground.smt2,,par_async,64,0,unsat,1.392024,0.061050,0.506610,0.451820,0.094260,0.000000,0.088940,
graphics-pbrt.100.ground.smt2,,par_async,128,0,unsat,1.359200,0.057300,0.432560,0.469320,0.098460,0.000000,0.122030,
graphics-pbrt.100.ground.smt2,,par_async,144,0,unsat,1.456298,0.058390,0.533260,0.453590,0.100000,0.000000,0.121250,
graphics-pbrt.101.ground.smt2,,nelson_topo_iter,1,0,unsat,1.482105,0.082510,0.592910,0.502300,0.066270,0.000000,0.003150,
graphics-pbrt.101.ground.smt2,,nelson_simple,1,0,unsat,1.957172,0.079500,0.942000,0.627200,0.056910,0.000000,0.004450,
graphics-pbrt.101.ground.smt2,,par_async,1,0,unsat,1.988161,0.080970,0.848750,0.621390,0.175360,0.000000,0.002400,
graphics-pbrt.101.ground.smt2,,par_async,2,0,unsat,1.886334,0.080210,0.804340,0.606110,0.137580,0.000000,0.003510,
graphics-pbrt.101.ground.smt2,,par_async,4,0,unsat,1.540563,0.079850,0.619850,0.495800,0.093590,0.000000,0.005300,
graphics-pbrt.101.ground.smt2,,par_async,8,0,unsat,1.651711,0.076580,0.636720,0.574230,0.093150,0.000000,0.013200,
graphics-pbrt.101.ground.smt2,,par_async,16,0,unsat,1.991481,0.079010,0.957950,0.587920,0.081070,0.000000,0.037790,
graphics-pbrt.101.ground.smt2,,par_async,32,0,unsat,1.930536,0.077680,0.790040,0.581410,0.074660,0.000000,0.051980,
graphics-pbrt.101.ground.smt2,,par_async,64,0,unsat,1.958810,0.085150,0.850930,0.602050,0.079630,0.000000,0.094940,
graphics-pbrt.101.ground.smt2,,par_async,128,0,unsat,1.774779,0.072000,0.574240,0.646090,0.094820,0.000000,0.149360,
graphics-pbrt.101.ground.smt2,,par_async,144,0,unsat,1.637955,0.083770,0.487780,0.582360,0.086130,0.000000,0.157100,
graphics-pbrt.102.ground.smt2,,nelson_topo_iter,1,0,unsat,1.385140,0.071820,0.527390,0.510030,0.044750,0.000000,0.003300,
graphics-pbrt.102.ground.smt2,,nelson_simple,1,0,unsat,1.310691,0.080750,0.477630,0.477870,0.035670,0.000000,0.003510,
graphics-pbrt.102.ground.smt2,,par_async,1,0,unsat,2.069185,0.089610,0.922450,0.581470,0.236960,0.000000,0.002400,
graphics-pbrt.102.ground.smt2,,par_async,2,0,unsat,1.973743,0.115260,0.897350,0.563830,0.158720,0.000000,0.001730,
graphics-pbrt.102.ground.smt2,,par_async,4,0,unsat,1.880432,0.094470,0.864610,0.565610,0.120970,0.000000,0.001350,
graphics-pbrt.102.ground.smt2,,par_async,8,0,unsat,1.721840,0.081250,0.746880,0.568130,0.092570,0.000000,0.001780,
graphics-pbrt.102.ground.smt2,,par_async,16,0,unsat,1.386283,0.081580,0.518500,0.471880,0.070580,0.000000,0.001680,
graphics-pbrt.102.ground.smt2,,par_async,32,0,unsat,1.900866,0.079250,0.915620,0.577760,0.087930,0.000000,0.001760,
graphics-pbrt.102.ground.smt2,,par_async,64,0,unsat,1.623424,0.081320,0.673420,0.541520,0.093570,0.000000,0.002590,
graphics-pbrt.102.ground.smt2,,par_async,128,0,unsat,1.976549,0.103340,0.907100,0.614110,0.110120,0.000000,0.003030,
graphics-pbrt.102.ground.smt2,,par_async,144,0,unsat,1.887106,0.100450,0.890550,0.541420,0.116480,0.000000,0.003970,
