file,expected,threads,trial,result,wall_s,read_s,parse_s,build_s,close_s,check_s,dtor_s,error
demo.40.ground.smt2,,32,3,unsat,1.244087,0.019480,0.431110,0.520660,0.062460,0.000000,0.014090,
demo.40.ground.smt2,,32,4,unsat,1.273462,0.021670,0.430900,0.545980,0.063330,0.000000,0.013090,
demo.40.ground.smt2,,64,0,unsat,1.290278,0.021720,0.432810,0.542950,0.067820,0.000000,0.016800,
demo.40.ground.smt2,,64,1,unsat,1.336801,0.021210,0.442450,0.575890,0.065190,0.000000,0.014380,
demo.40.ground.smt2,,64,2,unsat,1.293898,0.020470,0.437990,0.544320,0.066200,0.000000,0.017350,
demo.40.ground.smt2,,64,3,unsat,1.313803,0.021750,0.434410,0.564470,0.067030,0.000000,0.017550,
demo.40.ground.smt2,,64,4,unsat,1.313914,0.020650,0.434160,0.577920,0.060380,0.000000,0.016590,
demo.40.ground.smt2,,128,0,unsat,1.446240,0.023150,0.437520,0.639500,0.095670,0.000000,0.019850,
demo.40.ground.smt2,,128,1,unsat,1.464667,0.023140,0.436920,0.646620,0.112650,0.000000,0.019420,
demo.40.ground.smt2,,128,2,unsat,1.425945,0.020900,0.431140,0.622690,0.105730,0.000000,0.019720,
demo.40.ground.smt2,,128,3,unsat,1.453806,0.022080,0.438620,0.645340,0.100490,0.000000,0.019510,
demo.40.ground.smt2,,128,4,unsat,1.509203,0.021740,0.430930,0.660850,0.144730,0.000000,0.020780,
demo.42.ground.smt2,,1,0,unsat,0.724217,0.008050,0.180040,0.248450,0.205290,0.000000,0.001270,
demo.42.ground.smt2,,1,1,unsat,0.625489,0.008380,0.180750,0.204610,0.155280,0.000000,0.001160,
demo.42.ground.smt2,,1,2,unsat,0.690666,0.008050,0.183860,0.250570,0.160920,0.000000,0.001180,
demo.42.ground.smt2,,1,3,unsat,0.655847,0.007840,0.181190,0.207130,0.182370,0.000000,0.001180,
demo.42.ground.smt2,,1,4,unsat,0.676453,0.008160,0.181530,0.246920,0.154300,0.000000,0.001160,
demo.42.ground.smt2,,2,0,unsat,0.669666,0.007760,0.184140,0.255520,0.129540,0.000000,0.005840,
demo.42.ground.smt2,,2,1,unsat,0.616017,0.008050,0.182310,0.205380,0.135390,0.000000,0.005640,
demo.42.ground.smt2,,2,2,unsat,0.670918,0.007930,0.182520,0.254700,0.134760,0.000000,0.005890,
demo.42.ground.smt2,,2,3,unsat,0.615376,0.007860,0.182240,0.204960,0.136160,0.000000,0.005770,
demo.42.ground.smt2,,2,4,unsat,0.663655,0.008280,0.184640,0.240760,0.138730,0.000000,0.006500,
demo.42.ground.smt2,,4,0,unsat,0.590531,0.008220,0.180620,0.215810,0.100330,0.000000,0.005760,
demo.42.ground.smt2,,4,1,unsat,0.597191,0.007670,0.181190,0.220640,0.102680,0.000000,0.005830,
demo.42.ground.smt2,,4,2,unsat,0.575053,0.007590,0.181280,0.202870,0.099510,0.000000,0.006100,
demo.42.ground.smt2,,4,3,unsat,0.621093,0.007910,0.181580,0.242910,0.097530,0.000000,0.006120,
demo.42.ground.smt2,,4,4,unsat,0.567703,0.007640,0.179010,0.200470,0.097540,0.000000,0.006090,
demo.42.ground.smt2,,8,0,unsat,0.564078,0.008170,0.183930,0.205790,0.079730,0.000000,0.005700,
demo.42.ground.smt2,,8,1,unsat,0.596031,0.007990,0.182000,0.238750,0.077230,0.000000,0.005870,
demo.42.ground.smt2,,8,2,unsat,0.560588,0.007660,0.183390,0.205610,0.079150,0.000000,0.005760,
demo.42.ground.smt2,,8,3,unsat,0.560506,0.008300,0.180180,0.206280,0.080820,0.000000,0.006150,
demo.42.ground.smt2,,8,4,unsat,0.607581,0.007500,0.183370,0.245050,0.081160,0.000000,0.006210,
demo.42.ground.smt2,,16,0,unsat,0.604787,0.007860,0.185840,0.247310,0.069440,0.000000,0.006600,
demo.42.ground.smt2,,16,1,unsat,0.607668,0.007550,0.184900,0.252210,0.071290,0.000000,0.006870,
demo.42.ground.smt2,,16,2,unsat,0.565292,0.007780,0.183340,0.213400,0.071750,0.000000,0.006580,
demo.42.ground.smt2,,16,3,unsat,0.597326,0.007970,0.182730,0.242670,0.071700,0.000000,0.006800,
demo.42.ground.smt2,,16,4,unsat,0.581152,0.007430,0.184760,0.228810,0.070830,0.000000,0.006290,
demo.42.ground.smt2,,32,0,unsat,0.588841,0.008040,0.181930,0.229050,0.071940,0.000000,0.007520,
demo.42.ground.smt2,,32,1,unsat,0.600059,0.007900,0.185420,0.237660,0.070220,0.000000,0.007270,
demo.42.ground.smt2,,32,2,unsat,0.597272,0.008240,0.185850,0.236390,0.068220,0.000000,0.007190,
demo.42.ground.smt2,,32,3,unsat,0.606414,0.007990,0.186850,0.242430,0.071000,0.000000,0.006970,
demo.42.ground.smt2,,32,4,unsat,0.599525,0.007610,0.185870,0.238620,0.068930,0.000000,0.006860,
demo.42.ground.smt2,,64,0,unsat,0.656935,0.007910,0.183320,0.281700,0.075380,0.000000,0.008360,
demo.42.ground.smt2,,64,1,unsat,0.645910,0.007580,0.182870,0.269800,0.077190,0.000000,0.008210,
demo.42.ground.smt2,,64,2,unsat,0.678104,0.008600,0.184420,0.291550,0.079650,0.000000,0.009690,
demo.42.ground.smt2,,64,3,unsat,0.653790,0.008520,0.182740,0.273390,0.076430,0.000000,0.008740,
demo.42.ground.smt2,,64,4,unsat,0.664375,0.007710,0.185980,0.283960,0.077130,0.000000,0.008750,
demo.42.ground.smt2,,128,0,unsat,0.882225,0.008750,0.187440,0.331160,0.219650,0.000000,0.012610,
demo.42.ground.smt2,,128,1,unsat,0.823264,0.008400,0.187840,0.339110,0.152810,0.000000,0.011430,
demo.42.ground.smt2,,128,2,unsat,0.823856,0.008430,0.185910,0.346860,0.148600,0.000000,0.010900,
demo.42.ground.smt2,,128,3,unsat,0.800126,0.009040,0.186150,0.333370,0.141760,0.000000,0.009730,
demo.42.ground.smt2,,128,4,unsat,0.852427,0.008780,0.187030,0.338430,0.185940,0.000000,0.010960,
demo.43.ground.smt2,,1,0,unsat,1.026894,0.013990,0.272670,0.402130,0.216930,0.000000,0.001960,
demo.43.ground.smt2,,1,1,unsat,1.043130,0.012670,0.271330,0.413120,0.225270,0.000000,0.001910,
demo.43.ground.smt2,,1,2,unsat,1.047357,0.013110,0.278100,0.424900,0.207970,0.000000,0.001860,
demo.43.ground.smt2,,1,3,unsat,1.017575,0.012600,0.271000,0.400010,0.210270,0.000000,0.001850,
demo.43.ground.smt2,,1,4,unsat,1.020073,0.011960,0.274570,0.387360,0.227890,0.000000,0.002050,
demo.43.ground.smt2,,2,0,unsat,0.946413,0.012710,0.273200,0.385310,0.148930,0.000000,0.006800,
demo.43.ground.smt2,,2,1,unsat,0.932718,0.011610,0.272350,0.368380,0.155290,0.000000,0.006710,
demo.43.ground.smt2,,2,2,unsat,0.929996,0.012800,0.274920,0.362090,0.157510,0.000000,0.007290,
demo.43.ground.smt2,,2,3,unsat,0.915475,0.011980,0.271800,0.350950,0.154690,0.000000,0.006880,
demo.43.ground.smt2,,2,4,unsat,0.934758,0.012510,0.272040,0.364660,0.158860,0.000000,0.007190,
demo.43.ground.smt2,,4,0,unsat,0.874077,0.013170,0.272400,0.346060,0.111880,0.000000,0.008030,
demo.43.ground.smt2,,4,1,unsat,0.889372,0.012690,0.270920,0.362540,0.115860,0.000000,0.008750,
demo.43.ground.smt2,,4,2,unsat,0.883886,0.012790,0.275290,0.352430,0.113360,0.000000,0.007710,
demo.43.ground.smt2,,4,3,unsat,0.917214,0.012540,0.275580,0.382540,0.117120,0.000000,0.008290,
demo.43.ground.smt2,,4,4,unsat,0.870446,0.012310,0.270540,0.348000,0.112010,0.000000,0.008490,
demo.43.ground.smt2,,8,0,unsat,0.828236,0.012390,0.270100,0.335090,0.084190,0.000000,0.008120,
demo.43.ground.smt2,,8,1,unsat,0.811841,0.012040,0.266720,0.319940,0.085540,0.000000,0.008020,
demo.43.ground.smt2,,8,2,unsat,0.829106,0.012210,0.271370,0.332710,0.084660,0.000000,0.007930,
demo.43.ground.smt2,,8,3,unsat,0.827829,0.011740,0.269690,0.331940,0.087290,0.000000,0.008230,
demo.43.ground.smt2,,8,4,unsat,0.814170,0.011990,0.268490,0.322230,0.084880,0.000000,0.007870,
demo.43.ground.smt2,,16,0,unsat,0.802733,0.012330,0.273830,0.316540,0.075360,0.000000,0.008370,
demo.43.ground.smt2,,16,1,unsat,0.799462,0.012530,0.267040,0.324550,0.072740,0.000000,0.008350,
demo.43.ground.smt2,,16,2,unsat,0.817982,0.013120,0.271760,0.333460,0.073730,0.000000,0.008360,
demo.43.ground.smt2,,16,3,unsat,0.804115,0.013380,0.267340,0.327600,0.071480,0.000000,0.008780,
demo.43.ground.smt2,,16,4,unsat,0.803438,0.012480,0.268570,0.325350,0.074560,0.000000,0.008360,
demo.43.ground.smt2,,32,0,unsat,0.820816,0.011590,0.269290,0.343680,0.068220,0.000000,0.009900,
demo.43.ground.smt2,,32,1,unsat,0.814867,0.012000,0.269160,0.335780,0.069720,0.000000,0.009270,
demo.43.ground.smt2,,32,2,unsat,0.826552,0.011570,0.270170,0.350620,0.065950,0.000000,0.009530,
demo.43.ground.smt2,,32,3,unsat,0.821557,0.012200,0.274250,0.340530,0.065920,0.000000,0.009490,
demo.43.ground.smt2,,32,4,unsat,0.821542,0.012230,0.271920,0.337870,0.069360,0.000000,0.009560,
demo.43.ground.smt2,,64,0,unsat,0.846737,0.011440,0.265460,0.356830,0.075490,0.000000,0.012490,
demo.43.ground.smt2,,64,1,unsat,0.854259,0.012290,0.274240,0.359590,0.074190,0.000000,0.010640,
demo.43.ground.smt2,,64,2,unsat,0.877370,0.012110,0.274280,0.383780,0.072340,0.000000,0.010480,
demo.43.ground.smt2,,64,3,unsat,0.860373,0.011810,0.265880,0.367890,0.076950,0.000000,0.012160,
demo.43.ground.smt2,,64,4,unsat,0.863333,0.011980,0.271300,0.369580,0.072620,0.000000,0.010530,
demo.43.ground.smt2,,128,0,unsat,0.999847,0.013740,0.270900,0.423120,0.129400,0.000000,0.012750,
demo.43.ground.smt2,,128,1,unsat,0.992879,0.013400,0.273550,0.450010,0.099230,0.000000,0.012430,
demo.43.ground.smt2,,128,2,unsat,0.979346,0.012700,0.275740,0.417050,0.117830,0.000000,0.012510,
demo.43.ground.smt2,,128,3,unsat,1.048073,0.013280,0.270670,0.448150,0.150700,0.000000,0.014070,
demo.43.ground.smt2,,128,4,unsat,0.979866,0.013110,0.274610,0.409840,0.121860,0.000000,0.012870,
demo.44.ground.smt2,,1,0,unsat,1.819592,0.021010,0.438530,0.648080,0.487930,0.000000,0.002930,
demo.44.ground.smt2,,1,1,unsat,1.689120,0.020760,0.433040,0.602240,0.416630,0.000000,0.002610,
demo.44.ground.smt2,,1,2,unsat,1.737378,0.019710,0.430700,0.576330,0.498440,0.000000,0.002660,
demo.44.ground.smt2,,1,3,unsat,1.734773,0.020280,0.430480,0.586850,0.481080,0.000000,0.002890,
demo.44.ground.smt2,,1,4,unsat,1.672101,0.020170,0.431390,0.583600,0.423850,0.000000,0.002720,
demo.44.ground.smt2,,2,0,unsat,1.506137,0.020730,0.428050,0.541910,0.295640,0.000000,0.008600,
demo.44.ground.smt2,,2,1,unsat,1.496296,0.020060,0.427150,0.539120,0.284920,0.000000,0.008400,
demo.44.ground.smt2,,2,2,unsat,1.519479,0.019380,0.431020,0.525190,0.326550,0.000000,0.009770,
demo.44.ground.smt2,,2,3,unsat,1.446558,0.019340,0.428000,0.514490,0.280740,0.000000,0.007310,
demo.44.ground.smt2,,2,4,unsat,1.431533,0.019870,0.429230,0.498770,0.274980,0.000000,0.007840,
demo.44.ground.smt2,,4,0,unsat,1.329581,0.020780,0.432430,0.490620,0.175050,0.000000,0.011420,
demo.44.ground.smt2,,4,1,unsat,1.308414,0.021830,0.418940,0.490250,0.165450,0.000000,0.009940,
demo.44.ground.smt2,,4,2,unsat,1.342720,0.020170,0.430280,0.498390,0.180530,0.000000,0.011530,
demo.44.ground.smt2,,4,3,unsat,1.362178,0.020680,0.436110,0.506350,0.184400,0.000000,0.011590,
demo.44.ground.smt2,,4,4,unsat,1.338860,0.019960,0.431970,0.492160,0.183200,0.000000,0.010520,
demo.44.ground.smt2,,8,0,unsat,1.247238,0.019110,0.428060,0.485870,0.104720,0.000000,0.010280,
demo.44.ground.smt2,,8,1,unsat,1.258024,0.019960,0.428180,0.489310,0.111180,0.000000,0.012070,
demo.44.ground.smt2,,8,2,unsat,1.239936,0.019640,0.421930,0.482450,0.104760,0.000000,0.010010,
demo.44.ground.smt2,,8,3,unsat,1.243338,0.019520,0.419360,0.485900,0.107240,0.000000,0.011300,
demo.44.ground.smt2,,8,4,unsat,1.238004,0.020650,0.421220,0.481230,0.104950,0.000000,0.010690,
demo.44.ground.smt2,,16,0,unsat,1.212526,0.020480,0.425970,0.485850,0.075350,0.000000,0.011940,
demo.44.ground.smt2,,16,1,unsat,1.215858,0.020440,0.425310,0.488280,0.075260,0.000000,0.011350,
demo.44.ground.smt2,,16,2,unsat,1.215527,0.020490,0.421580,0.487370,0.078440,0.000000,0.012160,
demo.44.ground.smt2,,16,3,unsat,1.214064,0.021110,0.422340,0.490540,0.077300,0.000000,0.011310,
demo.44.ground.smt2,,16,4,unsat,1.219262,0.020820,0.426770,0.494980,0.072840,0.000000,0.011680,
demo.44.ground.smt2,,32,0,unsat,1.224944,0.019750,0.426910,0.506510,0.059040,0.000000,0.013180,
demo.44.ground.smt2,,32,1,unsat,1.227993,0.022010,0.427550,0.508210,0.057980,0.000000,0.012520,
demo.44.ground.smt2,,32,2,unsat,1.230109,0.019860,0.427790,0.513710,0.058520,0.000000,0.012690,
demo.44.ground.smt2,,32,3,unsat,1.243456,0.020760,0.426970,0.524570,0.058220,0.000000,0.012500,
demo.44.ground.smt2,,32,4,unsat,1.232675,0.020360,0.431830,0.514640,0.059230,0.000000,0.012510,
demo.44.ground.smt2,,64,0,unsat,1.255338,0.020140,0.427560,0.528940,0.059250,0.000000,0.016290,
demo.44.ground.smt2,,64,1,unsat,1.282288,0.021460,0.430200,0.544310,0.062690,0.000000,0.017170,
demo.44.ground.smt2,,64,2,unsat,1.288787,0.021910,0.429120,0.544020,0.069320,0.000000,0.016500,
demo.44.ground.smt2,,64,3,unsat,1.292961,0.021020,0.429970,0.560460,0.059150,0.000000,0.015650,
demo.44.ground.smt2,,64,4,unsat,1.269429,0.021100,0.427250,0.536920,0.063120,0.000000,0.016250,
demo.44.ground.smt2,,128,0,unsat,1.471546,0.022540,0.437680,0.626690,0.139780,0.000000,0.021590,
demo.44.ground.smt2,,128,1,unsat,1.496242,0.023090,0.431370,0.662850,0.133500,0.000000,0.019010,
demo.44.ground.smt2,,128,2,unsat,1.463159,0.023440,0.436500,0.643880,0.109560,0.000000,0.019690,
demo.44.ground.smt2,,128,3,unsat,1.453782,0.022670,0.426520,0.648480,0.102930,0.000000,0.020180,
demo.44.ground.smt2,,128,4,unsat,1.496938,0.023270,0.434990,0.640910,0.141790,0.000000,0.021390,
demo.45.ground.smt2,,1,0,unsat,0.979293,0.013610,0.288720,0.333730,0.229550,0.000000,0.002050,
demo.45.ground.smt2,,1,1,unsat,1.017427,0.012840,0.292630,0.346230,0.252060,0.000000,0.002090,
demo.45.ground.smt2,,1,2,unsat,1.026975,0.012850,0.291300,0.335710,0.273890,0.000000,0.002020,
demo.45.ground.smt2,,1,3,unsat,1.041475,0.012880,0.284290,0.335920,0.293200,0.000000,0.002130,
demo.45.ground.smt2,,1,4,unsat,0.978950,0.012530,0.283450,0.334040,0.234350,0.000000,0.001890,
demo.45.ground.smt2,,2,0,unsat,0.950083,0.012030,0.291680,0.345550,0.179070,0.000000,0.007740,
demo.45.ground.smt2,,2,1,unsat,0.909090,0.012070,0.286830,0.321540,0.167800,0.000000,0.007140,
demo.45.ground.smt2,,2,2,unsat,0.909642,0.012610,0.286850,0.327610,0.163800,0.000000,0.006950,
demo.45.ground.smt2,,2,3,unsat,0.922720,0.012050,0.290520,0.327920,0.171410,0.000000,0.007370,
demo.45.ground.smt2,,2,4,unsat,0.913649,0.011820,0.289060,0.325260,0.166200,0.000000,0.007390,
demo.45.ground.smt2,,4,0,unsat,0.858887,0.013160,0.287330,0.326290,0.107240,0.000000,0.008340,
demo.45.ground.smt2,,4,1,unsat,0.863348,0.012850,0.288880,0.323780,0.113340,0.000000,0.008340,
demo.45.ground.smt2,,4,2,unsat,0.870808,0.012510,0.291410,0.329420,0.111300,0.000000,0.008810,
demo.45.ground.smt2,,4,3,unsat,0.869614,0.012850,0.288750,0.330010,0.113390,0.000000,0.008290,
demo.45.ground.smt2,,4,4,unsat,0.857576,0.013670,0.284730,0.324870,0.110240,0.000000,0.008350,
demo.45.ground.smt2,,8,0,unsat,0.834677,0.012750,0.286970,0.329060,0.078700,0.000000,0.008970,
demo.45.ground.smt2,,8,1,unsat,0.829143,0.013090,0.285020,0.324790,0.080160,0.000000,0.008910,
demo.45.ground.smt2,,8,2,unsat,0.831201,0.012880,0.285850,0.330220,0.075620,0.000000,0.009030,
demo.45.ground.smt2,,8,3,unsat,0.830868,0.013210,0.293700,0.322570,0.076340,0.000000,0.008590,
demo.45.ground.smt2,,8,4,unsat,0.828371,0.013170,0.289540,0.325610,0.074460,0.000000,0.008210,
demo.45.ground.smt2,,16,0,unsat,0.823814,0.012710,0.293560,0.332020,0.058880,0.000000,0.009470,
demo.45.ground.smt2,,16,1,unsat,0.818990,0.012340,0.289870,0.335690,0.057160,0.000000,0.008450,
demo.45.ground.smt2,,16,2,unsat,0.820689,0.013110,0.291330,0.336580,0.056450,0.000000,0.008430,
demo.45.ground.smt2,,16,3,unsat,0.818956,0.012220,0.286880,0.333210,0.061430,0.000000,0.009120,
demo.45.ground.smt2,,16,4,unsat,0.817368,0.012820,0.288170,0.335540,0.057180,0.000000,0.008060,
demo.45.ground.smt2,,32,0,unsat,0.832318,0.012070,0.291100,0.347880,0.050050,0.000000,0.009260,
demo.45.ground.smt2,,32,1,unsat,0.838729,0.012250,0.292730,0.353150,0.050710,0.000000,0.009370,
demo.45.ground.smt2,,32,2,unsat,0.842354,0.012880,0.291020,0.360140,0.050210,0.000000,0.008850,
demo.45.ground.smt2,,32,3,unsat,0.832677,0.012190,0.292210,0.346490,0.051140,0.000000,0.009150,
demo.45.ground.smt2,,32,4,unsat,0.845943,0.013170,0.290370,0.363150,0.050680,0.000000,0.008810,
demo.45.ground.smt2,,64,0,unsat,0.874337,0.012970,0.291030,0.373980,0.058640,0.000000,0.010860,
demo.45.ground.smt2,,64,1,unsat,0.886163,0.012760,0.292160,0.382740,0.055880,0.000000,0.013360,
demo.45.ground.smt2,,64,2,unsat,0.884604,0.013650,0.290350,0.382890,0.058350,0.000000,0.012950,
demo.45.ground.smt2,,64,3,unsat,0.876857,0.013950,0.289620,0.377590,0.057590,0.000000,0.012710,
demo.45.ground.smt2,,64,4,unsat,0.918362,0.013010,0.290460,0.410210,0.056080,0.000000,0.012420,
demo.45.ground.smt2,,128,0,unsat,1.037573,0.013820,0.296080,0.454990,0.111690,0.000000,0.013970,
demo.45.ground.smt2,,128,1,unsat,1.004658,0.014310,0.288330,0.456970,0.086220,0.000000,0.013820,
demo.45.ground.smt2,,128,2,unsat,1.005243,0.014410,0.289970,0.450730,0.086480,0.000000,0.014650,
demo.45.ground.smt2,,128,3,unsat,1.034248,0.013840,0.294160,0.470360,0.095070,0.000000,0.013860,
demo.45.ground.smt2,,128,4,unsat,1.019673,0.013680,0.289760,0.466370,0.087780,0.000000,0.014460,
demo.47.ground.smt2,,1,0,unsat,0.993880,0.013780,0.265150,0.325840,0.282100,0.000000,0.001830,
demo.47.ground.smt2,,1,1,unsat,1.013388,0.013700,0.271380,0.348210,0.270040,0.000000,0.001790,
demo.47.ground.smt2,,1,2,unsat,1.020755,0.012190,0.269370,0.372380,0.253090,0.000000,0.001760,
demo.47.ground.smt2,,1,3,unsat,0.977048,0.012490,0.270310,0.353680,0.223470,0.000000,0.001860,
demo.47.ground.smt2,,1,4,unsat,1.030195,0.012180,0.268350,0.357410,0.278370,0.000000,0.001770,
demo.47.ground.smt2,,2,0,unsat,0.865008,0.012200,0.266670,0.310980,0.162960,0.000000,0.007260,
demo.47.ground.smt2,,2,1,unsat,0.875403,0.012270,0.268660,0.316870,0.162840,0.000000,0.006500,
demo.47.ground.smt2,,2,2,unsat,0.895647,0.012630,0.268030,0.331640,0.163980,0.000000,0.006440,
demo.47.ground.smt2,,2,3,unsat,0.904338,0.010840,0.270970,0.342130,0.160610,0.000000,0.007430,
demo.47.ground.smt2,,2,4,unsat,0.890098,0.011760,0.264260,0.336660,0.157230,0.000000,0.006850,
demo.47.ground.smt2,,4,0,unsat,0.856063,0.012540,0.265790,0.337830,0.122050,0.000000,0.007970,
demo.47.ground.smt2,,4,1,unsat,0.823799,0.012380,0.269320,0.313870,0.113300,0.000000,0.008010,
demo.47.ground.smt2,,4,2,unsat,0.805861,0.012960,0.268360,0.299970,0.112670,0.000000,0.006990,
demo.47.ground.smt2,,4,3,unsat,0.810199,0.012680,0.268440,0.302290,0.111440,0.000000,0.007610,
demo.47.ground.smt2,,4,4,unsat,0.839701,0.011870,0.267350,0.328400,0.114710,0.000000,0.007440,
demo.47.ground.smt2,,8,0,unsat,0.808814,0.012640,0.269330,0.326860,0.078610,0.000000,0.008210,
demo.47.ground.smt2,,8,1,unsat,0.814563,0.012620,0.267380,0.332320,0.078820,0.000000,0.008340,
demo.47.ground.smt2,,8,2,unsat,0.813049,0.012640,0.269250,0.325670,0.082410,0.000000,0.008310,
demo.47.ground.smt2,,8,3,unsat,0.807571,0.012750,0.269300,0.322870,0.082730,0.000000,0.007470,
demo.47.ground.smt2,,8,4,unsat,0.784924,0.011860,0.266940,0.308310,0.082270,0.000000,0.007910,
demo.47.ground.smt2,,16,0,unsat,0.776602,0.012300,0.271120,0.314280,0.064600,0.000000,0.007690,
demo.47.ground.smt2,,16,1,unsat,0.772209,0.011840,0.267050,0.310410,0.067170,0.000000,0.008800,
demo.47.ground.smt2,,16,2,unsat,0.773438,0.011940,0.264100,0.312380,0.065970,0.000000,0.008390,
demo.47.ground.smt2,,16,3,unsat,0.773204,0.011470,0.266950,0.310910,0.066080,0.000000,0.008930,
demo.47.ground.smt2,,16,4,unsat,0.776478,0.012370,0.266110,0.316850,0.063860,0.000000,0.008440,
demo.47.ground.smt2,,32,0,unsat,0.779621,0.012280,0.267200,0.323320,0.059260,0.000000,0.008540,
demo.47.ground.smt2,,32,1,unsat,0.773166,0.012620,0.264160,0.323480,0.056970,0.000000,0.008080,
demo.47.ground.smt2,,32,2,unsat,0.784705,0.012330,0.266740,0.326910,0.057900,0.000000,0.008400,
demo.47.ground.smt2,,32,3,unsat,0.784963,0.011840,0.265260,0.333930,0.056550,0.000000,0.008300,
demo.47.ground.smt2,,32,4,unsat,0.798373,0.012380,0.269870,0.339910,0.056930,0.000000,0.008350,
demo.47.ground.smt2,,64,0,unsat,0.827820,0.011240,0.270910,0.347530,0.064070,0.000000,0.011680,
demo.47.ground.smt2,,64,1,unsat,0.858397,0.012660,0.270240,0.378600,0.065290,0.000000,0.010460,
demo.47.ground.smt2,,64,2,unsat,0.824709,0.012750,0.267300,0.348290,0.060850,0.000000,0.012040,
demo.47.ground.smt2,,64,3,unsat,0.836443,0.011640,0.269600,0.361540,0.064240,0.000000,0.010730,
demo.47.ground.smt2,,64,4,unsat,0.846704,0.012670,0.267560,0.372020,0.063600,0.000000,0.011200,
demo.47.ground.smt2,,128,0,unsat,0.962590,0.012830,0.269910,0.425080,0.101020,0.000000,0.012890,
demo.47.ground.smt2,,128,1,unsat,0.979084,0.013930,0.270670,0.418280,0.117580,0.000000,0.013210,
demo.47.ground.smt2,,128,2,unsat,1.004007,0.013840,0.270140,0.430540,0.134850,0.000000,0.012990,
demo.47.ground.smt2,,128,3,unsat,1.054848,0.012870,0.268900,0.449670,0.170370,0.000000,0.013380,
demo.47.ground.smt2,,128,4,unsat,0.977575,0.013160,0.270290,0.438130,0.103180,0.000000,0.012990,
demo.48.ground.smt2,,1,0,unsat,1.142047,0.013940,0.292400,0.419480,0.291660,0.000000,0.002040,
demo.48.ground.smt2,,1,1,unsat,1.111779,0.013690,0.292620,0.401260,0.282160,0.000000,0.002160,
demo.48.ground.smt2,,1,2,unsat,1.133205,0.012650,0.290120,0.404440,0.304850,0.000000,0.002280,
demo.48.ground.smt2,,1,3,unsat,1.120084,0.012620,0.291890,0.391370,0.304160,0.000000,0.002320,
demo.48.ground.smt2,,1,4,unsat,1.089431,0.012530,0.290890,0.372020,0.294100,0.000000,0.002160,
demo.48.ground.smt2,,2,0,unsat,0.975801,0.012880,0.290690,0.373740,0.168630,0.000000,0.007740,
demo.48.ground.smt2,,2,1,unsat,1.007792,0.012110,0.294420,0.383620,0.185980,0.000000,0.008000,
demo.48.ground.smt2,,2,2,unsat,0.966917,0.011910,0.289410,0.374320,0.162180,0.000000,0.006920,
demo.48.ground.smt2,,2,3,unsat,0.975025,0.011290,0.292550,0.377670,0.165500,0.000000,0.007170,
demo.48.ground.smt2,,2,4,unsat,0.982057,0.012640,0.293200,0.380040,0.165580,0.000000,0.007320,
demo.48.ground.smt2,,4,0,unsat,0.911511,0.012300,0.288410,0.371940,0.106640,0.000000,0.007960,
demo.48.ground.smt2,,4,1,unsat,0.915855,0.012260,0.292980,0.370250,0.108980,0.000000,0.008310,
demo.48.ground.smt2,,4,2,unsat,0.933430,0.012240,0.291180,0.377140,0.119120,0.000000,0.008690,
demo.48.ground.smt2,,4,3,unsat,0.921695,0.012480,0.292470,0.372810,0.112160,0.000000,0.008550,
demo.48.ground.smt2,,4,4,unsat,0.897699,0.012520,0.289570,0.359450,0.108360,0.000000,0.007510,
demo.48.ground.smt2,,8,0,unsat,0.872411,0.012140,0.285790,0.368160,0.075850,0.000000,0.008600,
demo.48.ground.smt2,,8,1,unsat,0.867322,0.013700,0.286480,0.361180,0.076450,0.000000,0.008260,
demo.48.ground.smt2,,8,2,unsat,0.874133,0.013070,0.286810,0.365300,0.077450,0.000000,0.008320,
demo.48.ground.smt2,,8,3,unsat,0.875432,0.012940,0.293870,0.366930,0.072850,0.000000,0.007640,
demo.48.ground.smt2,,8,4,unsat,0.884431,0.012360,0.293900,0.372970,0.074000,0.000000,0.009080,
demo.48.ground.smt2,,16,0,unsat,0.848799,0.013060,0.290320,0.361610,0.055670,0.000000,0.008060,
demo.48.ground.smt2,,16,1,unsat,0.853131,0.012440,0.286870,0.365910,0.058920,0.000000,0.009140,
demo.48.ground.smt2,,16,2,unsat,0.839656,0.013230,0.287750,0.353460,0.057890,0.000000,0.008300,
demo.48.ground.smt2,,16,3,unsat,0.863053,0.012290,0.290820,0.374370,0.056250,0.000000,0.008190,
demo.48.ground.smt2,,16,4,unsat,0.867382,0.012500,0.289350,0.375480,0.059430,0.000000,0.009000,
demo.48.ground.smt2,,32,0,unsat,0.874843,0.012430,0.289840,0.388040,0.050050,0.000000,0.009390,
demo.48.ground.smt2,,32,1,unsat,0.857497,0.012870,0.294880,0.370900,0.047790,0.000000,0.009170,
demo.48.ground.smt2,,32,2,unsat,0.858270,0.012350,0.291390,0.375440,0.048570,0.000000,0.009340,
demo.48.ground.smt2,,32,3,unsat,0.856741,0.012740,0.290440,0.374890,0.050490,0.000000,0.008790,
demo.48.ground.smt2,,32,4,unsat,0.852293,0.012300,0.288970,0.372190,0.049200,0.000000,0.009390,
demo.48.ground.smt2,,64,0,unsat,0.913161,0.013290,0.293530,0.409840,0.057240,0.000000,0.010440,
demo.48.ground.smt2,,64,1,unsat,0.886849,0.012440,0.289810,0.392680,0.053030,0.000000,0.012100,
