file,expected,threads,trial,result,wall_s,read_s,parse_s,build_s,close_s,check_s,dtor_s,error
demo.20.ground.smt2,,128,0,unsat,1.381594,0.020910,0.384220,0.603570,0.167380,0.000000,0.016880,
demo.20.ground.smt2,,128,1,unsat,1.285806,0.020070,0.386050,0.602380,0.065110,0.000000,0.018530,
demo.20.ground.smt2,,128,2,unsat,1.302758,0.020460,0.388190,0.586690,0.095380,0.000000,0.017910,
demo.20.ground.smt2,,128,3,unsat,1.290273,0.022000,0.382090,0.581840,0.087980,0.000000,0.018530,
demo.20.ground.smt2,,128,4,unsat,1.303041,0.021650,0.389790,0.608060,0.067170,0.000000,0.018730,
demo.21.ground.smt2,,1,0,unsat,1.457260,0.020060,0.341300,0.428310,0.534540,0.000000,0.002350,
demo.21.ground.smt2,,1,1,unsat,1.410566,0.019920,0.337620,0.412240,0.509400,0.000000,0.002080,
demo.21.ground.smt2,,1,2,unsat,1.481998,0.019590,0.335370,0.421230,0.573210,0.000000,0.002310,
demo.21.ground.smt2,,1,3,unsat,1.369327,0.017910,0.339310,0.406510,0.472500,0.000000,0.002160,
demo.21.ground.smt2,,1,4,unsat,1.380384,0.018910,0.335110,0.396900,0.499920,0.000000,0.002040,
demo.21.ground.smt2,,2,0,unsat,1.168068,0.019060,0.333980,0.390920,0.285240,0.000000,0.006540,
demo.21.ground.smt2,,2,1,unsat,1.173756,0.018100,0.342380,0.389560,0.287970,0.000000,0.006270,
demo.21.ground.smt2,,2,2,unsat,1.196308,0.019580,0.333300,0.403100,0.300920,0.000000,0.007490,
demo.21.ground.smt2,,2,3,unsat,1.172190,0.019020,0.329620,0.393910,0.291770,0.000000,0.006740,
demo.21.ground.smt2,,2,4,unsat,1.203260,0.018770,0.336130,0.397450,0.313440,0.000000,0.006920,
demo.21.ground.smt2,,4,0,unsat,1.032232,0.019900,0.334460,0.377860,0.165160,0.000000,0.005700,
demo.21.ground.smt2,,4,1,unsat,1.019870,0.018850,0.331340,0.377290,0.159780,0.000000,0.005440,
demo.21.ground.smt2,,4,2,unsat,1.045317,0.018760,0.337470,0.377090,0.178720,0.000000,0.006070,
demo.21.ground.smt2,,4,3,unsat,1.019367,0.019400,0.329740,0.374940,0.160480,0.000000,0.005950,
demo.21.ground.smt2,,4,4,unsat,1.035769,0.018550,0.334910,0.369140,0.178790,0.000000,0.005670,
demo.21.ground.smt2,,8,0,unsat,0.973373,0.018680,0.336960,0.378470,0.103710,0.000000,0.005860,
demo.21.ground.smt2,,8,1,unsat,0.959147,0.018180,0.339790,0.371610,0.096130,0.000000,0.005480,
demo.21.ground.smt2,,8,2,unsat,0.949672,0.018780,0.334100,0.361230,0.102010,0.000000,0.006160,
demo.21.ground.smt2,,8,3,unsat,0.958049,0.018770,0.339400,0.366020,0.099810,0.000000,0.005980,
demo.21.ground.smt2,,8,4,unsat,0.941225,0.019380,0.331330,0.358610,0.098160,0.000000,0.005850,
demo.21.ground.smt2,,16,0,unsat,0.921633,0.019340,0.329780,0.365420,0.073560,0.000000,0.006120,
demo.21.ground.smt2,,16,1,unsat,0.937876,0.018970,0.337140,0.371250,0.077390,0.000000,0.006280,
demo.21.ground.smt2,,16,2,unsat,0.932271,0.019810,0.329630,0.375470,0.073110,0.000000,0.006360,
demo.21.ground.smt2,,16,3,unsat,0.941708,0.020040,0.328650,0.383070,0.072450,0.000000,0.006720,
demo.21.ground.smt2,,16,4,unsat,0.947938,0.019550,0.338500,0.379790,0.073540,0.000000,0.006850,
demo.21.ground.smt2,,32,0,unsat,0.947006,0.020660,0.335100,0.385200,0.061820,0.000000,0.009140,
demo.21.ground.smt2,,32,1,unsat,0.954724,0.019110,0.336960,0.394310,0.062190,0.000000,0.008550,
demo.21.ground.smt2,,32,2,unsat,0.940397,0.020810,0.330810,0.381340,0.065380,0.000000,0.008530,
demo.21.ground.smt2,,32,3,unsat,0.953450,0.020600,0.337920,0.395820,0.057090,0.000000,0.008390,
demo.21.ground.smt2,,32,4,unsat,0.962247,0.020940,0.334460,0.398430,0.058420,0.000000,0.009840,
demo.21.ground.smt2,,64,0,unsat,1.031565,0.021480,0.342960,0.438810,0.063960,0.000000,0.012800,
demo.21.ground.smt2,,64,1,unsat,1.035266,0.022260,0.332100,0.447620,0.066310,0.000000,0.012200,
demo.21.ground.smt2,,64,2,unsat,0.993569,0.020800,0.332110,0.415620,0.066060,0.000000,0.011890,
demo.21.ground.smt2,,64,3,unsat,1.031325,0.021800,0.337660,0.442380,0.066000,0.000000,0.011980,
demo.21.ground.smt2,,64,4,unsat,0.994055,0.021020,0.334570,0.408780,0.069670,0.000000,0.011730,
demo.21.ground.smt2,,128,0,unsat,1.097460,0.021570,0.332940,0.467050,0.095600,0.000000,0.014240,
demo.21.ground.smt2,,128,1,unsat,1.130600,0.021570,0.344220,0.474400,0.112300,0.000000,0.014490,
demo.21.ground.smt2,,128,2,unsat,1.153144,0.021930,0.340480,0.484580,0.125850,0.000000,0.014470,
demo.21.ground.smt2,,128,3,unsat,1.152365,0.021390,0.342020,0.495160,0.114520,0.000000,0.014300,
demo.21.ground.smt2,,128,4,unsat,1.136994,0.021990,0.343790,0.486000,0.108260,0.000000,0.014290,
demo.22.ground.smt2,,1,0,unsat,1.347345,0.014760,0.321810,0.467560,0.406070,0.000000,0.002220,
demo.22.ground.smt2,,1,1,unsat,1.333086,0.014730,0.319500,0.461650,0.401490,0.000000,0.002220,
demo.22.ground.smt2,,1,2,unsat,1.211572,0.014030,0.317560,0.396940,0.347320,0.000000,0.002170,
demo.22.ground.smt2,,1,3,unsat,1.270870,0.013830,0.318350,0.427540,0.377120,0.000000,0.002150,
demo.22.ground.smt2,,1,4,unsat,1.277620,0.013820,0.310580,0.422450,0.394170,0.000000,0.002170,
demo.22.ground.smt2,,2,0,unsat,1.104368,0.013820,0.312860,0.400400,0.236770,0.000000,0.006790,
demo.22.ground.smt2,,2,1,unsat,1.136807,0.013220,0.321260,0.420560,0.239380,0.000000,0.007810,
demo.22.ground.smt2,,2,2,unsat,1.073607,0.013940,0.315250,0.379440,0.224940,0.000000,0.007310,
demo.22.ground.smt2,,2,3,unsat,1.082387,0.013750,0.307990,0.397670,0.223040,0.000000,0.006530,
demo.22.ground.smt2,,2,4,unsat,1.082892,0.013630,0.314180,0.391310,0.223720,0.000000,0.006860,
demo.22.ground.smt2,,4,0,unsat,0.981937,0.014480,0.310030,0.382260,0.133640,0.000000,0.009170,
demo.22.ground.smt2,,4,1,unsat,0.996210,0.014030,0.318280,0.382400,0.137620,0.000000,0.009330,
demo.22.ground.smt2,,4,2,unsat,0.990721,0.014440,0.319810,0.371750,0.141150,0.000000,0.009310,
demo.22.ground.smt2,,4,3,unsat,0.972121,0.015530,0.310330,0.365580,0.140390,0.000000,0.009070,
demo.22.ground.smt2,,4,4,unsat,0.958654,0.014770,0.311490,0.364610,0.129310,0.000000,0.007960,
demo.22.ground.smt2,,8,0,unsat,0.904475,0.012790,0.316900,0.351380,0.085220,0.000000,0.009060,
demo.22.ground.smt2,,8,1,unsat,0.909187,0.014900,0.313700,0.353400,0.086910,0.000000,0.010070,
demo.22.ground.smt2,,8,2,unsat,0.910213,0.014380,0.314920,0.350660,0.087690,0.000000,0.009580,
demo.22.ground.smt2,,8,3,unsat,0.909083,0.014210,0.310310,0.357480,0.085710,0.000000,0.009920,
demo.22.ground.smt2,,8,4,unsat,0.920237,0.013640,0.317570,0.358140,0.087150,0.000000,0.009820,
demo.22.ground.smt2,,16,0,unsat,0.892415,0.014280,0.311570,0.367530,0.061140,0.000000,0.009130,
demo.22.ground.smt2,,16,1,unsat,0.883163,0.014200,0.312590,0.356820,0.061180,0.000000,0.009580,
demo.22.ground.smt2,,16,2,unsat,0.901255,0.013660,0.317140,0.364820,0.066030,0.000000,0.010160,
demo.22.ground.smt2,,16,3,unsat,0.893396,0.014170,0.316310,0.357150,0.064850,0.000000,0.010670,
demo.22.ground.smt2,,16,4,unsat,0.882935,0.014180,0.313240,0.355950,0.061350,0.000000,0.009320,
demo.22.ground.smt2,,32,0,unsat,0.904770,0.014820,0.311670,0.382420,0.052970,0.000000,0.010110,
demo.22.ground.smt2,,32,1,unsat,0.904641,0.015100,0.311990,0.385290,0.052500,0.000000,0.009930,
demo.22.ground.smt2,,32,2,unsat,0.880170,0.014350,0.309250,0.364030,0.052190,0.000000,0.009890,
demo.22.ground.smt2,,32,3,unsat,0.884284,0.014310,0.314440,0.361760,0.052700,0.000000,0.010870,
demo.22.ground.smt2,,32,4,unsat,0.903922,0.014470,0.312590,0.378190,0.053400,0.000000,0.010370,
demo.22.ground.smt2,,64,0,unsat,1.004130,0.015980,0.316740,0.446390,0.061240,0.000000,0.013570,
demo.22.ground.smt2,,64,1,unsat,0.983759,0.016390,0.314610,0.428720,0.061250,0.000000,0.014320,
demo.22.ground.smt2,,64,2,unsat,1.002897,0.016420,0.311540,0.452840,0.058330,0.000000,0.014250,
demo.22.ground.smt2,,64,3,unsat,1.015790,0.015640,0.317310,0.462190,0.056740,0.000000,0.013390,
demo.22.ground.smt2,,64,4,unsat,1.008103,0.015310,0.311360,0.457000,0.059550,0.000000,0.014050,
demo.22.ground.smt2,,128,0,unsat,1.152907,0.016230,0.318230,0.521680,0.115640,0.000000,0.015400,
demo.22.ground.smt2,,128,1,unsat,1.224671,0.015840,0.314440,0.524380,0.190860,0.000000,0.017290,
demo.22.ground.smt2,,128,2,unsat,1.168532,0.016780,0.315350,0.538060,0.118360,0.000000,0.015110,
demo.22.ground.smt2,,128,3,unsat,1.128595,0.017180,0.316250,0.526300,0.087540,0.000000,0.015180,
demo.22.ground.smt2,,128,4,unsat,1.164170,0.016790,0.320540,0.517210,0.125160,0.000000,0.015870,
demo.23.ground.smt2,,1,0,unsat,1.255251,0.013840,0.272030,0.403340,0.447130,0.000000,0.002060,
demo.23.ground.smt2,,1,1,unsat,1.129410,0.013070,0.266940,0.359510,0.372580,0.000000,0.002000,
demo.23.ground.smt2,,1,2,unsat,1.222510,0.013080,0.267980,0.377080,0.447600,0.000000,0.002110,
demo.23.ground.smt2,,1,3,unsat,1.082400,0.012520,0.264030,0.332220,0.361640,0.000000,0.001940,
demo.23.ground.smt2,,1,4,unsat,1.142409,0.012650,0.265130,0.363740,0.386240,0.000000,0.001950,
demo.23.ground.smt2,,2,0,unsat,0.994554,0.012950,0.267040,0.345120,0.248940,0.000000,0.007440,
demo.23.ground.smt2,,2,1,unsat,0.964154,0.012510,0.259940,0.335930,0.235040,0.000000,0.007280,
demo.23.ground.smt2,,2,2,unsat,0.985968,0.012460,0.263100,0.347860,0.240020,0.000000,0.007110,
demo.23.ground.smt2,,2,3,unsat,0.977500,0.012620,0.266830,0.327810,0.248780,0.000000,0.007240,
demo.23.ground.smt2,,2,4,unsat,0.963411,0.013000,0.264520,0.316890,0.247160,0.000000,0.008450,
demo.23.ground.smt2,,4,0,unsat,0.858346,0.012860,0.261620,0.330030,0.131480,0.000000,0.008880,
demo.23.ground.smt2,,4,1,unsat,0.835249,0.012520,0.261280,0.309330,0.131500,0.000000,0.008390,
demo.23.ground.smt2,,4,2,unsat,0.852529,0.012220,0.261480,0.312510,0.144730,0.000000,0.008750,
demo.23.ground.smt2,,4,3,unsat,0.844331,0.012710,0.266820,0.313900,0.130420,0.000000,0.008540,
demo.23.ground.smt2,,4,4,unsat,0.893405,0.013570,0.264360,0.343110,0.147270,0.000000,0.009160,
demo.23.ground.smt2,,8,0,unsat,0.804191,0.013110,0.265370,0.317620,0.084020,0.000000,0.008340,
demo.23.ground.smt2,,8,1,unsat,0.768748,0.012620,0.261140,0.293310,0.083150,0.000000,0.008330,
demo.23.ground.smt2,,8,2,unsat,0.794621,0.012100,0.263230,0.318130,0.079520,0.000000,0.009280,
demo.23.ground.smt2,,8,3,unsat,0.779466,0.012930,0.262620,0.298510,0.084510,0.000000,0.009270,
demo.23.ground.smt2,,8,4,unsat,0.778428,0.012460,0.261710,0.298560,0.085780,0.000000,0.008950,
demo.23.ground.smt2,,16,0,unsat,0.768233,0.013330,0.264230,0.309430,0.058920,0.000000,0.008750,
demo.23.ground.smt2,,16,1,unsat,0.773398,0.012570,0.264290,0.315670,0.057210,0.000000,0.009760,
demo.23.ground.smt2,,16,2,unsat,0.794914,0.011880,0.263440,0.334790,0.060520,0.000000,0.008620,
demo.23.ground.smt2,,16,3,unsat,0.756981,0.012510,0.265290,0.301870,0.056590,0.000000,0.009610,
demo.23.ground.smt2,,16,4,unsat,0.770666,0.012460,0.264540,0.313430,0.058530,0.000000,0.009710,
demo.23.ground.smt2,,32,0,unsat,0.781304,0.013040,0.265940,0.324390,0.051600,0.000000,0.010010,
demo.23.ground.smt2,,32,1,unsat,0.759648,0.013030,0.261240,0.309860,0.049550,0.000000,0.010190,
demo.23.ground.smt2,,32,2,unsat,0.754759,0.013220,0.260620,0.307580,0.047390,0.000000,0.009950,
demo.23.ground.smt2,,32,3,unsat,0.773600,0.013330,0.262970,0.315680,0.054420,0.000000,0.009980,
demo.23.ground.smt2,,32,4,unsat,0.772471,0.013090,0.264180,0.324780,0.045390,0.000000,0.009310,
demo.23.ground.smt2,,64,0,unsat,0.816147,0.012860,0.259780,0.350280,0.058540,0.000000,0.011560,
demo.23.ground.smt2,,64,1,unsat,0.795257,0.012720,0.265380,0.332080,0.048580,0.000000,0.012130,
demo.23.ground.smt2,,64,2,unsat,0.819805,0.012680,0.262380,0.356770,0.049900,0.000000,0.012180,
demo.23.ground.smt2,,64,3,unsat,0.812541,0.013170,0.261120,0.348760,0.053590,0.000000,0.011230,
demo.23.ground.smt2,,64,4,unsat,0.832749,0.013850,0.263240,0.358410,0.057230,0.000000,0.012010,
demo.23.ground.smt2,,128,0,unsat,0.997948,0.014110,0.262880,0.418200,0.139360,0.000000,0.015450,
demo.23.ground.smt2,,128,1,unsat,0.984830,0.014170,0.267210,0.434260,0.104540,0.000000,0.015310,
demo.23.ground.smt2,,128,2,unsat,0.994076,0.014650,0.268220,0.439360,0.106240,0.000000,0.015670,
demo.23.ground.smt2,,128,3,unsat,1.016137,0.013980,0.264650,0.464400,0.107860,0.000000,0.015360,
demo.23.ground.smt2,,128,4,unsat,1.004554,0.013270,0.269350,0.445790,0.111120,0.000000,0.015750,
demo.24.ground.smt2,,1,0,unsat,0.569418,0.008120,0.158770,0.193470,0.151570,0.000000,0.001190,
demo.24.ground.smt2,,1,1,unsat,0.581478,0.007640,0.157540,0.194680,0.163630,0.000000,0.001180,
demo.24.ground.smt2,,1,2,unsat,0.584429,0.008070,0.159370,0.202870,0.155890,0.000000,0.001200,
demo.24.ground.smt2,,1,3,unsat,0.594948,0.007390,0.159370,0.205990,0.163760,0.000000,0.001180,
demo.24.ground.smt2,,1,4,unsat,0.601399,0.007010,0.160950,0.206830,0.168560,0.000000,0.001220,
demo.24.ground.smt2,,2,0,unsat,0.557059,0.007870,0.159300,0.210690,0.115830,0.000000,0.005630,
demo.24.ground.smt2,,2,1,unsat,0.535147,0.006940,0.156370,0.193980,0.114580,0.000000,0.005600,
demo.24.ground.smt2,,2,2,unsat,0.547650,0.007360,0.160000,0.197690,0.118900,0.000000,0.005780,
demo.24.ground.smt2,,2,3,unsat,0.550931,0.007640,0.160130,0.199070,0.120690,0.000000,0.005710,
demo.24.ground.smt2,,2,4,unsat,0.544061,0.007320,0.159860,0.193050,0.119770,0.000000,0.005660,
demo.24.ground.smt2,,4,0,unsat,0.512911,0.007520,0.158660,0.195990,0.085170,0.000000,0.005550,
demo.24.ground.smt2,,4,1,unsat,0.507854,0.006820,0.159690,0.192030,0.085150,0.000000,0.005610,
demo.24.ground.smt2,,4,2,unsat,0.507762,0.007180,0.161520,0.192530,0.083840,0.000000,0.005210,
demo.24.ground.smt2,,4,3,unsat,0.503221,0.006810,0.159400,0.188370,0.085450,0.000000,0.005670,
demo.24.ground.smt2,,4,4,unsat,0.506017,0.007000,0.159360,0.191710,0.084410,0.000000,0.005590,
demo.24.ground.smt2,,8,0,unsat,0.485553,0.007790,0.157700,0.184990,0.069680,0.000000,0.005980,
demo.24.ground.smt2,,8,1,unsat,0.496288,0.007390,0.159290,0.195400,0.068950,0.000000,0.005990,
demo.24.ground.smt2,,8,2,unsat,0.493085,0.007790,0.158410,0.192930,0.067580,0.000000,0.005690,
demo.24.ground.smt2,,8,3,unsat,0.485493,0.007730,0.158870,0.188230,0.065520,0.000000,0.005780,
demo.24.ground.smt2,,8,4,unsat,0.494200,0.007850,0.158180,0.194640,0.068680,0.000000,0.005890,
demo.24.ground.smt2,,16,0,unsat,0.487995,0.008150,0.159850,0.192650,0.059590,0.000000,0.006760,
demo.24.ground.smt2,,16,1,unsat,0.495866,0.007910,0.159000,0.201820,0.059670,0.000000,0.006660,
demo.24.ground.smt2,,16,2,unsat,0.494201,0.008220,0.159680,0.198000,0.061100,0.000000,0.006620,
demo.24.ground.smt2,,16,3,unsat,0.496842,0.008070,0.160350,0.197880,0.061450,0.000000,0.006360,
demo.24.ground.smt2,,16,4,unsat,0.483195,0.007400,0.158440,0.189680,0.060510,0.000000,0.006250,
demo.24.ground.smt2,,32,0,unsat,0.485837,0.008550,0.154640,0.191080,0.060910,0.000000,0.007030,
demo.24.ground.smt2,,32,1,unsat,0.487897,0.008360,0.157500,0.191810,0.059760,0.000000,0.006690,
demo.24.ground.smt2,,32,2,unsat,0.491396,0.007690,0.157330,0.197780,0.057010,0.000000,0.006900,
demo.24.ground.smt2,,32,3,unsat,0.490806,0.007200,0.158610,0.194910,0.057940,0.000000,0.007060,
demo.24.ground.smt2,,32,4,unsat,0.504632,0.007970,0.156930,0.206280,0.061110,0.000000,0.007040,
demo.24.ground.smt2,,64,0,unsat,0.525657,0.007730,0.157940,0.207780,0.071630,0.000000,0.008270,
demo.24.ground.smt2,,64,1,unsat,0.532925,0.007960,0.158000,0.219070,0.067010,0.000000,0.008230,
demo.24.ground.smt2,,64,2,unsat,0.573613,0.008500,0.160630,0.247820,0.071090,0.000000,0.007780,
demo.24.ground.smt2,,64,3,unsat,0.547236,0.008150,0.159950,0.225550,0.068840,0.000000,0.008480,
demo.24.ground.smt2,,64,4,unsat,0.533446,0.007780,0.156800,0.214960,0.068820,0.000000,0.008770,
demo.24.ground.smt2,,128,0,unsat,0.704155,0.009200,0.158690,0.271880,0.161140,0.000000,0.010620,
demo.24.ground.smt2,,128,1,unsat,0.661384,0.008010,0.159920,0.259660,0.132880,0.000000,0.009370,
demo.24.ground.smt2,,128,2,unsat,0.643960,0.008340,0.159260,0.258960,0.114750,0.000000,0.009480,
demo.24.ground.smt2,,128,3,unsat,0.723768,0.007170,0.159760,0.259910,0.194360,0.000000,0.009780,
demo.24.ground.smt2,,128,4,unsat,0.661426,0.008110,0.160430,0.270740,0.120480,0.000000,0.009750,
demo.25.ground.smt2,,1,0,unsat,1.705321,0.022310,0.415040,0.649290,0.445610,0.000000,0.002240,
demo.25.ground.smt2,,1,1,unsat,1.597298,0.019890,0.398130,0.591570,0.420260,0.000000,0.002090,
demo.25.ground.smt2,,1,2,unsat,1.553338,0.019790,0.402740,0.576850,0.388350,0.000000,0.002110,
demo.25.ground.smt2,,1,3,unsat,1.545262,0.018870,0.407580,0.559340,0.395230,0.000000,0.002190,
demo.25.ground.smt2,,1,4,unsat,1.545997,0.020050,0.403210,0.549430,0.407390,0.000000,0.002160,
demo.25.ground.smt2,,2,0,unsat,1.373769,0.019840,0.403420,0.522540,0.253250,0.000000,0.007280,
demo.25.ground.smt2,,2,1,unsat,1.376600,0.019290,0.408220,0.512260,0.261630,0.000000,0.007390,
demo.25.ground.smt2,,2,2,unsat,1.385825,0.018450,0.402580,0.519880,0.271010,0.000000,0.008060,
demo.25.ground.smt2,,2,3,unsat,1.328857,0.019780,0.398990,0.493020,0.247510,0.000000,0.006840,
demo.25.ground.smt2,,2,4,unsat,1.318366,0.018670,0.400320,0.481220,0.248670,0.000000,0.006810,
demo.25.ground.smt2,,4,0,unsat,1.233261,0.021130,0.397280,0.479890,0.163340,0.000000,0.009000,
demo.25.ground.smt2,,4,1,unsat,1.218981,0.020320,0.403360,0.459320,0.162520,0.000000,0.008950,
demo.25.ground.smt2,,4,2,unsat,1.232339,0.020830,0.407810,0.467930,0.162110,0.000000,0.009070,
demo.25.ground.smt2,,4,3,unsat,1.216310,0.020060,0.400390,0.454640,0.166190,0.000000,0.009200,
demo.25.ground.smt2,,4,4,unsat,1.220501,0.019570,0.403980,0.464170,0.159440,0.000000,0.009490,
demo.25.ground.smt2,,8,0,unsat,1.134805,0.019250,0.399800,0.442180,0.104470,0.000000,0.009150,
demo.25.ground.smt2,,8,1,unsat,1.141305,0.019220,0.401870,0.448380,0.103410,0.000000,0.009450,
demo.25.ground.smt2,,8,2,unsat,1.126231,0.019790,0.397190,0.435380,0.102430,0.000000,0.010310,
demo.25.ground.smt2,,8,3,unsat,1.126286,0.019860,0.399500,0.430340,0.106130,0.000000,0.009110,
demo.25.ground.smt2,,8,4,unsat,1.135513,0.019900,0.400320,0.434860,0.108160,0.000000,0.010170,
demo.25.ground.smt2,,16,0,unsat,1.107040,0.019390,0.399120,0.438800,0.079350,0.000000,0.009160,
demo.25.ground.smt2,,16,1,unsat,1.109198,0.020840,0.402180,0.437420,0.078220,0.000000,0.009810,
demo.25.ground.smt2,,16,2,unsat,1.103995,0.019400,0.397590,0.438870,0.082370,0.000000,0.009760,
demo.25.ground.smt2,,16,3,unsat,1.118182,0.020020,0.395390,0.451890,0.080160,0.000000,0.010230,
demo.25.ground.smt2,,16,4,unsat,1.096806,0.019260,0.394750,0.435190,0.079340,0.000000,0.009280,
demo.25.ground.smt2,,32,0,unsat,1.139224,0.020930,0.404690,0.475660,0.064560,0.000000,0.010190,
demo.25.ground.smt2,,32,1,unsat,1.116220,0.021070,0.397970,0.460660,0.065750,0.000000,0.010170,
demo.25.ground.smt2,,32,2,unsat,1.127978,0.021290,0.396840,0.462940,0.072210,0.000000,0.010590,
demo.25.ground.smt2,,32,3,unsat,1.118233,0.021690,0.398580,0.462380,0.063250,0.000000,0.009840,
demo.25.ground.smt2,,32,4,unsat,1.118422,0.020690,0.397790,0.462500,0.064110,0.000000,0.009930,
demo.25.ground.smt2,,64,0,unsat,1.145184,0.020880,0.395670,0.483850,0.067250,0.000000,0.010480,
demo.25.ground.smt2,,64,1,unsat,1.160535,0.020490,0.394870,0.491410,0.070390,0.000000,0.013490,
demo.25.ground.smt2,,64,2,unsat,1.151649,0.022340,0.401850,0.473980,0.071990,0.000000,0.011810,
demo.25.ground.smt2,,64,3,unsat,1.171371,0.020780,0.405340,0.485180,0.071030,0.000000,0.012170,
demo.25.ground.smt2,,64,4,unsat,1.190823,0.022490,0.405350,0.502560,0.071790,0.000000,0.011970,
demo.25.ground.smt2,,128,0,unsat,1.373029,0.023490,0.403310,0.611060,0.123080,0.000000,0.016560,
demo.25.ground.smt2,,128,1,unsat,1.423034,0.020660,0.406580,0.648320,0.135960,0.000000,0.018240,
demo.25.ground.smt2,,128,2,unsat,1.443105,0.022170,0.406350,0.656630,0.145030,0.000000,0.018360,
demo.25.ground.smt2,,128,3,unsat,1.426158,0.021030,0.408030,0.646210,0.142240,0.000000,0.016380,
demo.25.ground.smt2,,128,4,unsat,1.454799,0.023140,0.408560,0.611490,0.194650,0.000000,0.022610,
demo.26.ground.smt2,,1,0,unsat,1.598663,0.021630,0.355900,0.489820,0.594560,0.000000,0.002520,
demo.26.ground.smt2,,1,1,unsat,1.552969,0.020960,0.348190,0.456600,0.591450,0.000000,0.002390,
demo.26.ground.smt2,,1,2,unsat,1.568161,0.021240,0.349200,0.459600,0.601340,0.000000,0.002310,
demo.26.ground.smt2,,1,3,unsat,1.489931,0.019030,0.353240,0.441920,0.539900,0.000000,0.002290,
demo.26.ground.smt2,,1,4,unsat,1.498516,0.019730,0.347860,0.410110,0.586990,0.000000,0.002180,
demo.26.ground.smt2,,2,0,unsat,1.246436,0.019200,0.351640,0.404990,0.326090,0.000000,0.006710,
demo.26.ground.smt2,,2,1,unsat,1.258572,0.019440,0.350370,0.414660,0.329160,0.000000,0.007520,
demo.26.ground.smt2,,2,2,unsat,1.210592,0.019210,0.352190,0.400220,0.297690,0.000000,0.006820,
demo.26.ground.smt2,,2,3,unsat,1.216611,0.018990,0.354570,0.390790,0.312800,0.000000,0.006840,
demo.26.ground.smt2,,2,4,unsat,1.195757,0.019190,0.348960,0.389730,0.295760,0.000000,0.007240,
demo.26.ground.smt2,,4,0,unsat,1.100767,0.021420,0.349840,0.400500,0.180860,0.000000,0.008640,
demo.26.ground.smt2,,4,1,unsat,1.073609,0.019970,0.348540,0.384260,0.177640,0.000000,0.009390,
demo.26.ground.smt2,,4,2,unsat,1.083341,0.019890,0.355260,0.394740,0.173000,0.000000,0.009200,
demo.26.ground.smt2,,4,3,unsat,1.075124,0.019680,0.351370,0.379120,0.182930,0.000000,0.009000,
demo.26.ground.smt2,,4,4,unsat,1.062386,0.020400,0.345230,0.382180,0.173260,0.000000,0.008870,
demo.26.ground.smt2,,8,0,unsat,0.996032,0.019500,0.347760,0.375040,0.112240,0.000000,0.009090,
demo.26.ground.smt2,,8,1,unsat,1.012759,0.019360,0.350380,0.395940,0.104470,0.000000,0.009380,
demo.26.ground.smt2,,8,2,unsat,1.000427,0.019170,0.352280,0.378510,0.111160,0.000000,0.008420,
demo.26.ground.smt2,,8,3,unsat,1.008111,0.020110,0.347100,0.386040,0.112050,0.000000,0.009080,
demo.26.ground.smt2,,8,4,unsat,0.996068,0.019540,0.348640,0.376190,0.109820,0.000000,0.009040,
demo.26.ground.smt2,,16,0,unsat,0.957638,0.019550,0.346820,0.373100,0.079080,0.000000,0.009140,
demo.26.ground.smt2,,16,1,unsat,0.968505,0.019800,0.349450,0.379600,0.081970,0.000000,0.009570,
demo.26.ground.smt2,,16,2,unsat,0.972431,0.020090,0.344070,0.378660,0.087670,0.000000,0.010240,
demo.26.ground.smt2,,16,3,unsat,0.976171,0.020960,0.352970,0.383470,0.078280,0.000000,0.009680,
demo.26.ground.smt2,,16,4,unsat,0.969112,0.019730,0.346280,0.382310,0.078560,0.000000,0.010160,
demo.26.ground.smt2,,32,0,unsat,0.982518,0.019120,0.348440,0.408010,0.060880,0.000000,0.010000,
demo.26.ground.smt2,,32,1,unsat,0.985771,0.020710,0.356090,0.405380,0.059970,0.000000,0.009960,
demo.26.ground.smt2,,32,2,unsat,0.998491,0.019870,0.354320,0.410410,0.065880,0.000000,0.010160,
demo.26.ground.smt2,,32,3,unsat,0.995042,0.020630,0.358440,0.399580,0.067710,0.000000,0.010110,
demo.26.ground.smt2,,32,4,unsat,0.994148,0.021150,0.348130,0.410740,0.069560,0.000000,0.010450,
demo.26.ground.smt2,,64,0,unsat,1.022517,0.021060,0.352910,0.422830,0.064490,0.000000,0.012380,
demo.26.ground.smt2,,64,1,unsat,1.011829,0.022180,0.357630,0.408670,0.065830,0.000000,0.010880,
demo.26.ground.smt2,,64,2,unsat,1.062398,0.020900,0.355720,0.456100,0.065320,0.000000,0.014420,
demo.26.ground.smt2,,64,3,unsat,1.077700,0.022310,0.349810,0.470730,0.066410,0.000000,0.012100,
demo.26.ground.smt2,,64,4,unsat,1.044453,0.021470,0.350940,0.440770,0.063090,0.000000,0.011880,
demo.26.ground.smt2,,128,0,unsat,1.192939,0.022840,0.354600,0.529510,0.106610,0.000000,0.014960,
demo.26.ground.smt2,,128,1,unsat,1.295055,0.022000,0.353090,0.573870,0.162090,0.000000,0.017050,
demo.26.ground.smt2,,128,2,unsat,1.231544,0.022850,0.350870,0.557000,0.117560,0.000000,0.014820,
demo.26.ground.smt2,,128,3,unsat,1.220897,0.021930,0.351130,0.540110,0.121650,0.000000,0.015100,
