file,suite,n_gates,n_literals,n_not_terms,total_classes,algorithm,trial,parlay_threads,read_s,parse_s,build_s,close_ms
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,par_filter,3,4,0.016937,0.039282,0.101603,73.5402
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,par_filter,4,4,0.016937,0.039282,0.101603,72.4401
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_parents,0,4,0.013431,0.032752,0.073822,263.4354
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_parents,1,4,0.013431,0.032752,0.073822,277.7321
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_parents,2,4,0.013431,0.032752,0.073822,273.8605
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_parents,3,4,0.013431,0.032752,0.073822,281.0270
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_parents,4,4,0.013431,0.032752,0.073822,282.5229
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_filter,0,4,0.013431,0.032752,0.073822,52.2031
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_filter,1,4,0.013431,0.032752,0.073822,51.5639
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_filter,2,4,0.013431,0.032752,0.073822,52.0190
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_filter,3,4,0.013431,0.032752,0.073822,52.4999
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_filter,4,4,0.013431,0.032752,0.073822,51.1490
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_parents,0,4,0.039523,0.099963,0.243154,968.5860
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_parents,1,4,0.039523,0.099963,0.243154,994.4573
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_parents,2,4,0.039523,0.099963,0.243154,1020.1616
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_parents,3,4,0.039523,0.099963,0.243154,1038.5266
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_parents,4,4,0.039523,0.099963,0.243154,1059.4988
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_filter,0,4,0.039523,0.099963,0.243154,209.9222
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_filter,1,4,0.039523,0.099963,0.243154,208.2248
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_filter,2,4,0.039523,0.099963,0.243154,208.7510
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_filter,3,4,0.039523,0.099963,0.243154,208.6385
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_filter,4,4,0.039523,0.099963,0.243154,207.9040
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_parents,0,4,0.035300,0.083794,0.171713,642.1516
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_parents,1,4,0.035300,0.083794,0.171713,672.8308
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_parents,2,4,0.035300,0.083794,0.171713,674.6573
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_parents,3,4,0.035300,0.083794,0.171713,691.5068
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_parents,4,4,0.035300,0.083794,0.171713,699.5433
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_filter,0,4,0.035300,0.083794,0.171713,167.6989
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_filter,1,4,0.035300,0.083794,0.171713,166.7883
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_filter,2,4,0.035300,0.083794,0.171713,165.8021
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_filter,3,4,0.035300,0.083794,0.171713,166.2019
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_filter,4,4,0.035300,0.083794,0.171713,166.9762
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_parents,0,4,0.041072,0.103082,0.278478,1172.4477
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_parents,1,4,0.041072,0.103082,0.278478,1229.9608
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_parents,2,4,0.041072,0.103082,0.278478,1252.5551
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_parents,3,4,0.041072,0.103082,0.278478,1283.4671
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_parents,4,4,0.041072,0.103082,0.278478,1289.6514
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_filter,0,4,0.041072,0.103082,0.278478,438.3556
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_filter,1,4,0.041072,0.103082,0.278478,445.8295
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_filter,2,4,0.041072,0.103082,0.278478,445.7666
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_filter,3,4,0.041072,0.103082,0.278478,444.9194
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_filter,4,4,0.041072,0.103082,0.278478,437.0370
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_parents,0,4,0.041969,0.105970,0.256349,1051.9409
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_parents,1,4,0.041969,0.105970,0.256349,1097.2361
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_parents,2,4,0.041969,0.105970,0.256349,1133.3546
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_parents,3,4,0.041969,0.105970,0.256349,1144.7768
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_parents,4,4,0.041969,0.105970,0.256349,1161.5720
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_filter,0,4,0.041969,0.105970,0.256349,417.3101
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_filter,1,4,0.041969,0.105970,0.256349,407.5427
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_filter,2,4,0.041969,0.105970,0.256349,419.2758
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_filter,3,4,0.041969,0.105970,0.256349,415.6489
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_filter,4,4,0.041969,0.105970,0.256349,417.4633
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_parents,0,4,0.065690,0.165947,0.424869,1853.1070
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_parents,1,4,0.065690,0.165947,0.424869,1969.9009
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_parents,2,4,0.065690,0.165947,0.424869,2052.4571
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_parents,3,4,0.065690,0.165947,0.424869,2100.7464
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_parents,4,4,0.065690,0.165947,0.424869,2123.3480
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_filter,0,4,0.065690,0.165947,0.424869,9336.2951
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_filter,1,4,0.065690,0.165947,0.424869,9732.5290
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_filter,2,4,0.065690,0.165947,0.424869,9172.4280
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_filter,3,4,0.065690,0.165947,0.424869,9255.7446
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_filter,4,4,0.065690,0.165947,0.424869,9713.5092
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_parents,0,4,0.073479,0.171674,0.401690,1616.7492
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_parents,1,4,0.073479,0.171674,0.401690,1700.5826
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_parents,2,4,0.073479,0.171674,0.401690,1776.2010
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_parents,3,4,0.073479,0.171674,0.401690,1817.7909
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_parents,4,4,0.073479,0.171674,0.401690,1858.9316
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_filter,0,4,0.073479,0.171674,0.401690,12515.9115
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_filter,1,4,0.073479,0.171674,0.401690,12342.4440
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_filter,2,4,0.073479,0.171674,0.401690,12375.0974
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_filter,3,4,0.073479,0.171674,0.401690,12427.5013
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_filter,4,4,0.073479,0.171674,0.401690,12402.7801
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,par_parents,0,4,0.052715,0.123605,0.335988,1385.0796
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,par_parents,1,4,0.052715,0.123605,0.335988,1444.9311
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,par_parents,2,4,0.052715,0.123605,0.335988,1494.3462
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,par_parents,3,4,0.052715,0.123605,0.335988,1521.5342
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,par_parents,4,4,0.052715,0.123605,0.335988,1524.4489
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,par_filter,0,4,0.052715,0.123605,0.335988,769.4527
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,par_filter,1,4,0.052715,0.123605,0.335988,789.3826
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,par_filter,2,4,0.052715,0.123605,0.335988,799.3994
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,par_filter,3,4,0.052715,0.123605,0.335988,769.7258
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,par_filter,4,4,0.052715,0.123605,0.335988,794.6190
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,par_parents,0,4,0.057336,0.134048,0.321878,1340.3401
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,par_parents,1,4,0.057336,0.134048,0.321878,1390.0883
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,par_parents,2,4,0.057336,0.134048,0.321878,1436.6972
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,par_parents,3,4,0.057336,0.134048,0.321878,1466.6469
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,par_parents,4,4,0.057336,0.134048,0.321878,1492.0515
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,par_filter,0,4,0.057336,0.134048,0.321878,1382.5907
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,par_filter,1,4,0.057336,0.134048,0.321878,1382.0413
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,par_filter,2,4,0.057336,0.134048,0.321878,1391.6659
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,par_filter,3,4,0.057336,0.134048,0.321878,1386.7052
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,par_filter,4,4,0.057336,0.134048,0.321878,1399.5187
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,par_parents,0,4,0.026469,0.065870,0.174227,706.7028
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,par_parents,1,4,0.026469,0.065870,0.174227,725.8084
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,par_parents,2,4,0.026469,0.065870,0.174227,743.2660
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,par_parents,3,4,0.026469,0.065870,0.174227,755.7121
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,par_parents,4,4,0.026469,0.065870,0.174227,755.6559
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,par_filter,0,4,0.026469,0.065870,0.174227,458.2509
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,par_filter,1,4,0.026469,0.065870,0.174227,460.2760
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,par_filter,2,4,0.026469,0.065870,0.174227,460.5585
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,par_filter,3,4,0.026469,0.065870,0.174227,453.1029
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,par_filter,4,4,0.026469,0.065870,0.174227,468.1459
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,par_parents,0,4,0.028906,0.069969,0.166930,643.7861
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,par_parents,1,4,0.028906,0.069969,0.166930,670.1646
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,par_parents,2,4,0.028906,0.069969,0.166930,682.4434
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,par_parents,3,4,0.028906,0.069969,0.166930,689.2938
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,par_parents,4,4,0.028906,0.069969,0.166930,693.2660
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,par_filter,0,4,0.028906,0.069969,0.166930,770.4545
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,par_filter,1,4,0.028906,0.069969,0.166930,772.8801
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,par_filter,2,4,0.028906,0.069969,0.166930,768.8612
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,par_filter,3,4,0.028906,0.069969,0.166930,770.3407
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,par_filter,4,4,0.028906,0.069969,0.166930,772.6841
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,par_parents,0,4,0.297805,0.483701,1.240921,6599.7437
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,par_parents,1,4,0.297805,0.483701,1.240921,6902.9693
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,par_parents,2,4,0.297805,0.483701,1.240921,7240.0919
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,par_parents,3,4,0.297805,0.483701,1.240921,7472.4190
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,par_parents,4,4,0.297805,0.483701,1.240921,7632.0113
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,par_filter,0,4,0.297805,0.483701,1.240921,2262.8066
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,par_filter,1,4,0.297805,0.483701,1.240921,2201.3177
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,par_filter,2,4,0.297805,0.483701,1.240921,2236.2102
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,par_filter,3,4,0.297805,0.483701,1.240921,2262.1810
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,par_filter,4,4,0.297805,0.483701,1.240921,2261.9042
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,par_parents,0,4,0.309383,0.476864,1.079034,5214.7813
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,par_parents,1,4,0.309383,0.476864,1.079034,5600.1699
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,par_parents,2,4,0.309383,0.476864,1.079034,5853.5314
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,par_parents,3,4,0.309383,0.476864,1.079034,6050.3856
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,par_parents,4,4,0.309383,0.476864,1.079034,6189.5072
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,par_filter,0,4,0.309383,0.476864,1.079034,1984.7320
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,par_filter,1,4,0.309383,0.476864,1.079034,1996.9036
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,par_filter,2,4,0.309383,0.476864,1.079034,1943.5088
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,par_filter,3,4,0.309383,0.476864,1.079034,1965.9266
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,par_filter,4,4,0.309383,0.476864,1.079034,2005.5239
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,par_parents,0,4,0.080724,0.183077,0.471113,2089.6978
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,par_parents,1,4,0.080724,0.183077,0.471113,2211.5005
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,par_parents,2,4,0.080724,0.183077,0.471113,2297.3885
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,par_parents,3,4,0.080724,0.183077,0.471113,2353.9989
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,par_parents,4,4,0.080724,0.183077,0.471113,2402.9397
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,par_filter,0,4,0.080724,0.183077,0.471113,1274.1013
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,par_filter,1,4,0.080724,0.183077,0.471113,1305.2865
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,par_filter,2,4,0.080724,0.183077,0.471113,1261.3732
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,par_filter,3,4,0.080724,0.183077,0.471113,1270.4758
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,par_filter,4,4,0.080724,0.183077,0.471113,1260.8194
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,par_parents,0,4,0.076095,0.175460,0.415490,1563.4513
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,par_parents,1,4,0.076095,0.175460,0.415490,1650.3839
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,par_parents,2,4,0.076095,0.175460,0.415490,1702.8241
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,par_parents,3,4,0.076095,0.175460,0.415490,1737.5508
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,par_parents,4,4,0.076095,0.175460,0.415490,1772.6724
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,par_filter,0,4,0.076095,0.175460,0.415490,6620.8765
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,par_filter,1,4,0.076095,0.175460,0.415490,7132.2471
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,par_filter,2,4,0.076095,0.175460,0.415490,6590.4158
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,par_filter,3,4,0.076095,0.175460,0.415490,6626.8288
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,par_filter,4,4,0.076095,0.175460,0.415490,6844.0102
h5m-n01-ands.gates,iwls22_with_not,1660156,1083431,499915,3243502,par_parents,0,8,0.020113,0.029018,0.077811,232.8422
h5m-n01-ands.gates,iwls22_with_not,1660156,1083431,499915,3243502,par_parents,1,8,0.020113,0.029018,0.077811,240.0078
h5m-n01-ands.gates,iwls22_with_not,1660156,1083431,499915,3243502,par_parents,2,8,0.020113,0.029018,0.077811,249.8566
h5m-n01-ands.gates,iwls22_with_not,1660156,1083431,499915,3243502,par_parents,3,8,0.020113,0.029018,0.077811,254.0296
h5m-n01-ands.gates,iwls22_with_not,1660156,1083431,499915,3243502,par_parents,4,8,0.020113,0.029018,0.077811,256.5377
h5m-n01-ands.gates,iwls22_with_not,1660156,1083431,499915,3243502,par_filter,0,8,0.020113,0.029018,0.077811,51.4308
h5m-n01-ands.gates,iwls22_with_not,1660156,1083431,499915,3243502,par_filter,1,8,0.020113,0.029018,0.077811,50.7580
h5m-n01-ands.gates,iwls22_with_not,1660156,1083431,499915,3243502,par_filter,2,8,0.020113,0.029018,0.077811,50.2941
h5m-n01-ands.gates,iwls22_with_not,1660156,1083431,499915,3243502,par_filter,3,8,0.020113,0.029018,0.077811,50.9559
h5m-n01-ands.gates,iwls22_with_not,1660156,1083431,499915,3243502,par_filter,4,8,0.020113,0.029018,0.077811,50.2386
h5m-n01-xits.gates,iwls22_with_not,1105612,613618,249946,1969176,par_parents,0,8,0.013163,0.019463,0.048469,138.8209
h5m-n01-xits.gates,iwls22_with_not,1105612,613618,249946,1969176,par_parents,1,8,0.013163,0.019463,0.048469,144.9748
h5m-n01-xits.gates,iwls22_with_not,1105612,613618,249946,1969176,par_parents,2,8,0.013163,0.019463,0.048469,149.1025
h5m-n01-xits.gates,iwls22_with_not,1105612,613618,249946,1969176,par_parents,3,8,0.013163,0.019463,0.048469,153.7853
h5m-n01-xits.gates,iwls22_with_not,1105612,613618,249946,1969176,par_parents,4,8,0.013163,0.019463,0.048469,160.3774
h5m-n01-xits.gates,iwls22_with_not,1105612,613618,249946,1969176,par_filter,0,8,0.013163,0.019463,0.048469,32.9840
h5m-n01-xits.gates,iwls22_with_not,1105612,613618,249946,1969176,par_filter,1,8,0.013163,0.019463,0.048469,33.4015
h5m-n01-xits.gates,iwls22_with_not,1105612,613618,249946,1969176,par_filter,2,8,0.013163,0.019463,0.048469,33.4925
h5m-n01-xits.gates,iwls22_with_not,1105612,613618,249946,1969176,par_filter,3,8,0.013163,0.019463,0.048469,33.2216
h5m-n01-xits.gates,iwls22_with_not,1105612,613618,249946,1969176,par_filter,4,8,0.013163,0.019463,0.048469,32.8507
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_parents,0,8,0.020440,0.029750,0.079471,267.9467
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_parents,1,8,0.020440,0.029750,0.079471,285.4868
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_parents,2,8,0.020440,0.029750,0.079471,285.9163
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_parents,3,8,0.020440,0.029750,0.079471,291.2034
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_parents,4,8,0.020440,0.029750,0.079471,292.9879
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_filter,0,8,0.020440,0.029750,0.079471,45.1634
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_filter,1,8,0.020440,0.029750,0.079471,44.3381
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_filter,2,8,0.020440,0.029750,0.079471,43.7351
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_filter,3,8,0.020440,0.029750,0.079471,44.0709
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_filter,4,8,0.020440,0.029750,0.079471,43.7777
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_parents,0,8,0.015070,0.022526,0.052887,159.4104
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_parents,1,8,0.015070,0.022526,0.052887,165.7476
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_parents,2,8,0.015070,0.022526,0.052887,168.9656
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_parents,3,8,0.015070,0.022526,0.052887,170.6105
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_parents,4,8,0.015070,0.022526,0.052887,172.9680
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_filter,0,8,0.015070,0.022526,0.052887,30.6400
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_filter,1,8,0.015070,0.022526,0.052887,29.9497
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_filter,2,8,0.015070,0.022526,0.052887,30.6225
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_filter,3,8,0.015070,0.022526,0.052887,30.0311
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_filter,4,8,0.015070,0.022526,0.052887,30.2891
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_parents,0,8,0.053888,0.081205,0.218397,724.6187
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_parents,1,8,0.053888,0.081205,0.218397,761.8319
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_parents,2,8,0.053888,0.081205,0.218397,785.9338
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_parents,3,8,0.053888,0.081205,0.218397,792.5783
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_parents,4,8,0.053888,0.081205,0.218397,804.8428
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_filter,0,8,0.053888,0.081205,0.218397,166.6461
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_filter,1,8,0.053888,0.081205,0.218397,166.5920
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_filter,2,8,0.053888,0.081205,0.218397,167.3747
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_filter,3,8,0.053888,0.081205,0.218397,167.0335
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_filter,4,8,0.053888,0.081205,0.218397,166.0256
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,par_parents,0,8,0.037120,0.054745,0.136326,414.1758
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,par_parents,1,8,0.037120,0.054745,0.136326,420.5008
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,par_parents,2,8,0.037120,0.054745,0.136326,434.1235
