family,n,d,classes,merges,algorithm,trial,parlay_threads,dnc_cutoff,wallclock_ms
cube,105,2,4630708,105,par_parents,3,64,16,142.6288
cube,105,2,4630708,105,par_parents,4,64,16,139.8911
cube,105,2,4630708,105,par_filter,0,64,16,61.5411
cube,105,2,4630708,105,par_filter,1,64,16,61.2044
cube,105,2,4630708,105,par_filter,2,64,16,61.7243
cube,105,2,4630708,105,par_filter,3,64,16,62.6289
cube,105,2,4630708,105,par_filter,4,64,16,61.7482
cube,105,2,4630708,105,par_parents,0,96,16,115.8808
cube,105,2,4630708,105,par_parents,1,96,16,114.8910
cube,105,2,4630708,105,par_parents,2,96,16,113.3977
cube,105,2,4630708,105,par_parents,3,96,16,115.4553
cube,105,2,4630708,105,par_parents,4,96,16,114.3119
cube,105,2,4630708,105,par_filter,0,96,16,48.8090
cube,105,2,4630708,105,par_filter,1,96,16,48.4053
cube,105,2,4630708,105,par_filter,2,96,16,48.6448
cube,105,2,4630708,105,par_filter,3,96,16,49.0932
cube,105,2,4630708,105,par_filter,4,96,16,48.7811
cube,105,2,4630708,105,par_parents,0,128,16,105.9647
cube,105,2,4630708,105,par_parents,1,128,16,103.7889
cube,105,2,4630708,105,par_parents,2,128,16,104.3062
cube,105,2,4630708,105,par_parents,3,128,16,104.5275
cube,105,2,4630708,105,par_parents,4,128,16,107.7767
cube,105,2,4630708,105,par_filter,0,128,16,45.0232
cube,105,2,4630708,105,par_filter,1,128,16,44.3369
cube,105,2,4630708,105,par_filter,2,128,16,44.1794
cube,105,2,4630708,105,par_filter,3,128,16,44.4042
cube,105,2,4630708,105,par_filter,4,128,16,44.5892
cube,105,2,4630708,105,par_parents,0,192,16,104.0318
cube,105,2,4630708,105,par_parents,1,192,16,100.6238
cube,105,2,4630708,105,par_parents,2,192,16,101.5016
cube,105,2,4630708,105,par_parents,3,192,16,103.0783
cube,105,2,4630708,105,par_parents,4,192,16,99.5183
cube,105,2,4630708,105,par_filter,0,192,16,43.4361
cube,105,2,4630708,105,par_filter,1,192,16,43.7425
cube,105,2,4630708,105,par_filter,2,192,16,43.6319
cube,105,2,4630708,105,par_filter,3,192,16,43.7698
cube,105,2,4630708,105,par_filter,4,192,16,43.6337
cube,130,2,8788258,130,nelson_simple,0,1,16,2060.9711
cube,130,2,8788258,130,nelson_simple,1,1,16,2048.9496
cube,130,2,8788258,130,nelson_simple,2,1,16,2061.8468
cube,130,2,8788258,130,nelson_simple,3,1,16,2029.4080
cube,130,2,8788258,130,nelson_simple,4,1,16,2051.0904
cube,130,2,8788258,130,par_parents,0,1,16,6753.0941
cube,130,2,8788258,130,par_parents,1,1,16,6803.1966
cube,130,2,8788258,130,par_parents,2,1,16,6876.8713
cube,130,2,8788258,130,par_parents,3,1,16,6896.0920
cube,130,2,8788258,130,par_parents,4,1,16,6943.3649
cube,130,2,8788258,130,par_filter,0,1,16,3780.4832
cube,130,2,8788258,130,par_filter,1,1,16,3778.7029
cube,130,2,8788258,130,par_filter,2,1,16,3780.3367
cube,130,2,8788258,130,par_filter,3,1,16,3775.6691
cube,130,2,8788258,130,par_filter,4,1,16,3776.8291
cube,130,2,8788258,130,par_parents,0,2,16,3679.5484
cube,130,2,8788258,130,par_parents,1,2,16,3697.2606
cube,130,2,8788258,130,par_parents,2,2,16,3690.2819
cube,130,2,8788258,130,par_parents,3,2,16,3690.2026
cube,130,2,8788258,130,par_parents,4,2,16,3687.0289
cube,130,2,8788258,130,par_filter,0,2,16,2001.3925
cube,130,2,8788258,130,par_filter,1,2,16,2004.2594
cube,130,2,8788258,130,par_filter,2,2,16,1995.8168
cube,130,2,8788258,130,par_filter,3,2,16,2006.5067
cube,130,2,8788258,130,par_filter,4,2,16,2001.7568
cube,130,2,8788258,130,par_parents,0,4,16,2047.6608
cube,130,2,8788258,130,par_parents,1,4,16,2047.7970
cube,130,2,8788258,130,par_parents,2,4,16,2051.1032
cube,130,2,8788258,130,par_parents,3,4,16,2048.5322
cube,130,2,8788258,130,par_parents,4,4,16,2061.9088
cube,130,2,8788258,130,par_filter,0,4,16,1054.1492
cube,130,2,8788258,130,par_filter,1,4,16,1051.6834
cube,130,2,8788258,130,par_filter,2,4,16,1053.0328
cube,130,2,8788258,130,par_filter,3,4,16,1051.9948
cube,130,2,8788258,130,par_filter,4,4,16,1056.1569
cube,130,2,8788258,130,par_parents,0,8,16,1095.1438
cube,130,2,8788258,130,par_parents,1,8,16,1083.1845
cube,130,2,8788258,130,par_parents,2,8,16,1085.2353
cube,130,2,8788258,130,par_parents,3,8,16,1077.9823
cube,130,2,8788258,130,par_parents,4,8,16,1081.6681
cube,130,2,8788258,130,par_filter,0,8,16,553.8797
cube,130,2,8788258,130,par_filter,1,8,16,556.7570
cube,130,2,8788258,130,par_filter,2,8,16,554.0271
cube,130,2,8788258,130,par_filter,3,8,16,554.7649
cube,130,2,8788258,130,par_filter,4,8,16,556.5259
cube,130,2,8788258,130,par_parents,0,16,16,598.4506
cube,130,2,8788258,130,par_parents,1,16,16,589.5543
cube,130,2,8788258,130,par_parents,2,16,16,593.0564
cube,130,2,8788258,130,par_parents,3,16,16,587.3582
cube,130,2,8788258,130,par_parents,4,16,16,589.9602
cube,130,2,8788258,130,par_filter,0,16,16,295.8614
cube,130,2,8788258,130,par_filter,1,16,16,296.5567
cube,130,2,8788258,130,par_filter,2,16,16,295.9333
cube,130,2,8788258,130,par_filter,3,16,16,294.7707
cube,130,2,8788258,130,par_filter,4,16,16,296.8935
cube,130,2,8788258,130,par_parents,0,32,16,355.0415
cube,130,2,8788258,130,par_parents,1,32,16,349.3718
cube,130,2,8788258,130,par_parents,2,32,16,345.0532
cube,130,2,8788258,130,par_parents,3,32,16,345.3624
cube,130,2,8788258,130,par_parents,4,32,16,348.9640
cube,130,2,8788258,130,par_filter,0,32,16,167.8335
cube,130,2,8788258,130,par_filter,1,32,16,166.6310
cube,130,2,8788258,130,par_filter,2,32,16,169.5388
cube,130,2,8788258,130,par_filter,3,32,16,166.9173
cube,130,2,8788258,130,par_filter,4,32,16,165.6643
cube,130,2,8788258,130,par_parents,0,64,16,221.6084
cube,130,2,8788258,130,par_parents,1,64,16,220.1098
cube,130,2,8788258,130,par_parents,2,64,16,219.3573
cube,130,2,8788258,130,par_parents,3,64,16,226.4322
cube,130,2,8788258,130,par_parents,4,64,16,217.8666
cube,130,2,8788258,130,par_filter,0,64,16,100.9229
cube,130,2,8788258,130,par_filter,1,64,16,101.6565
cube,130,2,8788258,130,par_filter,2,64,16,99.5893
cube,130,2,8788258,130,par_filter,3,64,16,100.5390
cube,130,2,8788258,130,par_filter,4,64,16,100.7860
cube,130,2,8788258,130,par_parents,0,96,16,198.9265
cube,130,2,8788258,130,par_parents,1,96,16,207.0723
cube,130,2,8788258,130,par_parents,2,96,16,206.5080
cube,130,2,8788258,130,par_parents,3,96,16,208.2991
cube,130,2,8788258,130,par_parents,4,96,16,210.2479
cube,130,2,8788258,130,par_filter,0,96,16,97.7002
cube,130,2,8788258,130,par_filter,1,96,16,97.6935
cube,130,2,8788258,130,par_filter,2,96,16,98.7499
cube,130,2,8788258,130,par_filter,3,96,16,97.7740
cube,130,2,8788258,130,par_filter,4,96,16,96.3010
cube,130,2,8788258,130,par_parents,0,128,16,180.3423
cube,130,2,8788258,130,par_parents,1,128,16,177.0405
cube,130,2,8788258,130,par_parents,2,128,16,182.7797
cube,130,2,8788258,130,par_parents,3,128,16,178.3351
cube,130,2,8788258,130,par_parents,4,128,16,184.3706
cube,130,2,8788258,130,par_filter,0,128,16,92.1052
cube,130,2,8788258,130,par_filter,1,128,16,90.9812
cube,130,2,8788258,130,par_filter,2,128,16,91.0908
cube,130,2,8788258,130,par_filter,3,128,16,90.6889
cube,130,2,8788258,130,par_filter,4,128,16,91.3238
cube,130,2,8788258,130,par_parents,0,192,16,164.8311
cube,130,2,8788258,130,par_parents,1,192,16,163.6777
cube,130,2,8788258,130,par_parents,2,192,16,162.2308
cube,130,2,8788258,130,par_parents,3,192,16,169.9258
cube,130,2,8788258,130,par_parents,4,192,16,169.1073
cube,130,2,8788258,130,par_filter,0,192,16,83.5439
cube,130,2,8788258,130,par_filter,1,192,16,84.4420
cube,130,2,8788258,130,par_filter,2,192,16,83.7098
cube,130,2,8788258,130,par_filter,3,192,16,85.5916
cube,130,2,8788258,130,par_filter,4,192,16,83.8259
cube,155,2,14895808,155,nelson_simple,0,1,16,4010.4222
cube,155,2,14895808,155,nelson_simple,1,1,16,3981.5218
cube,155,2,14895808,155,nelson_simple,2,1,16,4015.5971
cube,155,2,14895808,155,nelson_simple,3,1,16,4009.7634
cube,155,2,14895808,155,nelson_simple,4,1,16,4284.8301
cube,155,2,14895808,155,par_parents,0,1,16,12942.5158
cube,155,2,14895808,155,par_parents,1,1,16,13100.9406
cube,155,2,14895808,155,par_parents,2,1,16,13279.9824
cube,155,2,14895808,155,par_parents,3,1,16,13333.6049
cube,155,2,14895808,155,par_parents,4,1,16,13491.4422
cube,155,2,14895808,155,par_filter,0,1,16,7453.5949
cube,155,2,14895808,155,par_filter,1,1,16,7516.8723
cube,155,2,14895808,155,par_filter,2,1,16,7458.6378
cube,155,2,14895808,155,par_filter,3,1,16,7515.9700
cube,155,2,14895808,155,par_filter,4,1,16,7444.2240
cube,155,2,14895808,155,par_parents,0,2,16,7143.9127
cube,155,2,14895808,155,par_parents,1,2,16,7189.3392
cube,155,2,14895808,155,par_parents,2,2,16,7241.3871
cube,155,2,14895808,155,par_parents,3,2,16,7273.0848
cube,155,2,14895808,155,par_parents,4,2,16,7267.3902
cube,155,2,14895808,155,par_filter,0,2,16,3836.0575
cube,155,2,14895808,155,par_filter,1,2,16,3835.8069
cube,155,2,14895808,155,par_filter,2,2,16,3830.3092
cube,155,2,14895808,155,par_filter,3,2,16,3840.5415
cube,155,2,14895808,155,par_filter,4,2,16,3833.6931
cube,155,2,14895808,155,par_parents,0,4,16,3771.0839
cube,155,2,14895808,155,par_parents,1,4,16,3825.1948
cube,155,2,14895808,155,par_parents,2,4,16,3862.8596
cube,155,2,14895808,155,par_parents,3,4,16,3857.8084
cube,155,2,14895808,155,par_parents,4,4,16,3849.2524
cube,155,2,14895808,155,par_filter,0,4,16,1944.3617
cube,155,2,14895808,155,par_filter,1,4,16,1945.8199
cube,155,2,14895808,155,par_filter,2,4,16,1943.4964
cube,155,2,14895808,155,par_filter,3,4,16,1946.1263
cube,155,2,14895808,155,par_filter,4,4,16,1953.6369
cube,155,2,14895808,155,par_parents,0,8,16,1965.1885
cube,155,2,14895808,155,par_parents,1,8,16,1974.1523
cube,155,2,14895808,155,par_parents,2,8,16,1995.7175
cube,155,2,14895808,155,par_parents,3,8,16,1996.4668
cube,155,2,14895808,155,par_parents,4,8,16,1992.4843
cube,155,2,14895808,155,par_filter,0,8,16,990.6113
cube,155,2,14895808,155,par_filter,1,8,16,994.5891
cube,155,2,14895808,155,par_filter,2,8,16,988.3422
cube,155,2,14895808,155,par_filter,3,8,16,996.5357
cube,155,2,14895808,155,par_filter,4,8,16,990.5425
cube,155,2,14895808,155,par_parents,0,16,16,1040.5038
cube,155,2,14895808,155,par_parents,1,16,16,1041.0377
cube,155,2,14895808,155,par_parents,2,16,16,1051.9070
cube,155,2,14895808,155,par_parents,3,16,16,1056.6186
cube,155,2,14895808,155,par_parents,4,16,16,1054.8456
cube,155,2,14895808,155,par_filter,0,16,16,531.6186
cube,155,2,14895808,155,par_filter,1,16,16,531.8857
cube,155,2,14895808,155,par_filter,2,16,16,532.6649
cube,155,2,14895808,155,par_filter,3,16,16,532.9358
cube,155,2,14895808,155,par_filter,4,16,16,530.3956
cube,155,2,14895808,155,par_parents,0,32,16,591.7992
cube,155,2,14895808,155,par_parents,1,32,16,591.9052
cube,155,2,14895808,155,par_parents,2,32,16,582.5227
cube,155,2,14895808,155,par_parents,3,32,16,594.8330
cube,155,2,14895808,155,par_parents,4,32,16,596.9657
cube,155,2,14895808,155,par_filter,0,32,16,291.5609
cube,155,2,14895808,155,par_filter,1,32,16,288.7290
cube,155,2,14895808,155,par_filter,2,32,16,289.1956
cube,155,2,14895808,155,par_filter,3,32,16,287.5420
cube,155,2,14895808,155,par_filter,4,32,16,288.3392
cube,155,2,14895808,155,par_parents,0,64,16,419.0550
cube,155,2,14895808,155,par_parents,1,64,16,418.1289
cube,155,2,14895808,155,par_parents,2,64,16,418.8430
cube,155,2,14895808,155,par_parents,3,64,16,410.1645
cube,155,2,14895808,155,par_parents,4,64,16,409.7342
cube,155,2,14895808,155,par_filter,0,64,16,209.1964
cube,155,2,14895808,155,par_filter,1,64,16,214.5034
cube,155,2,14895808,155,par_filter,2,64,16,211.7552
cube,155,2,14895808,155,par_filter,3,64,16,212.2506
cube,155,2,14895808,155,par_filter,4,64,16,208.3703
cube,155,2,14895808,155,par_parents,0,96,16,315.1475
cube,155,2,14895808,155,par_parents,1,96,16,310.5322
cube,155,2,14895808,155,par_parents,2,96,16,318.5557
cube,155,2,14895808,155,par_parents,3,96,16,304.5274
cube,155,2,14895808,155,par_parents,4,96,16,307.6390
cube,155,2,14895808,155,par_filter,0,96,16,160.8697
cube,155,2,14895808,155,par_filter,1,96,16,157.4727
cube,155,2,14895808,155,par_filter,2,96,16,158.2889
cube,155,2,14895808,155,par_filter,3,96,16,157.3953
cube,155,2,14895808,155,par_filter,4,96,16,158.9713
cube,155,2,14895808,155,par_parents,0,128,16,262.8444
cube,155,2,14895808,155,par_parents,1,128,16,274.5210
cube,155,2,14895808,155,par_parents,2,128,16,266.8539
cube,155,2,14895808,155,par_parents,3,128,16,273.9669
cube,155,2,14895808,155,par_parents,4,128,16,267.6509
cube,155,2,14895808,155,par_filter,0,128,16,144.3659
cube,155,2,14895808,155,par_filter,1,128,16,146.0400
cube,155,2,14895808,155,par_filter,2,128,16,143.4539
cube,155,2,14895808,155,par_filter,3,128,16,142.0359
cube,155,2,14895808,155,par_filter,4,128,16,143.9231
cube,155,2,14895808,155,par_parents,0,192,16,257.5335
cube,155,2,14895808,155,par_parents,1,192,16,244.7660
cube,155,2,14895808,155,par_parents,2,192,16,251.6048
cube,155,2,14895808,155,par_parents,3,192,16,262.1719
cube,155,2,14895808,155,par_parents,4,192,16,257.8118
cube,155,2,14895808,155,par_filter,0,192,16,143.1854
cube,155,2,14895808,155,par_filter,1,192,16,140.4748
cube,155,2,14895808,155,par_filter,2,192,16,139.5517
cube,155,2,14895808,155,par_filter,3,192,16,138.8573
cube,155,2,14895808,155,par_filter,4,192,16,141.7932
cube,180,2,23328358,180,nelson_simple,0,1,16,5908.1103
cube,180,2,23328358,180,nelson_simple,1,1,16,5986.1960
cube,180,2,23328358,180,nelson_simple,2,1,16,5944.7855
cube,180,2,23328358,180,nelson_simple,3,1,16,5961.7147
cube,180,2,23328358,180,nelson_simple,4,1,16,5981.6350
cube,180,2,23328358,180,par_parents,0,1,16,22532.9222
cube,180,2,23328358,180,par_parents,1,1,16,22709.7908
cube,180,2,23328358,180,par_parents,2,1,16,23032.9138
cube,180,2,23328358,180,par_parents,3,1,16,23145.7638
cube,180,2,23328358,180,par_parents,4,1,16,23765.6015
cube,180,2,23328358,180,par_filter,0,1,16,12461.5495
cube,180,2,23328358,180,par_filter,1,1,16,12448.6177
cube,180,2,23328358,180,par_filter,2,1,16,12448.3534
cube,180,2,23328358,180,par_filter,3,1,16,12448.4944
cube,180,2,23328358,180,par_filter,4,1,16,12447.8790
cube,180,2,23328358,180,par_parents,0,2,16,11965.1840
cube,180,2,23328358,180,par_parents,1,2,16,12133.5065
cube,180,2,23328358,180,par_parents,2,2,16,12304.6440
cube,180,2,23328358,180,par_parents,3,2,16,12374.6594
cube,180,2,23328358,180,par_parents,4,2,16,12409.6394
cube,180,2,23328358,180,par_filter,0,2,16,6167.2442
cube,180,2,23328358,180,par_filter,1,2,16,6175.8900
cube,180,2,23328358,180,par_filter,2,2,16,6261.9027
cube,180,2,23328358,180,par_filter,3,2,16,6287.3807
cube,180,2,23328358,180,par_filter,4,2,16,6280.7371
cube,180,2,23328358,180,par_parents,0,4,16,6441.8613
cube,180,2,23328358,180,par_parents,1,4,16,6627.3174
cube,180,2,23328358,180,par_parents,2,4,16,6699.7675
cube,180,2,23328358,180,par_parents,3,4,16,6791.9905
cube,180,2,23328358,180,par_parents,4,4,16,6743.2539
cube,180,2,23328358,180,par_filter,0,4,16,3271.1865
cube,180,2,23328358,180,par_filter,1,4,16,3272.5665
cube,180,2,23328358,180,par_filter,2,4,16,3268.4733
cube,180,2,23328358,180,par_filter,3,4,16,3273.7814
cube,180,2,23328358,180,par_filter,4,4,16,3269.5416
cube,180,2,23328358,180,par_parents,0,8,16,3343.8764
cube,180,2,23328358,180,par_parents,1,8,16,3414.7318
cube,180,2,23328358,180,par_parents,2,8,16,3467.7879
cube,180,2,23328358,180,par_parents,3,8,16,3482.7713
cube,180,2,23328358,180,par_parents,4,8,16,3497.6054
cube,180,2,23328358,180,par_filter,0,8,16,1671.0177
cube,180,2,23328358,180,par_filter,1,8,16,1675.9354
cube,180,2,23328358,180,par_filter,2,8,16,1672.0258
cube,180,2,23328358,180,par_filter,3,8,16,1673.5628
cube,180,2,23328358,180,par_filter,4,8,16,1670.5749
cube,180,2,23328358,180,par_parents,0,16,16,1783.2180
cube,180,2,23328358,180,par_parents,1,16,16,1801.9120
cube,180,2,23328358,180,par_parents,2,16,16,1843.4201
cube,180,2,23328358,180,par_parents,3,16,16,1840.8528
cube,180,2,23328358,180,par_parents,4,16,16,1837.8733
cube,180,2,23328358,180,par_filter,0,16,16,888.4004
cube,180,2,23328358,180,par_filter,1,16,16,890.5883
cube,180,2,23328358,180,par_filter,2,16,16,891.2981
cube,180,2,23328358,180,par_filter,3,16,16,890.2660
cube,180,2,23328358,180,par_filter,4,16,16,888.9368
cube,180,2,23328358,180,par_parents,0,32,16,978.9686
cube,180,2,23328358,180,par_parents,1,32,16,993.7210
cube,180,2,23328358,180,par_parents,2,32,16,1007.5628
cube,180,2,23328358,180,par_parents,3,32,16,1013.4566
cube,180,2,23328358,180,par_parents,4,32,16,1004.3306
cube,180,2,23328358,180,par_filter,0,32,16,497.3752
cube,180,2,23328358,180,par_filter,1,32,16,497.6942
cube,180,2,23328358,180,par_filter,2,32,16,503.2408
cube,180,2,23328358,180,par_filter,3,32,16,500.2868
cube,180,2,23328358,180,par_filter,4,32,16,497.4606
cube,180,2,23328358,180,par_parents,0,64,16,661.9915
cube,180,2,23328358,180,par_parents,1,64,16,689.7039
cube,180,2,23328358,180,par_parents,2,64,16,677.7377
cube,180,2,23328358,180,par_parents,3,64,16,675.5082
cube,180,2,23328358,180,par_parents,4,64,16,658.5802
cube,180,2,23328358,180,par_filter,0,64,16,337.6678
cube,180,2,23328358,180,par_filter,1,64,16,333.9143
cube,180,2,23328358,180,par_filter,2,64,16,331.9836
cube,180,2,23328358,180,par_filter,3,64,16,329.2667
cube,180,2,23328358,180,par_filter,4,64,16,325.6565
cube,180,2,23328358,180,par_parents,0,96,16,519.5582
cube,180,2,23328358,180,par_parents,1,96,16,532.1770
cube,180,2,23328358,180,par_parents,2,96,16,525.3394
cube,180,2,23328358,180,par_parents,3,96,16,519.6917
cube,180,2,23328358,180,par_parents,4,96,16,519.6255
cube,180,2,23328358,180,par_filter,0,96,16,266.3082
cube,180,2,23328358,180,par_filter,1,96,16,265.3677
cube,180,2,23328358,180,par_filter,2,96,16,266.7019
cube,180,2,23328358,180,par_filter,3,96,16,263.1549
cube,180,2,23328358,180,par_filter,4,96,16,266.3351
cube,180,2,23328358,180,par_parents,0,128,16,446.5512
cube,180,2,23328358,180,par_parents,1,128,16,459.1893
cube,180,2,23328358,180,par_parents,2,128,16,449.7668
cube,180,2,23328358,180,par_parents,3,128,16,459.7578
cube,180,2,23328358,180,par_parents,4,128,16,445.1190
cube,180,2,23328358,180,par_filter,0,128,16,242.6830
cube,180,2,23328358,180,par_filter,1,128,16,241.3002
cube,180,2,23328358,180,par_filter,2,128,16,241.5718
cube,180,2,23328358,180,par_filter,3,128,16,240.8615
cube,180,2,23328358,180,par_filter,4,128,16,241.9658
